Gene name	sscrofa_dNdS
Ccl24	0.2414448669201521
Ccl3	0.13561293324028842
Ccl5	0.15980230642504115
Ccr5	0.18733153638814012
Ccr7	0.034344490934449086
Ccrl2	0.4927471044641853
Cd14	0.28025159744408945
Cd163	0.2784439894706055
Cd180	0.2708360938121108
Cd22	0.3233404710920771
Cd300a	0.5176681783824642
Cd300lb	0.313587786259542
Cd36	0.15150544522741835
Cd37	0.15448000693902333
Cd4	0.4856822010106682
Cd44	0.3698324022346369
Cd48	0.6502857142857144
Cd53	0.16846095526914331
Cd63	0.2334595003785012
Cd72	0.558931552587646
Cd74	0.20862488591420747
Cd79b	0.21206910668959306
Cd80	0.6388178096212898
Cd83	0.2333893243747667
Cd84	0.7073440088348978
Cd86	0.5007776049766718
Cd9	0.09789193118488006
Cdh19	0.2038651004168245
Cdh20	0.04113924050632912
Cdh23	0.029823562891291983
Cdk18	0.06568275495279884
Cdo1	0.06185567010309277
Cdt1	0.1746649696788201
Cebpa	0.031201490220428438
Cebpb	0.12058165548098435
Cela1	0.16381668946648426
Celsr1	0.06051650130180845
Chadl	0.1579947229551451
Chrdl1	0.09892328398384928
Chst12	0.047624387873350535
Chst3	0.07846846846846846
Cideb	0.16266228921056558
Ckb	0.017419354838709676
Cldn10	0.07908163265306123
Cldn11	0.021001810500905247
Clec4a1	0.8731727403747168
Clec5a	0.4303081115070216
Clmn	0.19766260162601626
Cln3	0.10738871041762277
Cln8	0.08983101096946337
Clu	0.13811747358073234
Cmtm5	0.0979769932566442
Cmtm7	0.11746280344557555
Cmya5	0.4425757575757576
Cnp	0.09738643434971997
Col11a2	0.09571175950486296
Col16a1	0.1549234135667396
Col27a1	0.2620976116303219
Col4a5	0.14064171122994654
Col4a6	0.366138448707256
Col6a3	0.09500654572657566
Col9a1	0.10264663805436336
Coro1a	0.04223433242506811
Cpox	0.1738854513723624
Crb2	0.1490366687383468
Creb5	0.034546959040132386
Cryab	0.0406989604069896
Cryba4	0.08382476832350462
Crybb1	0.06501627548398149
Cryl1	0.08543833580980685
Csf1	0.4102483495756052
Csf1r	0.13343131188118812
Csf3r	0.3564318529862175
Csmd1	0.04972592012529365
Cspg5	0.2197324414715719
Cst7	0.15123370447043025
Cth	0.11544265593561368
Ctsa	0.19301729130470752
Ctsb	0.14176974310180782
Ctss	0.21119885139985645
Ctsz	0.0598764116769657
Cxcl10	0.25724944887230794
Cxcl16	0.6829459388874379
Cybb	0.08011423418006915
Cybrd1	0.2275257210322145
Cyp1b1	0.11577248890681728
Cyp27a1	0.2885459222272658
Cyp4f18	0.1443932411674347
Cyp7b1	0.3471074380165289
D630003M21Rik	0.3555408970976254
D7Ertd443e	0.3942433493240297
Daam2	0.055084239455132036
Daglb	0.2018089315997739
Dapp1	0.17577866136514247
Dbndd2	0.13781398506449424
Dbx2	0.17394685677252109
Dct	0.1194557111082036
Ddhd1	0.14221861032100772
Ddn	0.2902932070661081
Ddo	0.2573566933151897
Ddr1	0.0929106808244847
Dennd1c	0.21798365122615806
Depdc7	0.12354437157007092
Dmp1	0.2557443625093513
Dmrtb1	0.2077212162623847
Dnaic2	0.05906526994359389
Dnajb13	0.04866595517609392
Dnase1l3	0.21551476914252934
Dnase2a	0.21850865512649806
Dock10	0.0745388569700635
Dock2	0.04447610003165559
Dock8	0.07813010787839163
Dok1	0.1874820143884892
Dok2	0.17016057091882247
Dpyd	0.11989012764582326
Dtna	0.04261682242990654
Dtx4	0.05480295566502463
Duoxa1	0.2052536231884058
Dusp15	0.0933264710928118
Dusp27	0.10525114155251143
Dusp9	0.06104677260077208
Dzip1l	0.2845539280958722
E2f8	0.15288518738845924
Ebi3	0.14331135186057467
Edem1	0.17541583107231332
Ednrb	0.12202656780970035
Eepd1	0.05894116408799074
Efhd1	0.09873545776428932
Egfr	0.06956445071415976
Egr2	0.10085497150094998
Elf4	0.1830899308224443
Elf5	0.028209191759112517
Elovl2	0.11358313817330212
Emid1	0.38884007029876977
Emilin2	0.15417558886509636
Eml1	0.037107718405428335
Emp3	0.0607689127738735
Enpp1	0.1917304296645085
Enpp6	0.1054444297257915
Epcam	0.13058103975535168
Ephb1	0.01032947462154942
Ephb3	0.02250502344273275
Ephx2	0.2063687150837989
Eps8	0.09153257715642313
Epsti1	0.3915438644814764
Erbb3	0.09690273501177324
Ermap	0.3020663744520977
Ermn	0.23463921856947798
Erp27	0.3843300192906959
Espl1	0.2350441320693037
Etv4	0.09509416414787257
Etv5	0.06508290027220985
Evc	0.17839944966750745
Evi2a	0.4882352941176471
F13a1	0.0829143345033678
F3	0.33186792629314377
F9	0.14296230859835102
Fa2h	0.08642095053346266
Fabp7	0.26012269938650306
Fads2	0.096063164820704
Fam102a	0.09167437557816836
Fam110a	0.0845501648610457
Fam117a	0.1127710843373494
Fam167b	0.06433224755700326
Fam178b	0.33655206859235826
Fam180a	0.1651426682824722
Fam181a	0.2052883263009845
Fam181b	0.17971657600916116
Fam53b	0.1246340443329151
Fam83g	0.09462246192893403
Fam89a	0.11232416544194834
Fbln7	0.11337250967464528
Fbp1	0.08588832487309644
Fbxo2	0.0776233828461907
Fcer1g	0.23096632503660325
Fcgr1	0.38372093023255816
Fcgr4	0.4963235294117647
Fcrl1	0.5745180217937971
Fermt3	0.033831120943952804
Fgd2	0.09021392808375056
Fgd3	0.15560382276281495
Fgf1	0.058921036769138034
Fgf2	0.06506602641056422
Fgfbp3	0.25893453573814296
Fgfr2	0.05568776772965255
Fgfr3	0.03294829056516009
Fgfrl1	0.07713073659853452
Fggy	0.22174622603019176
Fgr	0.08312482624409229
Fhod1	0.12470202622169248
Fkbp5	0.11755057408419906
Fmnl1	0.08032449725776966
Fmo1	0.1924755768031594
Folh1	0.14409437061370764
Folr2	0.13791485082132082
Foxj1	0.04098461538461539
Fras1	0.14445153061224492
Frmpd1	0.23319892473118284
Fxyd1	0.09779842902975994
Fyb	0.18543212982765128
Fzd2	0.009169399638578407
Fzd7	0.012520868113522538
Fzd9	0.01221539573545356
G0s2	0.176381299332119
Gabrb1	0.025077621208502508
Gabrg1	0.027980014275517485
Gal3st1	0.04487556339408191
Gal3st4	0.2448164842240824
Galnt12	0.14507575757575758
Galnt3	0.06609808102345416
Galnt6	0.08424640857073289
Gamt	0.10221627818112344
Gbgt1	0.1035839429519887
Gcnt1	0.18796422616340766
Gcnt4	0.1777811458017581
Gdf15	0.1906269087678383
Gdpd2	0.2740015868817773
Gfap	0.04151109158796398
Ggnbp1	0.4249974261299289
Gjb1	0.010252100840336136
Gjc2	0.055425357393953587
Gjc3	0.3739495798319328
Gldc	0.06831468181058961
Gli1	0.12855479793780142
Gli2	0.0953071208552274
Gli3	0.09590958019375673
Glipr1	0.3480901390442704
Glis3	0.1449847478916203
Gltp	0.022023250776229332
Glul	0.04439592430858807
Gm17455	0.11009174311926603
Gm2a	0.23412894919282956
Gm973	0.5580570820776458
Gnpda1	0.017498532002348795
Gns	0.06563706563706563
Gp9	0.11428320063344034
Gpam	0.05562439763183258
Gpc5	0.1419047619047619
Gpc6	0.022555488902219558
Gpd1	0.1045492142266336
Gpnmb	0.3062143500450315
Gpr132	0.11302072645187768
Gpr137b	0.05313394845688832
Gpr15	0.2428043093744975
Gpr157	0.11134863834928896
Gpr18	0.07802852884820098
Gpr34	0.09955031787874087
Gpr35	0.10181579317787266
Gpr37	0.11742339521359875
Gpr62	0.14041698065812608
Gprc5b	0.10109104953171767
Gpsm3	0.4924883439820412
Gpt	0.04397905759162304
Gpt2	0.07370054305663305
Gramd3	0.22510294341924664
Grhl1	0.09394572025052192
Grin2c	0.019632118853908736
Grm3	0.039910061832490164
Grn	0.24910215482841186
Grtp1	0.051119586614173235
Gsg1	0.3511011011011011
Gsn	0.055352627142455736
Guca1a	0.019316022799240024
H2-Aa	0.4091103507271172
H2-Ab1	0.24991691591890994
H2-Oa	0.2033004041311181
H2-Ob	0.2940149230036514
Haao	0.11616613418530353
Hapln2	0.07197168327215521
Has2	0.15005765112831496
Havcr2	0.4638470128419877
Hck	0.0734958111195735
Hcls1	0.14328308762630446
Hcst	0.4976640711902113
Hebp1	0.10853722019781364
Hepacam	0.0625113574413956
Hes5	0.04236227045075125
Hexa	0.22180870859694826
Hexb	0.3444279346210996
Hey2	0.05255402750491159
Hgf	0.06812985825331504
Hhatl	0.0641558069597594
Hist1h1e	0.08799684720189167
Hist1h2bk	0.0029319965951007283
Hk2	0.035048646114171834
Hk3	0.16350098769184016
Hp	0.15875805506736965
Hpgd	0.07973321206609066
Hpgds	0.16874273376515528
Hps4	0.2912966252220249
Hr	0.2663958212420197
Hrh1	0.16990587947683658
Hs1bp3	0.2337329920517311
Hs3st3b1	0.05176868929876147
Hsd11b1	0.15825290769611486
Hspb3	0.103778677462888
Htra1	0.053820598006644516
Hvcn1	0.12362301101591187
I830077J02Rik	0.5156212448930545
Icosl	0.2363783129288309
Id2	0.03050684602450156
Ier5	0.1648749849015582
Ifnb1	0.4990617283950618
Igfbp2	0.16652345763876955
Igsf1	0.1856743713487427
Igsf11	0.08836617927527017
Igsf6	0.4706065803835959
Ikbke	0.10441192650456596
Ikzf1	0.07621186104873863
Il10ra	0.4557216430096722
Il12b	0.3057726587138352
Il16	0.17847805146552911
Il17ra	0.1691644426195853
Il18	0.4236618004866181
Il1a	0.5141132611397125
Il1rap	0.10895211658570436
Il21r	0.2866081340195781
Il23a	0.5467549668874172
Il27	0.3374321303098052
Il33	0.4185819601040763
Il4i1	0.13234384662956092
Il6ra	0.3674050923798143
Il7r	0.3751909987498264
Ildr1	0.2520252025202521
Inpp5d	0.07259325441143623
Inppl1	0.04339167802117179
Insc	0.03460342146189736
Ip6k3	0.17061385599564444
Irak2	0.22134654357126773
Irf4	0.053253716792590784
Irf5	0.0915673555589078
Itga7	0.10571853454103017
Itga9	0.08344509015049917
Itgae	0.2777857863629811
Itgal	0.2525057825751735
Itgav	0.07150837988826815
Itgb3	0.09630146545708304
Itgb4	0.062182998579833636
Itgb5	0.0971706201771935
Itgb7	0.1290718277225024
Itgb8	0.14255243512264484
Itih3	0.13462061463149305
Itpr2	0.028324154209284032
Itpripl1	0.10786478681841344
Kbtbd8	0.04816404387219838
Kcna1	0.018984547461368656
Kcna2	0.008428544671286757
Kcna7	0.03153153153153153
Kcnd1	0.029693924166285975
Kcne1l	0.1138904159794759
Kcng4	0.03868479805155267
Kcnh5	0.02096390749945969
Kcnip3	0.0933737012316796
Kcnj10	0.009351620947630923
Kcnk13	0.06484776591538156
Kcnk6	0.14119359534206696
Kcnn3	0.05360645020701679
Kctd21	0.003369485100558071
Kif19a	0.07203546361285558
Kirrel2	0.1640378548895899
Klf15	0.09353915354733183
Klrd1	0.4425553838227718
Kndc1	0.1423341303048416
Lad1	0.2771572764126748
Lag3	0.4836115021114015
Lair1	0.6070629438661348
Lap3	0.0830258302583026
Lat2	0.22598977078992236
Lbx1	0.010069977811913296
Lbx2	0.1553387415040561
Lcat	0.13835983000157406
Ldb3	0.08075697957654114
Lfng	0.05219508483603438
Lgals3	0.18177710843373493
Lgi3	0.016414970453053186
Lgi4	0.062038135206641726
Lgr6	0.12541216600341104
Lhfpl3	0.04759329367225528
Lif	0.13071895424836602
Limd2	0.025979012029690298
Liph	0.2055564477276377
Lonrf3	0.15597691673536684
Loxl1	0.05016618196925634
Loxl3	0.07238651994497937
Lpar1	0.01823302697895049
Lpar3	0.0806015037593985
Lpcat2	0.09757729888903764
Lpxn	0.2225765306122449
Lrig1	0.12885887541345092
Lrmp	0.2375829709315633
Lrp4	0.03192028373585543
Lrrc25	0.19598013275774034
Lrrc38	0.02781039037276196
Lrrn1	0.037898233428959684
Lrtm2	0.04380825565912118
Lsp1	0.16222797138943842
Lss	0.11105249274597732
Ltbp1	0.09603340292275574
Ltc4s	0.07741999602464719
Ltf	0.31665657177468204
Lum	0.09540588155576638
Luzp2	0.27531511117405466
Ly86	0.25163905710424905
Ly9	0.5989441689329708
Lyl1	0.15688054882970134
Lyve1	0.3821825583215907
Macrod1	0.0971968312004875
Mag	0.031545209176788123
Mal	0.224090541632983
Mamdc2	0.1202265372168285
Man2b1	0.15183285563433402
Man2b2	0.1736081597960051
Map3k14	0.13990282795564968
Map6d1	0.16111336854937014
Mapkapk2	0.06228423475258917
Mapkapk3	0.04955609362389024
Masp1	0.20618021293170605
Matn1	0.060172299536116636
Matn4	0.07774769897130482
Mavs	0.6623061362103843
Med12l	0.05644051130776795
Megf11	0.060424710424710426
Mertk	0.16532258064516128
Metrnl	0.08751887597662662
Mfsd7a	0.1888938249666815
Mlc1	0.09339525283797727
Mlxipl	0.17600773053561564
Mmp9	0.1639833670967054
Mog	0.13062098501070665
Mras	0.13262644113439367
Mrc1	0.12265714650006375
Mro	0.2704856787048568
Ms4a7	0.5917263047652295
Msh5	0.12030970815961882
Msr1	0.3132858068697343
Msx2	0.07144132880871584
Mvd	0.06595384289646411
Mybpc3	0.08473231989424984
Myh14	0.026952695269526955
Myh6	0.028481368906900825
Mylk2	0.1829884504331088
Myo18b	0.15110674759014636
Myo1f	0.02507345739471107
Myo1g	0.04880352644836272
Myo7a	0.01967741935483871
Myom1	0.12472122147881284
Myom3	0.10594190671326986
Naaa	0.1751987724926768
Nab2	0.05268369974252327
Nacc2	0.030560954359627367
Naglu	0.13165301944728766
Ncan	0.2326410099776013
Ncf1	0.08543087414755114
Ncf2	0.13331450360118627
Ncf4	0.06832237165014234
Nckap1l	0.0721947194719472
Ndp	0.033098077391092724
Ndrg2	0.0520446096654275
Neu4	0.13216313887454825
Neurl1a	0.03951367781155015
Neurl3	0.20209468846852624
Nfam1	0.4231133293176147
Nfasc	0.03802842901975263
Nfatc1	0.09198712519058104
Nfkbib	0.1525102972280975
Nfkbid	0.1293020263750402
Nfkbie	0.12313780260707635
Ngef	0.0802320490367776
Ngp	0.3369813041495668
Ninj1	0.029110483955262882
Nipal4	0.14734398470572171
Nkain4	0.16756869275603664
Nkx2-2	0.024937238493723847
Nlgn1	0.029224229543039326
Nlrp3	0.13231019648878034
Nod2	0.15427409864127528
Notch2	0.06754796066419473
Npc1	0.0993736449048422
Nphp3	0.09282196687061632
Npl	0.14168618266978922
Nr2e1	0.012246938265433641
Nt5e	0.16832686138781022
Ntpcr	0.14603077550188528
Ntrk3	0.02121157648750674
Ntsr2	0.1041776837652036
Nuak2	0.06856643738399387
Nupr1	0.2435659326081189
Nwd1	0.14390904168922578
Olfml1	0.1432917234868352
Olfml2b	0.145041567695962
Olfml3	0.058489182251558476
Olig1	0.05094961901512567
Olig2	0.01680310211115898
Omg	0.19467607440667087
Opalin	0.16966929911154988
Osm	0.31874772479068075
Otud1	0.1212628290941544
Otx1	0.015923960004937662
P2rx1	0.0936849410131853
P2rx4	0.08926227356261486
P2rx7	0.17273366127898804
P2ry12	0.08576366385828472
P2ry13	0.1996858873681849
P2ry2	0.058929105593778036
P2ry6	0.06239904786193999
P4ha3	0.10206168001363096
Pacsin3	0.05520747133230879
Padi2	0.032015647519044683
Palld	0.10943528586460888
Pamr1	0.07099799062290689
Paqr6	0.07728820555154267
Parvg	0.2101896010236129
Pbxip1	0.23797437756828616
Pcdh9	0.19504950495049506
Pcsk6	0.07255430924322022
Pcyt2	0.03786767274505694
Pdcd1	0.3291165278206315
Pde3b	0.2859939103958243
Pde9a	0.041377049180327884
Pdgfc	0.0935131663455363
Pdgfra	0.06871020287279726
Pdgfrl	0.07155487445479193
Pdlim2	0.1261818503136874
Pdlim4	0.0631917890923727
Pdpn	0.554016620498615
Pfkfb3	0.07784315616861194
Phgdh	0.09689127347325233
Phkg1	0.025399495374264086
Phldb3	0.13563829787234044
Phyhd1	0.18214369570321676
Phyhipl	0.08292430896409196
Pigz	0.2524016114037806
Pik3ap1	0.125424730388536
Pik3cd	0.017961733697774308
Pik3r5	0.08359199400620786
Pip4k2a	0.09663720876850684
Pipox	0.29574537897845343
Pla2g3	0.29830554796392456
Pla2g7	0.3530832622904234
Plac8	0.11384900416859654
Plau	0.36219802653963934
Plcb2	0.0928845899032728
Plcd4	0.3005700200277307
Plce1	0.15346983149121218
Pld1	0.06457951270631386
Pld2	0.0960558595961502
Pld4	0.16087613293051362
Plek	0.08904109589041098
Plekha2	0.1002954209748892
Plekhb1	0.06622104772267992
Plekhf1	0.04392582115354392
Plekhg3	0.15431055300652016
Plekho1	0.08375590138136038
Plekho2	0.227658371040724
Pllp	0.09458356015242243
Plp1	0.2505295007564297
Pls1	0.03718173245318605
Plscr4	0.2072136801264549
Plxdc2	0.10108560242035952
Plxnb1	0.136001386001386
Plxnb3	0.0843475799603736
Pmel	0.32028226724334163
Pmp22	0.09976017166659654
Pnlip	0.20943861813695253
Pnpla7	0.09021842355175687
Pou3f1	0.004004449388209121
Ppara	0.05781822217289979
Ppcdc	0.10603807257584773
Ppfibp2	0.08118287069326266
Ppp1r14a	0.05689900426742533
Ppp1r3b	0.062098991750687435
Ppp1r3c	0.11013150029886433
Ppp1r3g	0.11629690215724366
Prelp	0.05436790709949855
Prex1	0.04511910322279309
Prg2	0.6049555867227676
Prkcq	0.03984293798360088
Psat1	0.10539593552908198
Pstpip1	0.061460863067438816
Ptch1	0.05089383436701934
Ptger4	0.08217220435869954
Ptgs1	0.08399366085578447
Ptk2b	0.03390821397252265
Ptn	0.07474472430224642
Ptpn13	0.15631149845375314
Ptpn18	0.2229299363057325
Ptpn6	0.03112510597069153
Ptprc	0.2975689574567555
Ptprj	0.3363562753036437
Ptpro	0.06782313812442937
Ptprz1	0.24354243542435425
Ptx3	0.17680809300921033
Pvalb	0.14376172607879925
Pygl	0.050124921923797625
Pygm	0.02661683089817646
Qprt	0.0785209804736186
Rab20	0.07579933847850055
Rab31	0.05643044619422573
Rab33a	0.016353933551385782
Rab37	0.07631763059701492
Rab3il1	0.1405582922824302
Rac2	0.016779721528025704
Ranbp3l	0.33463905987688863
Rasa4	0.06203610372949692
Rasal3	0.14681440443213295
Rasgef1b	0.032452431289640586
Rassf10	0.055492933321772304
Rassf5	0.14376393892605938
Raver2	0.1811139308134099
Rbm47	0.021255722694571617
Rbpjl	0.06610088453263209
Rcan1	0.035308810172570385
Rcsd1	0.2497804663869646
Rdh5	0.18273757628596335
Renbp	0.10737121486307157
Rgl3	0.13697640828117474
Rgs1	0.13846599971001886
Rgs10	0.07213490163422505
Rgs14	0.1294251380318285
Rgs20	0.20579729196792426
Rhcg	0.15545116888791785
Rhou	0.0678692445684672
Rilpl2	0.10628571428571428
Rin2	0.049270072992700725
Rlbp1	0.10680257035231554
Rnase10	0.4109922178988327
Rnase4	0.2399276859504132
Rnf180	0.3231315522489009
Rnf43	0.19641925951677386
Rorb	0.06743940990516334
Rps6ka1	0.013177901672579827
Rrad	0.04373320302956266
Rtkn	0.13999250374812594
Rtkn2	0.20392781316348196
Rtn4rl1	0.06870164816683484
Runx1	0.044516459150605495
S100a1	0.028268129770992363
S100a6	0.10302932123764784
S100a8	0.4791071892032183
S100b	0.007682809713266565
S1pr5	0.06848237901208093
Sall1	0.10769780317913914
Sall3	0.08427762039660057
Sap30	0.05360281195079086
Sash3	0.12707048724458953
Scamp2	0.1421210820094461
Scara3	0.07277907277907278
Scel	0.3452894776008334
Scrg1	0.1841487279843444
Sdc4	0.13551001324709733
Sec14l2	0.1066278775613458
Sec14l5	0.059732234809474774
Sema3d	0.07593818984547462
Sema4a	0.14599919039265954
Sema4b	0.08806050783360346
Sema4d	0.08241805023414217
Sema5b	0.05343391482005344
Serpind1	0.1045060130917948
Serpinf1	0.10153482880755607
Sfrp5	0.03194398862268898
Sfxn5	0.12022745735174654
Sgk2	0.06507387613957875
Sgpl1	0.17478962131837306
Sh2b2	0.05225883405397346
Sh3bp2	0.13513167987726926
Sh3gl3	0.252
Shisa4	0.06930117681243643
Siglec1	0.258211217786761
Sirt2	0.09851045187132307
Skap2	0.1268742791234141
Sla	0.17656187823318742
Slamf1	0.4008700237279198
Slamf8	0.2345138793928621
Slamf9	0.4024713150926744
Slc11a1	0.08621242913680609
Slc13a1	0.23489216314328426
Slc13a3	0.16505446623093686
Slc13a5	0.2111831640768384
Slc14a1	0.2057548285376429
Slc14a2	0.13122437024018746
Slc15a2	0.25971093044263777
Slc15a3	0.1616591928251121
Slc15a4	0.0858803271631511
Slc16a10	0.16932116901190658
Slc16a3	0.033475270226007214
Slc17a9	0.12965787753323166
Slc1a2	0.1099928960454653
Slc1a3	0.031522656909653814
Slc25a34	0.13132148270635247
Slc25a37	0.0711985082217325
Slc25a45	0.1176689398636082
Slc2a10	0.19378531073446328
Slc2a5	0.08510786360473209
Slc30a10	0.1285714285714286
Slc35b2	0.07039367774037758
Slc36a2	0.18348134991119008
Slc37a2	0.10674564796905224
Slc39a12	0.2988209285187915
Slc44a1	0.08583073603452407
Slc45a3	0.09558706388402102
Slc46a1	0.13315818584070796
Slc4a4	0.05444563062376087
Slc5a10	0.08245194163514245
Slc6a11	0.02404856409059071
Slc6a9	0.025430912687199776
Slc7a10	0.03716608594657375
Slc7a11	0.12893982808022925
Slc7a2	0.06690622861054073
Slc7a7	0.1515291936978684
Slc9a3r1	0.05245564412445358
Slc9a9	0.0821616127392851
Slco4a1	0.13789134438305709
Slitrk2	0.02508889766890557
Slpi	0.2808277027027027
Sned1	0.09706682794073178
Snx20	0.05392331915722495
Snx22	0.1799873136695211
Snx33	0.040866873065015484
Snx8	0.0605632632715793
Soat1	0.14675675675675676
Socs3	0.020062469966362326
Sorcs2	0.08115083158095966
Sorl1	0.06618142606820326
Sox10	0.01055649680698553
Sox21	0.0026031982149497955
Sox3	0.07169344870210136
Sox8	0.030681697330639163
Sox9	0.022054054054054053
Sp7	0.06136606189967982
Spag5	0.5156611309648939
Spata3	0.4489325570111596
Specc1	0.07151142558867883
Sphk1	0.124
Spns3	0.3098473007093904
Spon1	0.024502055011065442
Spp1	0.3050962627406568
Srebf1	0.11034686056794732
Srpk3	0.02363196125907991
Srpx	0.0683568075117371
Srxn1	0.07658565500889153
Sspn	0.13244942591580094
St6galnac5	0.09170589190066547
Stambpl1	0.06982990152193375
Steap1	0.1864406779661017
Stk10	0.07153383970071421
Ston2	0.09714372995265008
Sulf1	0.057928164695576004
Sulf2	0.0448892674616695
Sult1a1	0.18768679019725049
Susd3	0.1945305378304467
Susd5	0.28347539180643383
Svep1	0.15654694797874052
Syngr2	0.10799047384413238
Sypl2	0.08876221498371335
Sytl2	0.25841768229704604
Tbc1d10a	0.0665798234187292
Tbxas1	0.21131042870173306
Tcirg1	0.06777870027926637
Tesk2	0.14770114942528734
Tgfbi	0.08549598208404689
Tgfbr1	0.07033780657103192
Tgm1	0.07421820708825573
Tgm2	0.0690588508236022
Tha1	0.10982595285305133
Thbs1	0.03500897666068223
Thbs4	0.0668405160581938
Ticam1	0.1714724088672557
Ticam2	0.2684491978609625
Tifab	0.1581075329834019
Timd4	0.4955818294959552
Timp4	0.11313551969460348
Tlcd1	0.1120541042302082
Tlr1	0.23364849112809224
Tlr2	0.2490290153072881
Tlr5	0.2242354419773775
Tlr6	0.26092578226014995
Tlr7	0.222521915037087
Tlr9	0.1663582351222363
Tmeff2	0.07680722891566265
Tmem100	0.12812769628990509
Tmem106a	0.2986746823336521
Tmem119	0.2689033964135196
Tmem125	0.107981220657277
Tmem141	0.1834026223217141
Tmem144	0.15876501743960728
Tmem173	0.28777809881537125
Tmem176a	0.3803951496650556
Tmem229a	0.1251364132411786
Tmem40	0.19064058304564635
Tmem52	0.1939063564684123
Tmem63a	0.07984408399346159
Tmem82	0.13449380791547588
Tmem88b	0.19237596145718874
Tmprss7	0.10784856879039703
Tnc	0.1158845259269394
Tnf	0.13014071367488145
Tnfaip2	0.17458645032135706
Tnfaip6	0.06121909295253208
Tnfaip8l2	0.05742446968073709
Tnfrsf11a	0.2927693761814745
Tnfrsf13b	0.17808021544676347
Tnfrsf17	0.4004722878177525
Tnfrsf1b	0.2606980007015082
Tnni1	0.010950230940889512
Tnni2	0.0015833133139380306
Tnr	0.061852528945764776
Tns3	0.12668634064080944
Tor3a	0.2016555972663394
Tppp	0.012927181461871691
