Gene name	rnorvegicus_dNdS
Abtb1	0.03988183161004431
Abtb2	0.022430881585811163
Acaa2	0.06463036741921205
Acaca	0.08190091001011121
Acad11	0.1835121400338792
Acad8	0.382654556108995
Acad9	0.1088580576307364
Acadl	0.08298755186721993
Acadm	0.06516516516516517
Acads	0.03038829487900957
Acadsb	1.0
Acadvl	0.11004784688995216
Acap2	0.02157164869029276
Acap3	0.025789813023855582
Acat1	0.12837162837162838
Acbd3	0.06071805702217529
Acbd6	0.13313953488372093
Accs	0.15768799102132436
Acd	0.489351403678606
Acer3	0.25269461077844313
Ache	0.16377171215880895
Acin1	0.20209668025626093
Acly	0.009316770186335404
Aco1	0.060039761431411535
Aco2	0.022771633051398833
Acot11	0.11102074013826757
Acot13	0.0552531301034295
Acot8	0.11522633744855965
Acox1	0.1419753086419753
Acox3	0.26453726453726456
Acp2	0.14417744916820702
Acp6	0.4323843416370107
Acr	0.3631402183039463
Acrbp	0.17762863534675616
Acsbg1	0.1479369339147937
Acsf3	0.17620041753653445
Acsl1	0.12746062992125984
Acsl3	0.0428226779252111
Acsl4	0.021927820922795795
Acsl5	0.15599051008303674
Acsl6	0.08607292289300658
Acss1	0.13213399503722084
Acss2	0.02540415704387991
Actl6a	0.006547619047619048
Actn1	0.012028204064703441
Actn4	0.012573673870333991
Actr10	0.04042988741044013
Actr2	0.008746355685131196
Actr3	0.20185185185185184
Actr3b	0.11861934856587265
Actr5	0.04342105263157895
Actr6	0.005882352941176471
Actr8	0.02227722772277228
Acvr1	0.0592315901814301
Acvr1b	0.011221945137157107
Acvr2b	0.009032943676939423
Acy1	0.13738317757009347
Acyp1	0.13257575757575754
Acyp2	0.3382218148487626
Ada	0.0809414466130884
Adal	0.3587140439932318
Adam10	0.07460890493381467
Adam11	0.04827175208581645
Adam15	0.2542472173403632
Adam17	0.03860391327340032
Adam22	0.11511957843534658
Adam23	0.10813226094727436
Adam8	0.4099299809038829
Adam9	0.11390602752728997
Adamts1	0.08772669759595107
Adamts10	0.053366174055829226
Adamts15	0.03552923760177646
Adamts17	0.08011310084825637
Adamts3	0.1213005418924552
Adamts4	0.14607843137254906
Adamts6	0.02628120893561104
Adamts7	0.3828828828828829
Adamtsl2	0.0773892773892774
Adap1	0.14475374732334045
Adar	0.16372489348752284
Adarb1	0.02002503128911139
Adarb2	0.11826182618261825
Adat2	0.20792647903503733
Adck1	0.11395646606914213
Adck5	0.17621145374449335
Adcy1	0.058892128279883375
Adcy2	0.023379383634431452
Adcy3	0.017267648552564754
Adcy5	0.03266666666666667
Adcy6	0.042424242424242434
Adcy7	0.12021407986825855
Adcy8	0.025301897642323174
Adcy9	0.07439198855507867
Adcyap1	0.12323943661971827
Adcyap1r1	0.06986666666666667
Add1	0.058445728965960175
Add2	0.04719600222098834
Add3	0.054475853945818616
Adi1	0.09232218558643428
Adipor1	0.03521939953810624
Adipor2	0.08407079646017701
Adk	0.1933867735470942
Adm	0.4189125295508274
Adnp	0.05136186770428016
Adnp2	0.1289622231871472
Adora1	0.04183884297520661
Adora2a	0.05463182897862233
Adora2b	0.09276018099547513
Adpgk	0.2223214285714286
Adprh	0.13831708197905382
Adprhl2	0.08778467908902693
Adra1a	0.0729881472239551
Adra1b	0.1024498886414254
Adra2a	0.04982817869415807
Adra2c	0.0925925925925926
Adrb1	0.0199443413729128
Adsl	0.07921291624621593
Adss	0.02313810556760665
Aebp2	0.09149536477226926
Aen	0.2304543593941875
Afap1	0.031068765534382762
Afap1l2	0.14149305555555555
Aff2	0.206531332744925
Aff3	0.1131782945736434
Aff4	0.08228643216080403
Afg3l1	0.14593301435406697
Afg3l2	0.0638655462184874
Aftph	0.3315634218289085
Aga	0.2618821292775665
Agap1	0.14447978191731034
Agap2	0.033402922755741124
Agap3	0.21033868092691624
Agbl4	0.0998248686514886
Agbl5	0.12405609492988133
Agfg1	0.07723577235772358
Agfg2	0.21823204419889505
Aggf1	0.1854821235102925
Agk	0.11534090909090908
Agl	0.05444126074498568
Agpat1	0.04438405797101449
Agpat3	0.0529222273354809
Agpat4	0.0072751322751322765
Agpat5	0.10696517412935323
Agps	0.17908407382091593
Agrn	0.22194668319900804
Agt	0.262338648443432
Agtpbp1	0.08710078805474906
Ahctf1	0.2686300758589915
Ahcyl2	0.01683748169838946
Ahdc1	0.054577464788732384
Ahi1	0.14359733530717989
Ahsa1	0.02885624344176285
Ahsa2	0.2059352517985612
AI593442	0.2335216572504708
AI597479	0.22454915648632928
AI837181	0.053224155578300916
Aif1	0.24058416602613375
Aifm1	0.07553648068669527
Aifm2	0.1766396655343611
Aifm3	0.033192090395480225
Aig1	0.18602029312288612
Aimp1	0.15172855313700384
Aimp2	0.05199374511336981
Aip	0.06466337010270065
Ajap1	0.09574468085106384
Ak1	0.28088203810747164
Ak2	0.07178217821782178
Ak3	0.06641366223908919
Ak4	0.08573298429319373
Ak5	0.08870056497175141
Akap1	0.3981481481481482
Akap11	0.26144407739499764
Akap12	0.4338959212376934
Akap13	0.4054813773717498
Akap17b	0.3769984528107272
Akap5	0.4806605823554976
Akap6	0.20420560747663552
Akap7	0.13035113035113036
Akap8	0.17421602787456447
Akap8l	0.08878923766816144
Akap9	0.2613590671491757
Akirin1	0.11806167400881055
Akirin2	0.04734299516908213
Akna	0.6132075471698113
Akr1e1	0.21828521434820647
Akr7a5	0.16094346167186954
Akt1	0.01118279569892473
Akt1s1	0.10394889663182348
Akt2	0.018668012108980832
Akt3	0.0620831195484864
Aktip	0.02513826043237808
Alad	0.11885895404120445
Alas1	0.13189897100093545
Alas2	0.2943396226415094
Alcam	0.05488418932527694
Aldh16a1	0.22689075630252103
Aldh1b1	0.06252271901126863
Aldh1l1	0.21765455704270234
Aldh1l2	0.25
Aldh2	0.01958266452648475
Aldh3a2	0.09755322529393072
Aldh5a1	0.1093969144460028
Aldh6a1	0.0528117359413203
Aldh7a1	0.1419782300047326
Aldh9a1	0.12004325883201156
Aldoart2	0.17496886674968867
Aldoc	0.056511056511056514
Alg1	0.2305334150827713
Alg10b	0.1380835380835381
Alg11	0.08473895582329317
Alg12	0.19070167886353853
Alg14	0.2913385826771654
Alg2	0.05526590198123045
Alg3	0.17872807017543854
Alg5	0.12014134275618375
Alg6	0.21587568248635028
Alg8	0.1789802289281998
Alg9	0.16808577735730054
Alk	0.07377049180327869
Alkbh1	0.2649970879440885
Alkbh2	0.14820794317081049
Alkbh3	0.21627408993576014
Alkbh4	0.16793587174348698
Alkbh5	0.009691629955947138
Alkbh7	0.1267235718975706
Alkbh8	0.2308665401644529
Alms1	0.6807187284035937
Aloxe3	0.0851975249881009
Alpl	0.034558592522777265
Als2	0.1109701965757768
Ambra1	0.06719817767653759
Amdhd2	0.09335443037974682
Amfr	0.1019786910197869
Amigo1	0.15674984005118364
Amigo2	0.09336982968369832
Ammecr1	0.03626943005181347
Ammecr1l	0.10158311345646437
Amn	0.23359840954274355
Amn1	0.30841121495327106
Amot	0.2156973461321287
Amotl1	0.2703204830469113
Amotl2	0.08094302554027505
Ampd2	0.0126522961574508
Ampd3	0.0447405997144217
Amt	0.3456147376852223
Amy1	0.16036866359447002
Amz1	0.12525184687709873
Amz2	0.10393939393939393
Anapc1	0.05528554070473876
Anapc13	0.023734177215189868
Anapc16	0.06269349845201237
Anapc2	0.052898142937535184
Anapc4	0.07409638554216867
Anapc5	0.03321410321921308
Anapc7	0.017512077294685992
Angel1	0.13521330441070134
Angel2	0.12251655629139073
Angpt1	0.036208031599736665
Angptl2	0.0120817843866171
Angptl4	0.09044715447154472
Angptl6	0.1061158363710004
Ank	0.010590858416945374
Ank1	0.04985213350232361
Ank3	0.03953871499176277
Ankhd1	0.10006997900629812
Ankib1	0.06379746835443037
Ankle2	0.3944591029023746
Ankmy2	0.15376065209336795
Ankrd10	0.2161961367013373
Ankrd11	0.13230769230769232
Ankrd13a	0.04543747653022906
Ankrd13b	0.08754208754208756
Ankrd13c	0.07070707070707072
Ankrd13d	0.05311920938851143
Ankrd16	0.21504897595725736
Ankrd17	0.09882139619220308
Ankrd24	0.5041322314049587
Ankrd26	0.2935990801073208
Ankrd27	0.17002881844380405
Ankrd28	0.013307047806801382
Ankrd29	0.07209302325581396
Ankrd34a	0.04886769964243147
Ankrd34b	0.1070625281151597
Ankrd35	0.2713270142180095
Ankrd37	0.3294765840220385
Ankrd39	0.16452074391988555
Ankrd40	0.10088272383354352
Ankrd42	0.2225994180407372
Ankrd44	0.038117927337701016
Ankrd45	0.27677390921110623
Ankrd46	0.02270327349524815
Ankrd49	0.22549691569568195
Ankrd52	0.009232954545454544
Ankrd54	0.05662188099808061
Ankrd55	0.1128307538691962
Ankrd6	0.09204180064308684
Ankrd9	0.09055397727272728
Anks1	0.10076628352490423
Anks1b	0.1820365033621518
Anks3	0.2667994026879044
Anks6	0.12238095238095238
Ankzf1	0.3399818676337262
Ano10	0.08392434988179669
Ano4	0.02487198244330651
Ano6	0.07556859867938373
Anp32b	0.062079281974569925
Anp32e	0.03887618425351193
Antxr1	0.017781541066892458
Anxa2	0.04155027932960894
Anxa4	0.11082693947144076
Anxa5	0.09880095923261392
Anxa6	0.04671280276816609
Anxa7	0.07624262847514744
Aox4	0.23615285530270505
Ap1ar	0.07271274470635238
Ap1b1	0.03229278794402583
Ap1g2	0.1541135573580533
Ap1m1	0.0035186488388458826
Ap1s2	0.1626442812172088
Ap2a1	0.012358946802794195
Ap2a2	0.006476683937823835
Ap2b1	0.0046210720887245845
Ap3b1	0.13607878245299912
Ap3b2	0.04327902240325866
Ap3d1	0.05339805825242719
Ap3m1	0.013406459475929312
Ap3m2	0.06664127951256665
Ap3s1	0.19706959706959706
Ap3s2	0.07047563805104408
Ap4e1	0.2581438229870928
Ap4m1	0.08595253367543297
Ap4s1	0.03853418964865887
Apaf1	0.08519793459552498
Apba1	0.06236080178173719
Apba2	0.03364389233954451
Apba3	0.14642375168690958
Apbb1	0.10070052539404553
Apbb3	0.2387332521315469
Apc	0.11510031678986272
Apc2	0.08982772764561116
Apcdd1	0.043401240035429584
Apeh	0.11752136752136752
Apex1	0.0400219298245614
Apex2	0.348747591522158
Aph1a	0.05846153846153846
Api5	0.010919540229885059
Apip	0.04986642920747997
Aplf	0.5238326848249028
Apln	0.14155770324047753
Aplp1	0.11746231155778895
Aplp2	0.05208781747739991
Apod	0.306368330464716
Apoe	0.1853146853146853
Apold1	0.041043344840813185
Apoo	0.532399299474606
App	0.011096884336320957
Appbp2	0.01850813236118901
Appl1	0.02896081771720613
Appl2	0.1028081865778201
Aprt	0.14651858180264846
Aptx	0.34475906607054146
Aqp11	0.1627906976744186
Aqp4	0.10349801658853228
Aqr	0.036673773987206816
Araf	0.04015544041450777
Arap1	0.0748486516235553
Arap2	0.16772554002541298
Arc	0.04213694507148232
Arcn1	0.005810200129115557
Arfgap1	0.13693901035673187
Arfgap2	0.11840888066604995
Arfgap3	0.14915797914995987
Arfgef1	0.06815286624203823
Arfgef2	0.045367717287488056
Arg2	0.15467422096317282
Arhgap1	0.08576642335766424
Arhgap12	0.06615776081424936
Arhgap17	0.10219478737997256
Arhgap18	0.21490750816104465
Arhgap20	0.20094868477792152
Arhgap21	0.12880833011955264
Arhgap23	0.07128842380640943
Arhgap24	0.09017461558509253
Arhgap32	0.14657079646017698
Arhgap33	0.20151679306608886
Arhgap39	0.04924924924924925
Arhgap42	0.050838290968090866
Arhgap44	0.07600341588385995
Arhgap5	0.0444015444015444
Arhgap8	0.10054512416717143
Arhgdib	0.07199140401146131
Arhgef1	0.13897837091578466
Arhgef10	0.08670295489891136
Arhgef10l	0.1831027377097439
Arhgef11	0.19098143236074272
Arhgef12	0.2413793103448276
Arhgef15	0.11651816312542837
Arhgef17	0.10778781038374716
Arhgef18	0.17220008853474988
Arhgef2	0.03986220472440945
Arhgef25	0.16335403726708075
Arhgef26	0.1017274472168906
Arhgef3	0.11736716891356068
Arhgef40	0.14905314599877825
Arhgef7	0.07854984894259819
Arid1a	0.07798537774167343
Arid1b	0.06607495069033531
Arid2	0.120288013553579
Arid3a	0.16503667481662593
Arid3b	0.27019748653500897
Arid4a	0.12932482364796774
Arid5a	0.41465100207325506
Arih2	0.03582317073170732
Arl10	0.14813634915578208
Arl13b	0.1827505827505828
Arl15	0.036310107948969585
Arl16	0.07247665629168519
Arl2bp	0.1377840909090909
Arl3	0.030919446704637917
Arl5a	0.015231400117164616
Arl5b	0.01943198804185351
Arl6	0.1714821763602251
Arl6ip1	0.02060085836909871
Arl6ip4	0.1676384839650146
Arl6ip5	0.035754189944134075
Arl6ip6	0.2498422712933754
Armc1	0.032730825598436736
Armc10	0.1785
Armc5	0.19550982226379796
Armc6	0.08638211382113821
Armc7	0.0899182561307902
Armc8	0.021657953696788648
Armc9	0.18566001899335235
Armcx2	0.3516642547033285
Armcx3	0.19363514119229047
Armcx5	0.2545235223160434
Armcx6	0.64756446991404
Arnt	0.1347941567065073
Arnt2	0.015653220951234198
Arntl	0.023168440826549785
Arpc1a	0.007450771687067589
Arpc1b	0.03710575139146568
Arpc2	0.025260029717682018
Arpc3	0.029715436917652983
Arpc5	0.011013215859030838
Arpc5l	0.05646630236794172
Arpp21	0.13050993949870354
Arrb1	0.011428571428571429
Arrb2	0.011213047910295615
Arrdc1	0.1812443642921551
Arrdc3	0.05622236260265319
Arrdc4	0.03968253968253968
Arsa	0.13998818665091553
Arsb	0.2490322580645161
Arsg	0.2034938621340888
Arv1	0.10080524903071876
Arvcf	0.13119143239625167
Arx	0.11826650465775618
As3mt	0.2839689004072566
Asah1	0.19600997506234413
Asap1	0.0394311570782159
Asap2	0.10784810126582277
Asb1	0.02610722610722611
Asb13	0.06663665015758667
Asb3	0.2312312312312312
Asb6	0.04910044977511245
Asb7	0.031067961165048542
Asb8	0.013279678068410464
Ascc1	0.07075327843854833
Ascc2	0.1803435114503817
Ascc3	0.0751665080875357
Ascl1	0.05817174515235456
Asf1a	0.03051001821493625
Ash1l	0.0972836386607707
Ash2l	0.042622950819672135
Asl	0.1554467564259486
Asns	0.06123348017621145
Asphd1	0.17677902621722846
Asphd2	0.02106149957877
Aspscr1	0.2453392990305742
Asrgl1	0.27645659928656363
Aste1	0.3316326530612245
Astn2	0.036204744069912614
Asxl1	0.4367816091954023
Asxl2	0.3249370277078086
Asxl3	0.2223587223587224
Atad2b	0.18581907090464547
Atad3a	0.037894736842105266
Atad5	0.3645124716553288
Atat1	0.12887828162291168
Atcay	0.03796586555207245
Ate1	0.2667645619187469
Atf1	0.12711069418386492
Atf2	0.07593307593307592
Atf3	0.02931596091205212
Atf4	0.1745019920318725
Atf5	0.04313099041533546
Atf6	0.10866443274293923
Atf6b	0.12368275097060455
Atf7ip	0.2958349552355002
Atg10	0.2123465972480476
Atg12	0.3045226130653267
Atg13	0.08869456589631483
Atg14	0.04606661941885188
Atg16l1	0.08049113233287858
Atg16l2	0.1469248291571754
Atg2a	0.1145710928319624
Atg2b	0.07579462102689485
Atg3	0.04622871046228711
Atg4b	0.0723127035830619
Atg4c	0.11648351648351647
Atg4d	0.08686551543694401
Atg5	0.06900328587075576
Atg7	0.06943335993615322
Atg9a	0.014705882352941175
Atg9b	0.11275626423690205
Atic	0.057260650480989474
Atl1	0.028234302570585755
Atl2	0.030350601779173206
Atl3	0.14935400516795866
Atm	0.1498357963875205
Atox1	0.062152437029767735
Atp11a	0.0871331828442438
Atp11b	0.1892857142857143
Atp11c	0.16267547481420316
Atp13a1	0.04299175500588928
Atp13a2	0.16365240405822673
Atp13a4	0.12437562437562436
Atp1a1	0.00800711743772242
Atp1b1	0.06765327695560254
Atp1b2	0.04979628791308285
Atp1b3	0.49920085242408097
Atp2a2	0.01117589893100097
Atp2b1	0.03351762266758812
Atp2b2	0.0860413589364845
Atp2b3	0.00306044376434583
Atp2b4	0.23212747631352285
Atp2c1	0.050420168067226885
Atp5a1	0.033367037411526794
Atp5b	0.045673076923076934
Atp5d	0.09176300578034682
Atp5g1	0.5498771498771499
Atp5g2	0.03285024154589372
Atp5h	0.3143170597915524
Atp5j	0.8015463917525772
Atp5j2	0.07425373134328359
Atp5k	0.2767295597484277
Atp5o	0.19248466257668714
Atp6ap1	0.1889168765743073
Atp6ap1l	0.1792452830188679
Atp6ap2	0.10856401384083046
Atp6v0a1	0.006852248394004282
Atp6v0a2	0.11104831873410567
Atp6v0b	0.032786885245901634
Atp6v0e	0.4364368845120859
Atp6v0e2	0.41588719810135416
Atp6v1a	0.006535947712418301
Atp6v1c1	0.025050778605280974
Atp6v1d	0.021595680863827238
Atp6v1e1	0.008724553385957623
Atp6v1g1	0.0508361204013378
Atp6v1g2	0.0680431722196152
Atp6v1h	0.018331226295828063
Atp7a	0.09944064636420136
Atp8a2	0.118200408997955
Atp8b2	0.029950083194675545
Atp9a	0.00856870834655665
Atp9b	0.044604316546762585
Atpaf1	0.19940179461615154
Atpaf2	0.12759067357512952
Atpif1	0.3555032371983521
Atr	0.09175531914893616
Atrn	0.08416220351951033
Atrnl1	0.051746868820039545
Atrx	0.1834625322997416
Atxn1	0.06511309115832761
Atxn10	0.08585055643879172
Atxn2	0.1444954128440367
Atxn3	0.14205079962370648
Atxn7	0.26213080168776376
Atxn7l2	0.17113402061855673
Atxn7l3	0.052208835341365466
Atxn7l3b	0.04835390946502058
AU022252	0.2829306313328137
AU040320	0.2424830261881669
Aup1	0.09402654867256638
Aurka	0.10139165009940357
Auts2	0.04339250493096647
Aven	0.7013076393668273
Avl9	0.1331615120274914
Avpi1	0.07652886914929961
AW209491	0.08433268858800773
AW549877	0.3481835057014055
AW551984	0.4520737327188941
AW554918	0.3590455049944506
Axin2	0.05523495465787304
Axl	0.11865729898516784
Azi2	0.20065430752453653
Azin1	0.1598086124401914
B230118H07Rik	0.391656541109761
B230219D22Rik	0.1152324431256182
B2m	0.161665846860141
B3galnt1	0.06618962432915923
B3galnt2	0.20989761092150166
B3galt2	0.1036353771025502
B3galt4	0.18966382338183646
B3galt6	0.07819611088125776
B3gat1	0.008597883597883597
B3gat2	0.08917197452229303
B3gat3	0.034406215316315214
B3gnt2	0.0786189683860233
B3gnt4	0.15699658703071673
B3gnt5	0.18693596905887408
B3gnt7	0.10659114315139033
B3gntl1	0.1296986115814426
B4galnt1	0.15619495008807985
B4galnt4	0.08382909680908597
B4galt1	0.1724137931034483
B4galt2	0.019669551534225026
B4galt3	0.0924195223260644
B4galt4	0.13366960907944514
B4galt5	0.03635432667690732
B4galt6	0.18406980016887134
B4galt7	0.08101472995090017
B630019K06Rik	0.12781954887218044
B9d2	0.030269058295964126
Baalc	0.3526743075453677
Bace1	0.024623803009575927
Bach1	0.15287694246115074
Bach2	0.06673161227471992
Bad	0.2646657571623465
Bag1	0.3424878836833603
Bag2	0.14901960784313725
Bag3	0.13710499490316005
Bag4	0.25035360678925034
Bag6	0.09744779582366588
Bahcc1	0.13454689354966365
Bahd1	0.07852348993288591
Baiap2	0.020387866732968676
Baiap2l2	0.15273856578204406
Baiap3	0.03796945934791581
Bak1	0.15442020665901265
Bambi	0.0523404255319149
Banf1	0.10769230769230767
Banp	0.00952914798206278
Bap1	0.1256590509666081
Barhl2	0.04569190600522192
Basp1	0.4719298245614035
Bax	0.08103347034644744
Baz1b	0.04404362416107383
Baz2a	0.2783265543288785
Baz2b	0.127715951245363
Bbip1	0.2331502745881178
Bbs1	0.14546783625730994
Bbs2	0.08909905425584867
Bbs4	0.10625814863102996
Bbs5	0.007139214686384498
Bbs7	0.07802776448061273
Bbs9	0.13266162888329136
BC003965	0.3985667034178611
BC004004	0.1673850574712644
BC005537	0.03860294117647059
BC005561	0.08106396453451553
BC017158	0.1997264021887825
BC024139	0.5632839224629418
BC031181	0.2640136927685066
BC051142	0.5324605209879876
BC052040	0.011764705882352941
Bcam	0.17853839037927846
Bcan	0.12312312312312312
Bcap29	0.3589009730967373
Bcap31	0.2665916760404949
Bcar1	0.08868335146898802
Bcar3	0.09951365506921064
Bcas1	0.43828598043782013
Bcas2	0.010686615014694095
Bcat1	0.27348578491965386
Bcat2	0.1196414653156664
Bccip	0.23021904336164506
Bcdin3d	0.2789384528514963
Bckdha	0.047304730473047306
Bckdhb	0.07399864222674814
Bckdk	0.045272969374167776
Bcl10	0.08613196365073092
Bcl11a	0.015363128491620113
Bcl11b	0.07015985790408526
Bcl2	0.12381852551984875
Bcl2l11	0.06816059757236227
Bcl2l13	0.2330220713073005
Bcl2l2	0.04578754578754578
Bcl6	0.04031413612565445
Bcl7a	0.06777378815080791
Bcl7b	0.010054461667364891
Bcl7c	0.33966189856957085
Bcl9	0.0894854586129754
Bcl9l	0.08043626448534424
Bcor	0.1861888111888112
Bcorl1	0.10517928286852588
Bcr	0.010023866348448688
Bcs1l	0.04611923509561305
Bdh1	0.05393424455116365
Bdkrb2	0.13395638629283488
Bdnf	0.09163346613545817
Bdp1	0.4820143884892087
Bean1	0.3476702508960573
Becn1	0.036945812807881784
Begain	0.10200492437565953
Bend3	0.07707047051309347
Bend4	0.2014780241151303
Bend5	0.09635974304068523
Bend6	0.3188331627430911
Bet1	0.060777957860615885
Bex1	0.11916869334512492
Bex2	0.08012914587613737
Bfar	0.07557117750439367
Bfsp1	0.1971201588877855
Bgn	0.020408163265306117
Bhlhb9	0.12203389830508475
Bhlhe22	0.04846686449060336
Bhlhe40	0.05806783144912641
Bhlhe41	0.2861965491372843
Bicd1	0.04049844236760125
Bicd2	0.031487889273356405
Bid	0.24549387166546505
Bin1	0.03463522476050111
Bin3	0.0545
Birc2	0.23
Birc5	0.10730253353204174
Birc6	0.05530417295123178
Blm	0.3196279980420949
Blmh	0.0583941605839416
Bloc1s1	0.011205432937181663
Bloc1s2	0.04965662968832541
Bloc1s3	0.06854732401792776
Blvra	0.3377851975514747
Blvrb	0.11293532338308457
Blzf1	0.19174208144796376
Bmi1	0.0816247582205029
Bmp2k	0.2313386798272671
Bmp5	0.08502581755593805
Bmp6	0.08455882352941176
Bmper	0.04047384007897335
Bmpr1a	0.03354430379746835
Bmpr2	0.06910907577019151
Bms1	0.18292234081707767
Bnip1	0.028783658310120707
Bnip2	0.05561797752808988
Bnip3	0.04403669724770642
Bnip3l	0.046564452015900065
Boc	0.11724137931034485
Bod1	0.12632375189107412
Bola1	0.0617338003502627
Bola2	0.15561959654178675
Bola3	0.09189001044204664
Bop1	0.13756855575868376
Bpgm	0.25619834710743805
Bphl	0.20355029585798814
Bpnt1	0.07804522246535375
Bptf	0.16428219042920575
Braf	0.04914933837429111
Brap	0.2127659574468085
Brd1	0.033745781777277835
Brd2	0.02916160388821385
Brd3	0.0264808362369338
Brd7	0.1307901907356948
Brd9	0.03950617283950617
Brdt	0.2085620197585072
Brf1	0.1270049099836334
Brf2	0.1644674835061263
Bri3	0.014028934677772907
Bri3bp	0.09646569646569646
