Gene name	sharrisii_dNdS
Lamb2	0.10187027457222443
Lamc1	0.06787571676223496
Lamc3	0.15802210739747533
Lbp	0.2086712573323132
Ldlrad3	0.06004049652258121
Lef1	0.1227621483375959
Lepr	0.29429567131327955
Lims1	0.038168520493676666
Lipa	0.05734942808777231
Lipc	0.13622924721400956
Lmo2	0.05844214317874831
Lnx2	0.048497752543174816
Loxl2	0.11581942628624164
Loxl4	0.14731152993348115
Lrrc18	0.08705758055995774
Lrrc32	0.07012179965200101
Lrrc8c	0.03669095132509767
Lsr	0.0974517471931374
Luzp1	0.09165388500243164
Ly75	0.21178813221823972
Lypd2	0.01575784510743546
Lypla1	0.08740465883323027
Lysmd3	0.14935707220573688
Mall	0.07121194447684591
Malt1	0.10227711308375144
Mamstr	0.04786964025855359
Man2a1	0.16155837079416974
Mansc1	0.4117278797996661
Maoa	0.11227746053073563
Mapk12	0.0012272658525687725
Marveld2	0.09768106734434563
Mcam	0.1632427656284515
Mecom	0.07418460882541035
Meox1	0.1414001386275869
Mfsd6l	0.19014768255914968
Mgp	0.12887899927832572
Mgst2	0.20002841312686465
Mmp25	0.10186786579038394
Mmp28	0.08753126116470167
Mmrn2	0.11126919491733307
Mpp7	0.05514666666666667
Msx1	0.04406779661016949
Mustn1	0.10657165479018213
Myct1	0.07724514563106795
Myh10	0.032081130139689065
Myl4	0.0462238938929031
Myl6	0.013764705882352945
Myl9	0.0011997913406364114
Mylpf	0.0125660316952137
Myo1b	0.019482352941176468
Myo1e	0.03204018011776932
N4bp3	0.08897371109080157
Naalad2	0.10448923103537758
Ncaph	0.17525428265524629
Nck1	0.037328562909958264
Ndc80	0.15724116111682354
Ndufa4l2	0.07180385288966724
Nes	0.2797202797202797
Net1	0.10668519376254436
Nfatc4	0.06547919521165357
Nid2	0.16890695692085764
Nkd1	0.12605804111245467
Nlrc3	0.15493336922869833
Nmi	0.1334398721534159
Nodal	0.05313845229752728
Nomo1	0.044796406831747536
Nos2	0.12308231173380035
Nos3	0.04572363296463624
Nostrin	0.17988361478776815
Notum	0.052389828251897225
Nox4	0.062362838332114125
Noxo1	0.12331692122186495
Npr1	0.07746372430471582
Npr3	0.09070457101953164
Nrp1	0.05478301446570229
Nsmce1	0.14764879973692865
Nt5dc1	0.19775746870440056
Nxn	0.08765071590052749
Oip5	0.5241878708639244
Osmr	0.39484633914884304
P2ry14	0.06747843734145105
Palmd	0.17585692995529062
Papln	0.1636596617119426
Paqr5	0.10924576201785274
Parp9	0.30617298508342666
Pcdh1	0.0057074010234239286
Pcdh12	0.13863898500576702
Pdcd10	0.0
Pde5a	0.054598691009300725
Pde7b	0.1559349018220414
Pde8a	0.16685768863419292
Pdgfd	0.06028725642667643
Pdia5	0.1440501043841336
Pear1	0.13463087248322148
Pecam1	0.2300380228136882
Pglyrp1	0.05369236603998483
Pgm5	0.036980941562539435
Phactr2	0.18568299482277975
Phf7	0.17322834645669294
Phldb2	0.1106820219295221
Pip5k1b	0.0625995429679385
Pir	0.10427042492317476
Pkn3	0.08772309824987005
Pla1a	0.1870064608758076
Pla2g2f	0.15613005193045834
Plekhg5	0.056315227499741674
Plekhh2	0.0999922666460444
Plk2	0.03630545133524608
Pls3	0.018487730265345483
Pltp	0.10828877005347594
Podxl	0.011998107118679716
Polk	0.18965092402464065
Pomc	0.006591787285854947
Pou2af1	0.11970755128764733
Ppef1	0.2336543335022808
Ppic	0.08885519332827901
Ppm1j	0.07022443890274314
Ppp1r13b	0.06980742778541954
Pqlc1	0.03533755274261604
Prcp	0.2223601383101339
Prdm1	0.10514879546528104
Prelid2	0.06978233034571064
Prickle3	0.04169814171324974
Prkch	0.0575901192014936
Prkd2	0.0310535157187425
Procr	0.13832738803012287
Prom1	0.3596328730212193
Prop1	0.08976281283648475
Prrg2	0.09405609535423468
Prss23	0.05326764683242245
Psma8	0.02423616594788313
Psmc3ip	0.0729564111457972
Psors1c2	0.2880817448050833
Ptges	0.09346105481174642
Ptgfrn	0.1304443466783986
Ptgis	0.1252350114894506
Ptgs2	0.06448262085497403
Ptpn12	0.13540128015755787
Ptprb	0.13565629228687415
Ptprg	0.05497521246458924
Ptprk	0.014920194309507287
Rab11fip1	0.2860550577009864
Rab12	0.035294117647058816
Rab13	0.06039755351681957
Rad51ap1	0.2960455552040493
Ramp2	0.007023994580771501
Rapgef5	0.042773817239144515
Rapgef6	0.0873350439882698
Rasd1	0.003523960154277311
Rasgrp3	0.058918101002458874
Rasip1	0.009741741047044386
Rassf1	0.09002222771054583
Rassf3	0.1326385244057884
Rbms1	0.06537415770185602
Rbp1	0.0010942385760919755
Rbp7	0.09826442062276672
Rbpms	0.20856102003642987
Rcn3	0.002246124562283728
Rd3	0.007512638615235504
Rec8	0.2203452855245684
Rell1	0.03248811410459588
Rem1	0.003358095379122552
Ret	0.07974273989898989
Rgl1	0.060047378720774536
Rgs12	0.06782361308677097
Rgs16	0.0686659581350215
Rgs3	0.0050688776056730285
Rgs5	0.08786175307099729
Rhobtb1	0.056934931506849314
Rhoc	0.0012682308180088778
Rhod	0.14366165455876556
Rhoj	0.06154089542793861
Ripk1	0.18074632308253316
Rnf125	0.15642612953894486
Rnf144b	0.09529895025102694
Rnf19a	0.07985091484074995
Robo4	0.20469411312043093
Rph3al	0.14321663829472284
Rpl22l1	0.043719828764004
Rpl38	0.011424514296779192
Rps27l	0.022110552763819097
Rps6ka3	0.0321674751085014
Rps7	0.026553911205073992
Rras	0.054099684357336864
Rsu1	0.007127882599580713
Rtp3	0.181866305914184
S100a11	0.06706605461759901
S1pr3	0.02785764965084581
Samd9l	0.1891891891891892
Samsn1	0.10310705141512698
Scarb1	0.0033301942334176297
Scarf1	0.1780963045912654
Scgb3a1	0.2930317848410758
Sdcbp2	0.09023784631468897
Sele	0.2591258029139903
Selp	0.2501836148761434
Sema3c	0.03034352645232293
Sema7a	0.06662750692288327
Sept1	0.036118566927296064
Serpinh1	0.02416042522348393
Setdb2	0.23911740016788585
Sgms1	0.061602870813397125
Sgms2	0.045606567345697784
Sgpp2	0.09321546643668248
Sh3tc2	0.1672820221527975
She	0.07433637887224956
Sigirr	0.12268188302425105
Slc16a1	0.09635582431572247
Slc16a11	0.12328870166992628
Slc16a12	0.1309615596431325
Slc16a13	0.11798418972332014
Slc16a2	0.04971344216741925
Slc16a4	0.3065420560747664
Slc19a3	0.19575366118820745
Slc22a18	0.07106986038440301
Slc22a8	0.07220805711371749
Slc23a3	0.18746759499296348
Slc25a20	0.08348371910553158
Slc25a24	0.08289463345643121
Slc26a10	0.14026013539210466
Slc2a1	0.042500989315393735
Slc31a1	0.09243649291817192
Slc31a2	0.26223503740648385
Slc35d2	0.11037586024351508
Slc35f2	0.10396887159533076
Slc38a11	0.1558908607614729
Slc38a2	0.053298153034300785
Slc38a5	0.0485675306957708
Slc39a8	0.09741132963523283
Slc40a1	0.15524789965684535
Slc43a3	0.2133473138839203
Slc46a3	0.12323337679269886
Slc5a5	0.0040384263301160095
Slc5a6	0.16838382285099182
Slc6a6	0.1082970225127088
Slc7a1	0.07747528105106326
Slc7a3	0.13931929545755528
Slc7a5	0.005110136897877948
Slc9a2	0.05125764785859959
Slc9a3r2	0.0024951339112956787
Slco1c1	0.1675041876046901
Slco2a1	0.12056737588652484
Smoc2	0.027807022976404288
Snai2	0.05291679948995856
Snrk	0.0300473348425602
Sntb2	0.045799937545539716
Snx7	0.09561752988047807
Sod3	0.00993713290357718
Sorbs2	0.08685152057245082
Sox18	0.004586808302941559
Sox7	0.055121113866107185
Sparc	0.04164644994339318
Spata6	0.1844342037890425
Spock2	0.06595878700620895
Spon2	0.10265486725663717
Srgn	0.27492136116671434
Srms	0.06208818226520243
Srpr	0.06152575616806029
St3gal6	0.2181413893574605
St8sia4	0.05822393822393824
St8sia6	0.17524051840661525
Stc1	0.068654698415083
Stom	0.03397196547713779
Stox1	0.22039777983348752
Stra6	0.22760695187165775
Syt15	0.13084056943706066
Sytl4	0.16485132338525216
T	0.05328685258964142
Tacr3	0.08415398388540732
Tagln2	0.0397396035755927
Tal1	0.0012467662799643122
Tanc1	0.10016563507976636
Tax1bp3	0.0021074950842227933
Tbx1	0.00639888154003334
Tbx2	0.05297152374375432
Tbx3	0.05448254167977352
Tbx4	0.021595299846504
Tbxa2r	0.002384559665138705
Tcea3	0.11995921016037822
Tcf15	0.04922921636997614
Tcf19	0.19859797182331726
Tcf7	0.08472942027238761
Tead4	0.041058571706557696
Tepp	0.09823873432270716
Tfpi	0.2018228511002568
Tfpi2	0.0067218585274613175
Tfrc	0.24753715144431454
Tgfb1i1	0.08068426724137932
Tgfbr3	0.15116109244924786
Thbd	0.09038867765103506
Thsd1	0.13352832328538172
Tiam1	0.06928969359331476
Tie1	0.08507758931793576
Tinagl1	0.07296221687220557
Tjp1	0.08839597902097902
Tm4sf1	0.1193214256585923
Tmem123	0.3825256975036711
Tmem154	0.4245978552278821
Tmem204	0.09176412856792343
Tmem51	0.006438039894146087
Tmem71	0.5847044996642041
Tmem88	0.0731790333560245
Tmem98	0.018843901196842372
Tmod3	0.07645509851993099
Tnfaip1	0.03142991977347805
Tnfrsf10b	0.015820483853521937
Tnfrsf11b	0.08433734939759037
Tnfrsf8	0.205087047783677
Tpd52l1	0.15137067938021456
Tpk1	0.17959220826506464
Trib3	0.0044653997392987725
Trim25	0.1276564235468345
Trpm6	0.18402948402948405
Tshz2	0.06606958318980365
Tspan13	0.05283182014699525
Tspan18	0.07532171107000904
Ttc23	0.2368351936966513
Ttr	0.1571865045829812
Ttyh2	0.09173435260391782
Uaca	0.060647172588979024
Ube2l6	0.10702760846181428
Ubtd1	0.050076413652572586
Unc45b	0.039644804922388484
Ushbp1	0.010289691130484531
Usp18	0.17539977155910907
Usp3	0.030267753201396973
Usp43	0.2237919117201237
Usp53	0.20335924486396445
Utrn	0.0896740905231533
Vamp5	0.014731554929404918
Vil1	0.06014714898835071
Vim	0.04083654375343974
Vsig10	0.16700340587658027
Vsig2	0.1741804761560171
Vtn	0.07585680843788632
Vwa1	0.15072435958936967
Vwf	0.11705087440381558
Wee1	0.048322828370644055
Wfdc1	0.19703225806451613
Wwc2	0.12280311457174638
Yap1	0.0704520261115901
Zap70	0.018830042299370384
Zfand2a	0.17307692307692307
Zfp277	0.11728511927300266
Zfp366	0.07935656836461126
