Gene name	hsapiens_dNdS
Acp2	0.16578108395324126
Acp5	0.0918452257125026
Acp6	0.27398821964658937
Acrbp	0.2289214896018056
Acsbg1	0.09855272226050997
Acsf2	0.22035309793471014
Acsf3	0.17199944110660892
Acsl1	0.16858157509922705
Acsl3	0.07951807228915662
Acsl4	0.04702495201535509
Acsl5	0.22586595613855295
Acss1	0.0953819594302978
Acss2	0.10093121057374588
Actl6a	0.008642363293526084
Actl6b	0.0019630938358853557
Actn1	0.006594521474467365
Actn4	0.006863492755202092
Actr10	0.06152185644900163
Actr1b	0.0069732937685459935
Actr3	0.003677699765964561
Actr5	0.06416537220695423
Actr6	0.010254863519831096
Actr8	0.02547528517110266
Acvr1	0.0158695652173913
Acvr1b	0.01914486279514997
Acvr2b	0.005114566284779051
Acvrl1	0.0725322436470438
Acyp1	0.09467852946113817
Acyp2	0.17553793884484714
Adal	0.2157511581733951
Adam10	0.045103413904809375
Adam11	0.04202101050525263
Adam15	0.24519632414369255
Adam17	0.07770921712302352
Adam33	0.2342529932326913
Adam8	0.20943613348676646
Adam9	0.128169449598021
Adamts1	0.1340659340659341
Adamts10	0.03913347309573724
Adamts16	0.13696715583508035
Adamtsl2	0.053244752551511655
Adap1	0.06231914014055395
Adap2	0.1816349384098544
Adar	0.22200036304229445
Adarb1	0.05608844090391807
Adck1	0.07939560439560439
Adcy1	0.0690921228304406
Adcy2	0.03682487725040917
Adcy3	0.042450554751567775
Adcy5	0.030133764515654863
Adcy6	0.044673539518900345
Adcy7	0.09210011732499024
Adcy9	0.05155038759689922
Adcyap1r1	0.0715034965034965
Add1	0.09270588235294118
Add3	0.06883298392732354
Adh5	0.08606368251038303
Adi1	0.10270202651988992
Adipor1	0.050054704595186
Adipor2	0.1089439955419337
Adk	0.1256090958310774
Adm	0.2656269038625564
Adnp	0.06449275362318843
Adnp2	0.15194961811603913
Ado	0.06515333406089709
Adora1	0.0269579115610016
Adpgk	0.13857791225416036
Adprh	0.15743396226415096
Adprhl2	0.06667670078266105
Adra2a	0.03013833992094862
Adrb2	0.10447523491001752
Adsl	0.06416275430359937
Adss	0.04724178403755869
Adssl1	0.08435002103491795
Aebp2	0.08767123287671233
Afap1	0.0443317159241288
Afap1l1	0.08649657747355319
Aff1	0.2602455472937921
Aff4	0.08048484848484849
Afg3l2	0.05244173140954495
Afmid	0.2463581281423231
Afp	0.3430312261995431
Aftph	0.31523252575884153
Aga	0.2342625899280576
Agap1	0.0157973174366617
Agap2	0.05961251862891208
Agap3	0.03191153238546604
Agbl5	0.19453090262338815
Agfg1	0.06648834543370273
Agfg2	0.18124006359300476
Agk	0.08894077690511568
Agl	0.06404248672289907
Agmo	0.18721278721278725
Agpat1	0.08363636363636362
Agpat4	0.0929925605951524
Agpat5	0.2803690415171707
Agps	0.15570574473615806
Agrn	0.11124896608767576
Agtrap	0.2136932834607253
Ahctf1	0.3037462031724603
Ahcyl2	0.01146384479717813
Ahdc1	0.042013763129300975
Ahi1	0.17155220547180344
Ahsa1	0.06823787338996985
AI467606	0.24565582959641255
AI597479	0.1515392254220457
AI661453	0.3928100884622624
AI837181	0.07740234843038582
Aif1	0.16295072942471786
Aifm1	0.15670553935860054
Aig1	0.11667573943023045
Aim2	0.3800187715090208
Aimp1	0.10993165624545588
Aimp2	0.1028860028860029
Aip	0.03096374661334022
Ak1	0.09212235738750443
Ak2	0.04414290621779457
Ak3	0.09356581532416504
Akap1	0.3350451567203825
Akap10	0.1941489361702128
Akap11	0.3051881993896236
Akap13	0.3207660083782167
Akap8	0.17197547480185435
Akap8l	0.07337569174011067
Akirin1	0.11769937740883485
Akirin2	0.10376362996834328
Akna	0.3976897689768977
Akr1b3	0.1077826725403818
Akr1e1	0.2169378389653734
Akt1	0.009395826504971049
Akt1s1	0.04973753280839895
Akt2	0.013452237001209191
Akt3	0.006783291681542306
Aktip	0.04374556632773705
Alad	0.13162011173184354
Alas1	0.08315054835493521
Alas2	0.12341772151898735
Aldh16a1	0.1538247178486833
Aldh18a1	0.045177945786465064
Aldh1l1	0.06088162762022194
Aldh3a2	0.14257588187038556
Aldh3b1	0.07618959451953343
Aldh4a1	0.04991199396530048
Aldh6a1	0.07619321449108682
Aldh7a1	0.13161963664476226
Aldoc	0.02541966426858513
Alg11	0.1754463301741239
Alg12	0.16770515709929734
Alg14	0.2508757297748123
Alg2	0.21235179614227567
Alg3	0.10736648250460408
Alg5	0.12837407013815091
Alg8	0.1662042875157629
Alkbh1	0.20813704496788007
Alkbh3	0.14073666849917538
Alkbh4	0.10019217330538084
Alkbh5	0.020968547179231155
Alkbh6	0.08616740088105726
Alkbh7	0.10313574330659443
Alox5	0.042940038684719545
Alox5ap	0.05868680999418944
Als2	0.08341708542713569
Amacr	0.2604062604062604
Ambra1	0.0783569209527097
Amfr	0.058144416456759024
Amigo1	0.12755323772272925
Amigo3	0.14130539267518985
Ammecr1l	0.03793774319066148
Amn	0.2298737174427782
Amn1	0.31727172717271723
Amotl1	0.08845867460908415
Amotl2	0.07681345304261081
Ampd2	0.021976233110857887
Ampd3	0.04077878276866472
Amph	0.17086999022482896
Amz2	0.2297962052002811
Anapc1	0.08463346868989101
Anapc13	0.048243630333182574
Anapc2	0.029738629347602387
Anapc4	0.06655480984340045
Anapc5	0.07021166752710375
Anapc7	0.0139683608212723
Angel1	0.15115207373271888
Angel2	0.15389048991354468
Angptl4	0.12205769066164515
Angptl7	0.0902423469387755
Ank	0.012392597488433577
Ankfy1	0.055101653049591484
Ankib1	0.07399723374827108
Ankle2	0.3222136817832437
Ankmy2	0.09735078199808488
Ankra2	0.047123623011015914
Ankrd10	0.2624375407343037
Ankrd11	0.07998118089861209
Ankrd13a	0.07210904294298695
Ankrd13b	0.06872596452053095
Ankrd13c	0.09859490354846392
Ankrd13d	0.06500559016131609
Ankrd16	0.16763472087770248
Ankrd17	0.061477045908183627
Ankrd27	0.12011754622260315
Ankrd33b	0.1183410472819675
Ankrd39	0.0762360446570973
Ankrd40	0.11571254567600485
Ankrd44	0.054136395594094215
Ankrd46	0.08207193445354813
Ankrd49	0.17549295774647888
Ankrd52	0.016672841793256763
Ankrd54	0.06164051124413525
Anks1	0.10240384615384616
Anks3	0.1443526983190799
Anks6	0.10893682588597843
Ankzf1	0.36647650095082857
Ano10	0.06899641577060933
Ano6	0.05947278182597514
Ano8	0.04370054777845405
Anp32b	0.1918524635287641
Anp32e	0.03872371283538797
Anxa1	0.1227210350911586
Anxa11	0.07586837294332724
Anxa2	0.021069127633640952
Anxa3	0.08167417526522308
Anxa4	0.0585017474547941
Anxa5	0.062385626351688574
Anxa6	0.05275823768974454
Anxa7	0.0790529695024077
Aoah	0.28897917724733363
Ap1ar	0.04738598442714127
Ap1b1	0.0224011200560028
Ap1g1	0.013661202185792351
Ap1g2	0.1561030235162374
Ap1s2	0.11449315833566046
Ap2a1	0.008441116405718175
Ap2a2	0.014563106796116504
Ap2b1	0.0015192950470981465
Ap2m1	0.0022883295194508005
Ap2s1	0.009174311926605505
Ap3b1	0.1127889634601044
Ap3b2	0.061659795662305075
Ap3d1	0.03678613627412367
Ap3m1	0.006979695431472082
Ap3m2	0.012982744453574365
Ap4m1	0.05876216968011125
Ap4s1	0.1585072231139647
Apaf1	0.14419934640522875
Apba1	0.052096774193548384
Apba2	0.047957371225577264
Apba3	0.0931801482866876
Apbb1	0.06829394962347443
Apbb1ip	0.2170272156315422
Apbb2	0.07289031961370429
Apbb3	0.09900542495479203
Apc	0.08895238095238095
Apcdd1	0.048733568451426734
Apeh	0.10618378911061838
Apex1	0.04201026917690991
Apex2	0.3156862745098039
Aph1a	0.018126888217522657
Api5	0.0319495761790915
Apip	0.03859134262655906
Apln	0.14737331473733148
Aplp1	0.09856223987892547
Aplp2	0.08392463909958403
Apobec1	0.31681034482758624
Apobec2	0.07328605200945627
Apobec3	0.4934947958366693
Apobr	0.6337591467195833
Apoc1	0.23912827146979804
Apod	0.332581149106058
Apold1	0.06610858057367967
Apool	0.32503660322108346
App	0.022599859845830416
Appbp2	0.009947774185525988
Appl1	0.021885521885521887
Appl2	0.08080194410692587
Aprt	0.09407811843763124
Aptx	0.27840269966254216
Aqr	0.04739717223650386
Araf	0.04930032292787944
Arap1	0.07545731707317074
Arap3	0.14348632359758925
Arcn1	0.01393939393939394
Arf4	0.06593406593406592
Arfgap1	0.0948675744426156
Arfgap2	0.08360202671579918
Arfgap3	0.1131739855475264
Arfgef1	0.03419037199124727
Arfgef2	0.039791744142804016
Arfip2	0.017498932991890738
Arfrp1	0.0202168965055563
Arglu1	0.02600321027287319
Arhgap1	0.027198269201050843
Arhgap11a	0.3171015456207412
Arhgap12	0.09371480063077267
Arhgap17	0.11174270755422587
Arhgap18	0.1854264197028292
Arhgap21	0.11369386464263125
Arhgap22	0.09439834024896264
Arhgap23	0.059415161110076366
Arhgap24	0.05557930739632322
Arhgap25	0.11625615763546797
Arhgap27	0.08471166741171211
Arhgap30	0.2919859184096086
Arhgap31	0.2599916736053289
Arhgap32	0.14388176483373175
Arhgap33	0.08577139741958931
Arhgap39	0.044314381270903015
Arhgap4	0.11364605543710025
Arhgap44	0.06252319109461968
Arhgap5	0.03914019890920758
Arhgap9	0.18219037871033775
Arhgdia	0.04764872913636679
Arhgdib	0.07548316518779627
Arhgdig	0.12800246355984402
Arhgef1	0.09926821508113266
Arhgef10l	0.05215419501133787
Arhgef11	0.17618608935974206
Arhgef12	0.1417105593177828
Arhgef2	0.09225092250922508
Arhgef3	0.06709100292447961
Arhgef40	0.17979031898282402
Arhgef6	0.10698745840798568
Arhgef7	0.052498887735429337
Arhgef9	0.02337495997438361
Arid1a	0.07103123662815576
Arid1b	0.07272727272727272
Arid2	0.09901985423473236
Arid3a	0.08289007092198583
Arid3b	0.21480484522207266
Arid4a	0.11245572609208973
Arid5a	0.1906345616602368
Arid5b	0.11678169269887395
Arih1	0.010123239436619715
Arih2	0.01883367370093034
Arl1	0.011690437222352116
Arl10	0.08847023360964583
Arl11	0.11735537190082646
Arl15	0.034689293735962065
Arl16	0.16744436468054558
Arl2	0.027149321266968326
Arl2bp	0.048199881959472765
Arl3	0.014517345399698341
Arl4a	0.006565800742220953
Arl4d	0.02765180842827121
Arl5a	0.010303030303030305
Arl5c	0.1012109765581602
Arl6ip1	0.052939365958756535
Arl6ip4	0.11545790830624372
Arl6ip5	0.07556791840519239
Arl6ip6	0.2212039158508644
Arl8a	0.0042806625721198595
Armc1	0.017062005826050768
Armc10	0.2336800573888092
Armc3	0.10891089108910892
Armc5	0.141209367354072
Armc7	0.09903005628068497
Armc8	0.01948503827418233
Armc9	0.14903319956220354
Armcx2	0.2640407086317377
Armcx3	0.03060623896409652
Armcx6	0.309131479574322
Arnt	0.12638847193035124
Arnt2	0.017697594501718213
Arntl	0.019211065573770492
Arpc2	0.011265490048817123
Arpc3	0.01021853500607042
Arpc4	0.011556912341910159
Arpc5	0.007132667617689016
Arpc5l	0.044160371876815804
Arpp19	0.02009345794392524
Arpp21	0.14765957446808511
Arrb1	0.010498687664041995
Arrb2	0.02662015788507436
Arrdc1	0.12511471397981033
Arrdc2	0.09392218360600152
Arrdc3	0.03407951887738055
Arrdc4	0.11125827814569536
Arsa	0.12006364819904528
Arsb	0.2337431252021999
Arsg	0.18201680672268908
Arsk	0.2047768206734534
Arv1	0.13485814273215846
Arvcf	0.06469740634005762
As3mt	0.2753938077131994
Asah1	0.2491369390103567
Asap1	0.04752119188286669
Asap3	0.13293462008971044
Asb1	0.049933642999336426
Asb10	0.21186995417848573
Asb13	0.010583177157975968
Asb2	0.054982817869415807
Asb3	0.2389773023741195
Asb6	0.04210755181910422
Asb8	0.030973451327433624
Ascc1	0.1646703235195343
Ascc2	0.14180024660912455
Asf1a	0.008695652173913044
Asf1b	0.06610703043022036
Ash1l	0.09746588693957116
Ash2l	0.03304004309570839
Asna1	0.001429422275163788
Asns	0.051727130706474576
Asph	0.19587169587169587
Asphd2	0.03400651465798046
Aspscr1	0.14348756351965766
Asrgl1	0.19915254237288132
Asxl1	0.4020565552699229
Asxl2	0.2976127320954907
Atad3a	0.040214698596201484
Atat1	0.19307944307944308
Atcay	0.033424942434821366
Ate1	0.224971363115693
Atf1	0.07595856805378884
Atf2	0.016810344827586206
Atf3	0.044952528579732615
Atf4	0.16909182137481185
Atf5	0.1584
Atf6	0.1447945751894695
Atf6b	0.12651413189771196
Atf7ip	0.24720394736842105
Atg10	0.18412803167794092
Atg12	0.10209235209235208
Atg13	0.0703336339044184
Atg14	0.051751848280295734
Atg16l1	0.08685064935064933
Atg16l2	0.1795979710689461
Atg2a	0.10976837865055387
Atg2b	0.07683274618352626
Atg3	0.03044744506221869
Atg4b	0.0389344262295082
Atg4c	0.10087894526568117
Atg4d	0.09622797356828194
Atg5	0.043428571428571434
Atg7	0.05942985988081818
Atic	0.07780320366132723
Atl2	0.029388816644993494
Atl3	0.07406431207169215
Atmin	0.20307443365695796
Atox1	0.1607777545473552
Atp11a	0.04625810253388333
Atp11b	0.08446496469310158
Atp11c	0.08288482238966631
Atp13a1	0.03649537099154703
Atp13a2	0.10337018782469697
Atp13a3	0.13014513442778966
Atp1a1	0.034183296378418326
Atp1a2	0.0065178425941013534
Atp1b1	0.05792163543441226
Atp1b2	0.02105446319819036
Atp1b3	0.3702067857859868
Atp2a2	0.012168141592920352
Atp2a3	0.052785109042922634
Atp2b1	0.0048842641749840725
Atp2b2	0.01339764201500536
Atp2c1	0.04015388314498677
Atp5a1	0.02065677966101695
Atp5b	0.04328523862375139
Atp5c1	0.08865036772013518
Atp5e	0.05233017377567141
Atp5f1	0.27194805194805194
Atp5g3	0.2279569892473118
Atp5h	0.1553484809803421
Atp5j	0.3634651600753295
Atp5j2	0.09919694072657743
Atp5k	0.08318844456332754
Atp6ap1	0.12932756324900135
Atp6ap2	0.07982657485335372
Atp6v0a1	0.033502354219485685
Atp6v0a2	0.0486796785304248
Atp6v0b	0.09887157442235356
Atp6v0c	0.057734738906594765
Atp6v0d1	0.0018723894570070573
Atp6v0e	0.012561779242174631
Atp6v1a	0.01889673601832411
Atp6v1b2	0.01131401349741961
Atp6v1c1	0.017311807041431627
Atp6v1d	0.019201995012468828
Atp6v1e1	0.012724238631622862
Atp6v1f	0.01308009317326644
Atp6v1g1	0.06437265917602995
Atp6v1g2	0.02838645418326693
Atp6v1h	0.013067953357458785
Atp7a	0.1312591152163345
Atp8a1	0.016466234967622572
Atp8a2	0.044475011462631824
Atp8b2	0.028533635676492818
Atp9a	0.010889741368642495
Atp9b	0.057971014492753624
Atpaf1	0.18252371371083645
Atpaf2	0.13220273655810366
Atpif1	0.2550552709625236
Atrip	0.4427926732147598
Atrn	0.10199072811562586
Atrx	0.16732652635965825
Atxn1	0.08168833253089391
Atxn10	0.17588652482269504
Atxn1l	0.11971567527123085
Atxn2	0.2250794568043918
Atxn2l	0.09515484515484517
Atxn3	0.3057080131723381
Atxn7l1	0.215130023640662
Atxn7l2	0.18365320979483785
Atxn7l3	0.007766387076731904
Atxn7l3b	0.08237589421200954
AU022252	0.2062780269058296
AU040320	0.2434536447275301
Auh	0.06474323578133627
Aup1	0.18644650842793256
Aurkaip1	0.178186317836309
Aven	0.3121872766261615
Avl9	0.12796343901742355
Avpi1	0.1318415482310251
AW549877	0.1150763358778626
Axin1	0.08223961468994581
Axl	0.11940575673166202
Azi2	0.1839033381118165
Azin1	0.07946752722872125
B230118H07Rik	0.36706791499479857
B230219D22Rik	0.1086880056278579
B2m	0.011119663777575936
B3galnt1	0.0628968253968254
B3galt4	0.1469967802820029
B3galt5	0.10370324727339947
B3galt6	0.035214085634253704
B3gat1	0.007218212104386452
B3gat3	0.03740157480314961
B3gnt2	0.12948740846579745
B3gnt7	0.06662690636448837
B3gntl1	0.09453696181965883
B4galnt1	0.11352418558736428
B4galt1	0.1673460144927536
B4galt2	0.08469202898550725
B4galt3	0.03732014388489209
B4galt4	0.1701906412478336
B4galt5	0.03638368246968026
B4galt6	0.0466881761245018
B4galt7	0.05484487575356565
B9d1	0.052484254723582924
B9d2	0.02272089761570828
Baalc	0.3614885731933292
Bace1	0.037053472376303534
Bach1	0.15289719626168224
Bach2	0.10843881856540086
Bad	0.2787639710716634
Bag1	0.4524886877828054
Bag2	0.034314309543667335
Bag3	0.18059736050011574
Bag5	0.056205551732048636
Bag6	0.08114622388859133
Bahd1	0.10254255095608322
Baiap2	0.02396638976415545
Bak1	0.16878139043087498
Banf1	0.060367454068241476
Bank1	0.3905325443786982
Banp	0.04610091743119266
Bap1	0.06909164803901646
Basp1	0.14031108230719375
Batf	0.03748680042238648
Batf3	0.0631663829405967
Bax	0.17230347349177333
Baz1a	0.12972761120909268
Baz1b	0.07524229074889867
Baz2a	0.21592611083374932
Baz2b	0.11014711429649188
Bbs2	0.1161869002920317
Bbs4	0.16885007278020375
Bbs9	0.11602393617021275
BC003965	0.2771694336512422
BC004004	0.21653919694072654
BC005624	0.023032629558541268
BC017158	0.1864630467571644
BC028528	0.514640825784706
BC031181	0.22368890474491615
BC049352	0.09915174363807727
Bcan	0.1677807486631016
Bcap29	0.1786786786786787
Bcap31	0.13293753226639132
Bcar1	0.06265598318665441
Bcar3	0.11525898273448434
Bcas1	0.5586882623475304
Bcas3	0.031127602556173983
Bcat2	0.08901386599437602
Bccip	0.31478283968654536
Bcdin3d	0.23507036896158234
Bckdhb	0.0675968992248062
Bckdk	0.037048665620094186
Bcl10	0.055906906147229964
Bcl2	0.0896093435360451
Bcl2l1	0.0468384074941452
Bcl2l11	0.20194239785666449
Bcl2l12	0.12893414440624176
Bcl2l13	0.277407459934761
Bcl2l2	0.032800672834314544
Bcl3	0.12826948480845446
Bcl6	0.04717327459618209
Bcl6b	0.09094519459888802
Bcl7a	0.04738200589970502
Bcl7b	0.14807046979865773
Bcl7c	0.10672020287404904
Bcl9	0.10992578849721706
Bcl9l	0.06501547987616099
Bclaf1	0.046440489432703014
Bco2	0.2371728827529363
Bcor	0.1414855987872663
Bcorl1	0.12388216728037875
Bcr	0.036790717418989684
Bcs1l	0.08697958101299391
Bdh1	0.12731190518944158
Becn1	0.01669449081803005
Begain	0.05888922733272413
Bend3	0.04342948717948718
Bend5	0.02671118530884808
Bend6	0.17298812664907648
Bfar	0.10108097857007396
Bhlhe40	0.11074842620657496
Bhlhe41	0.15945903443937726
Bicd2	0.02153190534933273
Bid	0.3691628701594533
Bik	0.25422273117663896
Bin1	0.040658670461475914
Bin3	0.026684309185136174
Birc2	0.15224973840251133
Birc3	0.18917933130699088
Birc5	0.09331373989713447
Birc6	0.04640718562874251
Blmh	0.10141800246609124
Blnk	0.12813866839462176
Bloc1s2	0.03594586974908373
Bloc1s3	0.020737618545837725
Blvra	0.1834429269937616
Blvrb	0.08229846348137235
Bmf	0.14353499406880188
Bmp1	0.023892617449664432
Bmp2	0.07396111322912696
Bmp2k	0.18615890199110768
Bmpr1a	0.02326697049652195
Bmpr2	0.049460431654676264
Bms1	0.12169647096059502
Bnip1	0.045176333430486736
Bnip2	0.062237552489502114
Bnip3	0.06527033609352167
Bnip3l	0.04179907113175263
Bok	0.0323360531882744
Bola1	0.14058726325155715
Bola3	0.05088251516822946
Bop1	0.10808270676691728
Bpgm	0.07340306313036983
Bphl	0.15315315315315314
Bpnt1	0.06075874333135744
Bptf	0.1713645697218593
Braf	0.046891281695033
Brap	0.06124338624338625
Brd1	0.04602761656994197
Brd2	0.045544554455445536
Brd3	0.030561797752808987
Brd4	0.04381028938906752
Brd7	0.14615208951815484
Brd8	0.09768506741287204
Brd9	0.045140853037673935
Brf1	0.05370388685589951
Brf2	0.16605295458530595
Bri3	0.04926546965425137
Bri3bp	0.07772285665587182
Brix1	0.0931877905801496
Brms1	0.053228120516499285
Brms1l	0.0025080616266571123
Brpf1	0.27536773871852405
Brpf3	0.07283763277693474
Brsk1	0.008345503859795536
Brsk2	0.03112504052739652
Brwd1	0.16275702287865626
Bscl2	0.15690021231422502
Bsdc1	0.13204545454545455
Bsg	0.14251929300472987
Bsn	0.12533333333333332
Bst2	0.006879296261056955
Btaf1	0.04670912951167728
Btbd1	0.035082948055480005
Btbd10	0.10006933210076266
Btbd19	0.09819672131147543
Btbd2	0.04403611595121178
Btbd3	0.032457142857142865
Btbd6	0.051982468657629184
Btbd7	0.09602954755309323
Btbd9	0.03945905891070768
Btd	0.1444794952681388
Btf3	0.08658536585365853
Btg2	0.028654529785629643
Btk	0.01762218045112782
Btrc	0.014465702286514231
Bub3	0.002527988443481401
Bud13	0.1998116760828625
Bysl	0.06903945111492282
Bzw2	0.010044382153702406
C030006K11Rik	0.06152998438791441
C1d	0.07620504973221116
C1galt1c1	0.07620320855614973
C1qa	0.20301485739073846
C1qb	0.1505009358141583
C1qbp	0.11540366518078254
C1qc	0.1376492194674013
C1qtnf4	0.019696117051209903
C1qtnf5	0.04254783484390735
C1qtnf6	0.2046055115137788
C1rl	0.1883246203634553
C2	0.21020761245674746
C2cd2	0.2348392348392349
C2cd2l	0.10734721904325932
C2cd3	0.4176279207335107
C3	0.1397228637413395
C330007P06Rik	0.005004766444232603
C3ar1	0.5108038029386344
C87436	0.08806995627732668
Cab39	0.01275820170109356
Cab39l	0.013570994531091757
Cabin1	0.09349442379182156
Cables1	0.12074478089148015
Cables2	0.05590599876314162
Cabp1	0.07836835599505562
Cacna1a	0.04913695350888245
Cacna1d	0.046544763714082164
Cacnb1	0.02153606642449403
Cacnb3	0.010172365074879907
Cacng3	0.01115023474178404
Cacybp	0.06225760359256991
Cad	0.04768640129319055
Cadm1	0.024441340782122904
Cadm3	0.07610827775598274
Cadm4	0.015220979277461947
Calcoco1	0.1228108581436077
Calhm2	0.04922559731060151
Calm1	0.02905342080599812
Calr	0.0318649373881932
Calu	0.08085705348764467
Caly	0.0865349094939047
Camk1	0.038128249566724434
Camk1d	0.020203963825283812
Camk2a	0.004182156133828996
Camk2b	0.019696347968814115
Camk2g	0.0033234859675036928
Camk2n1	0.04860783388390751
Camk2n2	0.011633428300094966
Camkk1	0.06530115595213952
Camkk2	0.06620030711482683
Camkv	0.05964214711729623
Caml	0.10085705540250996
Camp	0.4373340414232608
Camsap1	0.10116981617174443
Camta1	0.0605994787141616
Camta2	0.16309323054685615
Cand1	0.004863988470545848
Cand2	0.0582716049382716
Cant1	0.06215722120658135
Canx	0.0612609040444092
Cap1	0.07857733664185276
Capg	0.06838263542066847
Capn1	0.05896306336834972
Capn10	0.1289470207425023
Capn2	0.047682709447415324
Capn3	0.06864481842338352
Capn7	0.052207961714161415
Capns1	0.05795555555555555
Caprin1	0.04067402672864613
Capza2	0.02652159129547773
Capzb	0.014625681705503225
Car11	0.030550774526678145
Car13	0.09069447176864058
Car2	0.1689504592681825
Car4	0.34474842165678204
