Gene name	mdomestica_dNdS
Cdk5r2	0.040433162224878715
Cdkl2	0.19415734176133936
Cdkl5	0.09283819628647216
Cdon	0.16391752577319588
Ceacam16	0.046564629114288464
Celf3	0.01001887614345869
Celf6	0.07898123687597372
Celsr2	0.04284750337381917
Celsr3	0.08706529897423068
Cgref1	0.1857314038160199
Chac1	0.06583948934949438
Chat	0.09168081494057724
Chd3	0.05382689556509298
Chd5	0.03918890523219164
Chga	0.08804726556582337
Chgb	0.14656102686431532
Chl1	0.13975587144622992
Chodl	0.1934390440078134
Chrm2	0.04604962006774695
Chrm3	0.056766795865633074
Chrm4	0.01659497636875365
Chrm5	0.09065539786317972
Chrna3	0.03989133146674798
Chrna7	0.05018071782802388
Chrnb2	0.04490427927927927
Cib2	0.0010004653002024684
Cidea	0.07338205823411527
Cilp	0.06144677353062064
Cit	0.03290167143502485
CK137956	0.15304566845628687
Ckmt1	0.03846626520830773
Clcn1	0.11321671525753155
Clec2l	0.04328286735182525
Clgn	0.11730515191545575
Clrn1	0.09195586118663043
Clstn1	0.08466351679223598
Clstn2	0.07294692368629523
Clvs1	0.028375599725839612
Clvs2	0.011197947043042108
Cnga3	0.07193544694975391
Cnih3	0.06549776616370227
Cnksr2	0.04166115593175506
Cnnm1	0.056733524355300866
Cnrip1	0.029026299586595132
Cntn2	0.08268933539412672
Cntn3	0.06640977289497417
Cntn5	0.10545892134339788
Cntnap4	0.11797583081570995
Coch	0.0824496604313118
Col11a1	0.0487225193107546
Col19a1	0.2068075117370892
Col23a1	0.07995365005793742
Col25a1	0.15698113207547168
Cort	0.005478084334542549
Cpeb1	0.054946472333290336
Cpeb3	0.048545108934054684
Cplx3	0.04166942258085852
Cpne4	0.0030659677578874487
Cpne5	0.03237483778430435
Cpne6	0.07311065129569416
Cpne7	0.04941964819911452
Crabp1	0.01373315949587136
Crabp2	0.028805054822523688
Crh	0.11780762091931432
Crhbp	0.10719120135363792
Crhr2	0.004186700311823924
Crmp1	0.03089163237311385
Crtac1	0.06035294856496892
Csrnp3	0.043690675600223335
Ctxn2	0.04880958837247139
Cx3cl1	0.23580454928390895
Cxcl12	0.098678708814183
Cyb561	0.05617811854910056
Cygb	0.04446742502585315
Cyp2s1	0.0918311067532786
D430041D05Rik	0.122155021486551
Dach1	0.07487520798668884
Dact1	0.1214715913213845
Dapk1	0.02666666666666667
Dbn1	0.11963731515852248
Dbndd1	0.1175103305785124
Dcc	0.05418664288103467
Ddx25	0.05635957171431932
Dgkg	0.24688529285407415
Diablo	0.08434582427420385
Disp2	0.16155258326776814
Dkk3	0.09680955177138384
Dleu7	0.15084931506849314
Dlg2	0.06047939947112515
Dlgap2	0.03681633134698212
Dlx1	0.045955882352941166
Dlx2	0.052980521004459054
Dlx5	0.039517389605314576
Dlx6	0.04182627601200952
Dmrt3	0.04945700029351335
Dmrta2	0.02367588716017332
Dnajc27	0.08491947291361639
Dnajc6	0.0961508124309828
Dnm1	0.033708676194600835
Dnm3	0.06421344647519582
Doc2a	0.053423193885099036
Doc2b	0.061412787964268925
Dpp10	0.10609480812641084
Dpysl2	0.016267605633802817
Dpysl3	0.03985897561453335
Dpysl5	0.03418869084204056
Drd2	0.055735127107539084
Drd5	0.00869048221423873
Dscaml1	0.03459848182181382
Dsp	0.024685382381413358
Dusp14	0.0655002243158367
Dusp26	0.056335714872300234
Ebf2	0.017250169952413318
Ecel1	0.036614522849921435
Edil3	0.01658586374075019
Eef1a2	0.016627712854757927
Efna3	0.020935960591133004
Efna5	0.0419639110365086
Elavl2	0.009216589861751152
Elavl3	0.0347871235721703
Elavl4	0.00987866423279287
Elfn1	0.04196557879492102
Elmod1	0.06101737917036661
Eln	0.01268345071516378
Elovl4	0.05580372024801653
Eml5	0.04394970584842543
Emx2	0.00581145071028842
Enox1	0.028953863679513962
Epha3	0.0408801519043896
Epha5	0.03358253233653732
Epha7	0.0188626519491407
Epha8	0.03993197278911565
Ephb2	0.010854816824966078
Ephb6	0.12782640408460974
Erbb4	0.02296784501697623
Erc2	0.01428969747664854
Ero1lb	0.0663265306122449
Esrrg	0.014941466420209491
Eya2	0.05699153762017155
Fabp3	0.04447601692559534
Fam131c	0.13550798504926945
Fam163b	0.030816267106667964
Fam167a	0.3010030187944299
Fam169a	0.1874911860104358
Fam171a2	0.03978740313928075
Fam183b	0.12914686014510884
Fam184b	0.12437738060357455
Fam189a1	0.12838120260345134
Fam189b	0.07043374452845204
Fam43b	0.06107370553536316
Fam57b	0.0670353982300885
Fam78b	0.01632991973429283
Fank1	0.047170294494238166
Fat3	0.04737642585551331
Fbxl16	0.023679985729575456
Fbxo41	0.042333689078619716
Fgf14	0.2096561638912184
Fhod3	0.11090936601603874
Fibcd1	0.06239909237683816
Fibin	0.03923558261457805
Flrt3	0.04243087872981111
Fmn1	0.17865384615384616
Fnbp1l	0.022879908935685832
Fndc3b	0.09444732745199792
Foxo6	0.07959352784683152
Foxp2	0.010008896797153024
Frmd3	0.13324190315434115
Frmpd4	0.11017293997965412
Fsd1	0.03451098076660755
Fsd1l	0.050947330251110506
Fstl4	0.09689763564302308
Fstl5	0.08547829427583559
Fut7	0.0961810466760962
Fxyd6	0.08199529008777562
Gabra1	0.019919451398715583
Gabra2	0.031829209121785544
Gabra5	0.032434118197411516
Gabrb3	0.02125517395681844
Gabrg2	0.012426834759117513
Gad1	0.031060372313072095
Gad2	0.09034564958283672
Gal3st3	0.04746326743562988
Galnt14	0.1368493359792398
Galnt9	0.03049109552077712
Galntl6	0.042019062961471336
Galr1	0.05783796190039017
Gap43	0.2334350870892441
Garnl3	0.10644980370162647
Gbx2	0.029582958295829583
Gca	0.07988092284792855
Gcgr	0.06928987811340752
Gda	0.11735620585267405
Gdap1	0.10240572171651496
Gdap1l1	0.2364441310139477
Gdf5	0.08916567813364966
Gdnf	0.1086350974930362
Gfra2	0.07846205431988375
Gfra4	0.2381147388406984
Ghsr	0.0013758045937597536
Gipc2	0.003835728385541059
Gipr	0.09455235151557724
Glod5	0.10126455740490828
Glra2	0.02282633631566873
Glra3	0.03511209931443395
Glt1d1	0.12108980827447025
Gm1673	0.06789448695440944
Gm5741	0.10253763440860214
Gm5901	0.15787647467036786
Gm8773	0.23852678052747764
Gnal	0.04892638036809816
Gnaz	0.008782657031684269
Gng3	0.013441511261806734
Gng4	0.01830846997904081
Gnl3l	0.009761990110337987
Golga7b	0.0200625524448852
Gpc1	0.08100996812224864
Gpr135	0.12124615256634225
Gpr137c	0.2294310566091544
Gpr149	0.17151991104315795
Gpr151	0.2616730319083405
Gpr158	0.14792503346720215
Gpr173	0.025434080795742085
Gpr22	0.028425571411996756
Gpr27	0.0012995096299829561
Gpr45	0.04972213141549527
Gpr6	0.05366092164772033
Gpr83	0.08296003257897493
Gpr88	0.03739347208533828
Gprin2	0.2542977273936878
Gprin3	0.4733647399891285
Gramd2	0.18312167144612865
Greb1l	0.08289536550406115
Grem2	0.027253668763102725
Gria1	0.016533066132264528
Grid2ip	0.08909377537858883
Grik1	0.06300450781004298
Grin1	0.059810859898540736
Grin2a	0.03597721905820253
Grin2b	0.03917582925251779
Grm4	0.019553245467483448
Grm7	0.023082080260511444
Grpr	0.07319398606527319
Gucy1a2	0.08714975845410629
Gxylt2	0.11617458279845955
H2afy2	0.07079812206572769
Hap1	0.014117413857686091
Has3	0.027321395606424218
Hcn3	0.03544363751184086
Hcn4	0.06925634080275794
Hdac11	0.1023994592767827
Hebp2	0.1312669507942658
Hecw1	0.08281655203517871
Hexim2	0.02541983810559381
Hmgcll1	0.0569814479006835
Homer2	0.033233551224876284
Hook1	0.0348314606741573
Hook2	0.04287617778623775
Hpca	0.046930422919508864
Hrh3	0.051792496139560114
Hrk	0.15649318198043835
Hs3st5	0.030544488711819386
Hs3st6	0.011458238455232715
Hs6st2	0.04982241515390686
Hs6st3	0.01880403458213256
Hspa12a	0.042061164641809805
Htr1a	0.04040330240374078
Htr1b	0.06270134360022
Htr1f	0.06642851067449179
Htr2c	0.004520740898340014
Htr3a	0.07293291731669267
Htr7	0.07345160286336758
Ica1l	0.17840936231191784
Ids	0.1272264631043257
Igf1	0.11157289002557544
Igf2bp2	0.11583996114382855
Igfbpl1	0.1994411229529504
Igsf3	0.06111854428686112
Igsf9	0.12289241622574955
Ikzf4	0.09939342343301054
Il12a	0.3024926326129666
Il17b	0.004054827566422986
Il1rapl2	0.07371338083927158
Il34	0.1424201680672269
Ina	0.04222694031611229
Inha	0.17312197407465252
Inpp5f	0.06981192221868028
Insm1	0.0788425141946409
Insm2	0.11401445867084747
Insrr	0.08259256666899979
Iqsec3	0.07501698754246885
Irs1	0.09219460973048653
Irs4	0.2390215991989701
Irx2	0.012596306713953773
Isl1	0.0020219039595619206
Islr	0.0710487982520029
Islr2	0.024892594158301955
Isoc1	0.08513220632856522
Itgbl1	0.07742201173684753
Jakmip1	0.016413907117191585
Jakmip2	0.011889487640065009
Jakmip3	0.0411026993958859
Jazf1	0.007445417043968206
Jph3	0.04148125801342485
Jph4	0.066279759941964
Kcna3	0.020484171322160148
Kcnab1	0.09387374796179827
Kcnab3	0.09602752580544263
Kcnc1	0.01567189063021007
Kcnf1	0.0027086124024899537
Kcng1	0.002685757123297007
Kcng3	0.051418439716312055
Kcnh1	0.035848654788102514
Kcnh2	0.04074702886247877
Kcnh4	0.12105476673427992
Kcnh7	0.0564421497301103
Kcnip1	0.05956071499241475
Kcnip2	0.003295195872804445
Kcnip4	0.19875119060218013
Kcnj11	0.03242534422125529
Kcnj12	0.0015301441383824106
Kcnj3	0.028497409326424868
Kcnj5	0.03655953029477635
Kcnj6	0.015580874476580001
Kcnj9	0.0153007012821421
Kcnk3	0.02626066520206407
Kcnk9	0.014585891766053143
Kcnmb2	0.035834045630876464
Kcnq2	0.028870667677254876
Kcnq3	0.07595497651333864
Kcnq5	0.06621294266928135
Kcns1	0.0017434005564569365
Kcns2	0.022131739672949367
Kcnt1	0.028336990745157907
Kcnt2	0.03461005999077065
Kcnv1	0.06037331428061087
Kctd16	0.03554930708977706
Khdrbs2	0.05368740077933323
Kif17	0.04757994617033895
Kif26b	0.05890918718559705
Kif5c	0.02546235998958062
Kifc2	0.07392802897534759
Kit	0.13953488372093026
Klc1	0.016921148587055606
Klf5	0.0744144346071949
Klhdc8a	0.03415169386915375
Klhl1	0.042891769417219935
Klhl32	0.020838266635093538
Ksr2	0.028628870124648167
L1cam	0.1263168929189161
L3mbtl1	0.11301616386362147
Lama3	0.17693740383836745
Lancl2	0.09933774834437084
Lgals7	0.004202212023332156
Lgi1	0.07617021276595745
Lgi2	0.018916120124266484
Lhfpl1	0.07884931981630708
Lhfpl5	0.031473960821786905
Lhx6	0.01874316655386057
Lhx9	0.037400875843295066
Lin28b	0.18395209580838326
Lingo1	0.012753623188405798
Lingo2	0.03603261900246539
Lmcd1	0.06345790125872301
Lmx1a	0.0159716908951798
Lonrf2	0.1740859525336754
Lpgat1	0.15458937198067632
Lrfn5	0.05693950177935943
Lrig3	0.10259059709203633
Lrp11	0.33363439306358383
Lrrc3b	0.008524721692909439
Lrrc7	0.06222222222222223
Lrrn4cl	0.2419268748331999
Lypd6b	0.12974707155114526
Mab21l3	0.16224523573083652
Mal2	0.12541049081388125
Map3k13	0.06279069767441861
Map3k15	0.12588124136928555
Map3k9	0.05386695511087074
Mapk10	0.010912698412698414
Mapk8	0.0194757917728431
Mapk8ip2	0.061731810457258035
March11	0.2307437285887944
March4	0.11987860394537175
March9	0.04529659965251923
Mchr1	0.03293105975472712
Mctp1	0.04716045885851864
Mctp2	0.09723809523809523
Met	0.08102288021534321
Mex3a	0.03111761534314103
Mfsd6	0.11296209639681795
Mgat4c	0.06735682527042272
Mgat5b	0.07004439433443732
Mical2	0.10307188523312023
Mlf1	0.19936792204371875
Mllt11	0.16470280178057084
Mme	0.060262008733624466
Mmp11	0.05860062534942952
Mmp24	0.060144651693947476
Mn1	0.05353699572762676
Morn4	0.04286546301688992
Moxd1	0.09603108520677213
Mrap2	0.13213321332133215
Mstn	0.03433777154870357
Mtss1	0.05818479819709076
Mtus2	0.2562884510552137
Myo5b	0.04725441501103753
Myt1l	0.02989913544668588
Nacad	0.01715464370541819
Nalcn	0.014615797958087047
Nanos1	0.061931975529316986
Nanos2	0.029459689397107382
Napb	0.0024685262898049864
Nbea	0.023934617629889084
Ncdn	0.0234641638225256
Ndrg4	0.035343962537629614
Ndst3	0.06711635750421586
Ndst4	0.04588325261279634
Necab1	0.06621237932992619
Nefh	0.16134564643799473
Nefl	0.030561026748840456
Negr1	0.047172519376136264
Nell1	0.04710720628096084
Nell2	0.0681073544789125
Neto1	0.048600029014942696
Neurod1	0.03221571399717229
Neurod2	0.04382203162690968
Neurod6	0.0640279394644936
Nfix	0.06644024623222246
Ngfr	0.0651195575557122
Nhlh2	0.02357028828998028
Nipal2	0.20523184012574375
Nipsnap1	0.033616945320402214
Nkain3	0.07817051854729072
Nkx2-1	0.0601721323638522
Nmbr	0.07652897854626961
Nol4	0.0608974358974359
Nos1	0.05009649404953361
Nova2	0.00631451831060854
Npas1	0.0034679744426360285
Npas4	0.15177142857142858
Npnt	0.12944290395765062
Nppa	0.186929181015122
Nppc	0.12869105332745706
Npy	0.16670038438195428
Npy1r	0.012291259921233958
Npy2r	0.04054915136418931
Nr1h4	0.06351791530944625
Nr2f2	0.0432310041598652
Nrg1	0.15720121228093292
Nrg3	0.18363608609372611
Nrip3	0.0618639798488665
Nrn1	0.15503682436649607
Nrsn2	0.037496935997832624
Nrxn3	0.022096672944130574
Nsf	0.01563362148243517
Nsg1	0.08878473384666889
Nsg2	0.11551081697347197
Nt5c1a	0.036035529570496966
Ntn3	0.0819271948608137
Ntng2	0.054127969916244086
Ntrk1	0.12153540985364285
Nts	0.28918351273300075
Numbl	0.08208360982083611
Nxnl2	0.056412676516499075
Nxph2	0.09116022099447514
Nxph3	0.06792353096643468
Nxph4	0.04061364091702682
Olfm1	0.013910658307210031
Olfm3	0.0075501171569903654
Opcml	0.08770658161786025
Opn3	0.13389279504044754
Oprd1	0.048793711032800224
Oprl1	0.06980897654915359
Osbp2	0.012761418428762423
Osbpl5	0.05823593367762979
Otud7a	0.03837243449603549
Ovgp1	0.3682475999426853
Oxtr	0.048264509124023684
P2rx2	0.1355002110595188
Pafah1b3	0.01489253288864184
Pak3	0.031108471304476942
Pak6	0.15226369516091326
Pak7	0.058211117146478364
Palm3	0.26770315091210617
Panx2	0.034593759388814975
Paqr9	0.030321307160872907
Pcdh11x	0.15659533178804375
Pcdhac2	0.07484089944845143
Pcgf2	0.020086896291165543
Pcolce2	0.08487197021502925
Pcsk1	0.09054325955734403
Pcsk2	0.02811965811965812
Pcsk5	0.13464922347180786
Pdcd1lg2	0.3073240165631469
Pde1a	0.14999169021106862
Pdxp	0.06990136617043435
Pdzd2	0.3039180871212121
Pdzd4	0.04245604470492026
Peli3	0.038579851320174316
Penk	0.12768265282404898
Pgbd5	0.046651426636186606
Pgf	0.2259414225941423
Pgm2l1	0.06156367041198501
Pgr	0.17491390248323366
Pgrmc1	0.0919447362042498
Pitpnm2	0.06264367816091954
Pitpnm3	0.003319163948314456
Piwil2	0.11582626060908635
Pkia	0.14569932685115933
Pknox2	0.0184288905435592
Pla2g4e	0.18300225569380774
Plcd3	0.09511058216800557
Plch2	0.06770331083252974
Plcxd2	0.08857453754080521
Plcxd3	0.01625654158779646
Pld5	0.09582909460834182
Plek2	0.047843000638680834
Plekha5	0.1245664453473392
Plekha6	0.09096674821056447
Plekha7	0.10120975738745293
Plekhg4	0.19284874147259468
Pnck	0.004150711759375639
Pnoc	0.1986939002362096
Podxl2	0.14958110309518266
Pou6f2	0.13481501197764176
Ppargc1a	0.12317961165048545
Ppargc1b	0.17621572684945686
Ppfia4	0.03602207804783577
Ppif	0.044420543156762575
Ppm1e	0.1864019676739283
Ppp1r1b	0.13197729422894985
Ppp2r2c	0.006823208319608489
Ppp3cb	0.0209471766848816
Prdm8	0.06897607264935463
Prepl	0.25132293798066746
Prkaa2	0.02322302396947831
Prkar1b	0.032172245251500343
Prkar2b	0.0723065798987708
Prmt8	0.02110817941952507
Prokr2	0.04869731278133952
Prph	0.01728159805499885
Prrc2b	0.1404591458899037
Prrt1	0.03194960572826973
Prrt3	0.010332212675382304
Prss12	0.13242702366986406
Prtn3	0.00476378176174036
Psd	0.09332748666228166
Ptchd1	0.0627811460981811
Pth2r	0.1361607142857143
Ptprn	0.13533834586466165
Ptprs	0.04182490992306944
Ptpru	0.04096051720157008
Rab11fip2	0.08351868327402136
Rab11fip4	0.03804605121583818
Rab26	0.07192129367861587
Rab3a	0.003526004281576628
Rab3b	0.02815994379720157
Rab3c	0.021933306867804685
Rab3d	0.03163613123135919
Rab9b	0.019244764292067604
Rac3	0.0060329365726398175
Radil	0.14619539689995306
Rai2	0.10855712335002277
Ralgps1	0.03770628786296218
Ralgps2	0.016376767368528125
Ramp3	0.09348483193124296
Rapgefl1	0.03585004971050939
Rarb	0.016048632218844984
Rasgef1a	0.039134783695923984
Rasgef1c	0.058512433892202086
Rasgrf2	0.06884143002425097
Rassf6	0.14232104850453678
Rbfox1	0.10061707233459033
Rbfox2	0.2632054176072235
Rbfox3	0.0866675355141405
Rbm24	0.011035866566340608
Rbms3	0.12329259525521208
Rbp4	0.07523939808481532
Rcan2	0.05991587155022057
Rell2	0.14923591212989495
Reln	0.03991536020005771
Rem2	0.10411191182704536
Reps2	0.2335766423357664
Retn	0.07894271396285743
Rfx2	0.04646008083793298
Rgmb	0.0821152192605331
Rgs11	0.0760667135703348
Rgs17	0.0477088948787062
Rgs4	0.08161321054302953
Rgs7bp	0.0900224067483854
Rgs8	0.02214114983016732
Rhbdl1	0.03374180186399724
Rhof	0.001000301075147794
Rhov	0.058028759736369076
Rimbp2	0.07853042479908151
Rimkla	0.05860211564669999
Rims1	0.1090974126624538
Rims3	0.05017000377786174
Rims4	0.018830525272547083
Ripk4	0.042176432710882165
Rit2	0.1135391110857534
Rnasel	0.24725727986924376
Rnf112	0.2814819109461966
Rnf152	0.01984260442590973
Rnf157	0.06529907586066823
Rnf165	0.10943974058728156
Rnf208	0.11862107940096073
Rnf39	0.12570522511892032
Rnpc3	0.12846320346320345
Robo1	0.041401537063052635
Robo2	0.04988099960333201
Rph3a	0.04654309295088622
Rpp25	0.002995153219646949
Rps6kl1	0.15807314897413022
Rsph4a	0.18652812611967035
Rspo2	0.03257558003280993
Rspo3	0.1266560678325384
Rtbdn	0.011754386895635826
Rtn1	0.17951206885394422
Rtn2	0.15499029963354172
Rufy3	0.08313088369268146
Rundc3b	0.06072874493927125
Runx1t1	0.04845748683220467
Rxfp1	0.12799321890230986
Ryr2	0.020288059470342262
Samd10	0.0641320242322958
Samd14	0.04889764749353369
Samd3	0.12541332073689182
Sarm1	0.04129032258064515
Satb2	0.013278216209445071
Sbk1	0.020964781461511987
Scg2	0.14843588862151946
Scg5	0.10994841562269712
Scn1a	0.02686258753300425
Scn2b	0.08074586567667902
Scn3a	0.04029953690018721
Scn3b	0.1104495225834138
Scn4b	0.16291205294641722
Scn5a	0.04063378481983133
Scrt2	0.03630053465903761
Scube3	0.03297520661157025
Sdk2	0.034830046160302136
Sdsl	0.024113870409715202
Sema3a	0.03685163489189477
Sema4g	0.07761494100841225
Sema6c	0.15866654522269785
Sept6	0.06470826345920315
Serf1	0.07240356083086054
Serpini1	0.06137273007079101
Sertad4	0.2204155374887082
Sez6l2	0.0618786424408639
Sfrp4	0.06327947845804989
Sgip1	0.08936708860759493
Sgsm1	0.0298547606239914
Sgtb	0.04291214560728037
Sh3gl2	0.01653516870908175
Sh3rf3	0.12257766840972008
Sh3yl1	0.058769771528998226
Shank2	0.10657439446366783
Shisa2	0.04713049054184034
Shisa6	0.11176249530251783
Sidt1	0.07761385503527903
Six3	0.053024736713201084
Slc12a5	0.01070229434806939
Slc16a14	0.0027456987025195924
Slc17a6	0.015917266187050357
Slc17a8	0.04675304993559142
Slc18a2	0.05827234799261336
Slc18a3	0.0156702472926752
Slc1a6	0.04890140155456271
Slc22a15	0.07530234315948603
Slc24a2	0.1427337300825494
Slc24a3	0.024335031126202604
Slc25a27	0.22892962494732405
Slc27a2	0.09838941157710092
Slc27a3	0.111871866976403
Slc2a13	0.1329132913291329
Slc2a3	0.1128804417619109
Slc32a1	0.0009996120908304241
Slc34a3	0.08594742311689313
Slc35d3	0.09724519887794
Slc35f4	0.0765807962529274
Slc38a1	0.2772709242364141
Slc38a4	0.06925862961046643
Slc45a1	0.04369913147976184
Slc4a10	0.03721998851234922
Slc4a3	0.06866813115287608
Slc5a7	0.05481393094190469
Slc6a15	0.0558580713156508
Slc6a17	0.02966499019691416
Slc6a7	0.02892271028543574
Slc7a14	0.02719875153271653
Slc7a4	0.00965718161358942
Slc8a3	0.0476039016115352
Slc9a6	0.05238491980837325
Slco5a1	0.1646398503274088
Slit1	0.06329903336451513
Slitrk4	0.05310902193633516
Smarca1	0.049343353829803385
Smpd3	0.10151371807000947
Snap47	0.1281487405037985
Sncb	0.2202080023111368
Snrpn	0.06528549772612431
Sntb1	0.0582387613266473
Sntg2	0.10876451953537487
Sobp	0.09069185252617204
Sox11	0.03479620405046722
Sp9	0.029174365457551293
Spats2l	0.14159517540134206
Spdef	0.03506142265958487
Sphkap	0.22288636036295548
Spint2	0.07488939246789683
Spire2	0.08618988902589397
Spock1	0.07337526205450734
Spock3	0.0802623732856291
Srgap3	0.0221882951653944
Srrm3	0.12290896284557143
Ss18l1	0.023845494263198725
Ssbp2	0.0046880634691669676
Sst	0.14283623591394706
Sstr2	0.04744290768735928
Sstr4	0.04614689108359995
St8sia2	0.040637191157347215
St8sia3	0.04830339321357285
Stbd1	0.4801493870260616
Stk32b	0.04023380069566464
Stk32c	0.0021351657774938567
Stmn1	0.013976083707025409
Stmn3	0.014765707397920746
Stx1b	0.06053092805540119
Stxbp1	0.007027471023090264
Stxbp5l	0.06074342701722575
Sult4a1	0.002011632300409339
Susd2	0.02094051601491906
Sv2a	0.016430594900849856
Sv2b	0.06454866364094805
Sv2c	0.03140664160401002
Svop	0.031440425256061194
Syn1	0.05795688441122305
Syn2	0.1168320539224864
Syngr3	0.08118269292041039
Synpr	0.1099763673193788
Syp	0.042033159492488516
Syt1	0.021374764595103582
Syt13	0.10748447726128543
Syt14	0.1542124186182101
Syt16	0.2022318378501481
Syt17	0.059969088098918086
Syt2	0.01839885119368156
Syt4	0.05416
Syt6	0.06534679089026915
Syt9	0.054907212550220005
Tac1	0.07649908134290964
Tac2	0.15532798228618874
Tacr1	0.053860250179268584
Tas1r1	0.19643341470029835
Tbc1d24	0.11637390213299875
Tbc1d30	0.07081444427075191
Tbr1	0.01755713637051612
Tcerg1l	0.1555848145709897
Tdrd6	0.1385905407951762
Tekt2	0.11620553359683795
Terf2ip	0.1349741961095673
Tert	0.15021895253109127
Tex15	0.3041525928869461
Thsd7a	0.0719382974122396
Thsd7b	0.14709371293001186
Thy1	0.1831314072693383
Tiam2	0.09372403896986632
Tm4sf5	0.06722654310772795
Tmem145	0.057500432550896825
Tmem150c	0.05218446601941748
Tmem151b	0.028569776184142037
Tmem158	0.003775684707020268
Tmem169	0.10592392820608204
Tmem178	0.04416291735732891
Tmem198	0.09805483635397996
Tmem200a	0.05305497031220072
Tmem28	0.2177336276674025
Tmem30c	0.19082508250825087
Tmem59l	0.008804510276861155
Tmem63c	0.10130211444271893
Tmod2	0.05981757760022626
Tmtc4	0.11345124505468933
Tnfaip8l3	0.06675276454919687
Tnrc6c	0.16041625760848222
Trhde	0.07977715877437326
Trim32	0.05757742854517048
