Gm10799	-1	2	104068047	104068550
AC125149.3	-1	GL456210.1	9124	58882
Gm10197	-1	19	53371566	53371766
Gm10234	1	6	95322112	95322210
Gm10337	1	15	102503722	102503886
Gm17571	-1	9	13444034	13446753
A730071L15Rik	1	11	6200029	6201643
Gm10959	-1	3	122913070	122919360
Fbxl15	1	19	46328184	46330446
Gm21913	1	Y	74623896	74624978
Gm17349	-1	15	99702176	99705490
Gm17482	1	6	115227343	115259294
Gm17535	1	9	3034599	3035805
Gm10226	1	17	21691860	21692114
Gm10309	-1	17	86497732	86505232
AC125149.5	-1	GL456210.1	108390	110303
Gm26602	1	10	79910856	79911140
Gm26566	1	4	88721805	88722842
Gm11034	-1	8	72213494	72213636
Gm10521	1	1	171895664	171898237
Gm10770	-1	2	150178882	150179679
Gm10718	1	9	3023547	3025218
Gm21891	-1	Y	13132950	13133492
Vmn1r216	1	13	23099071	23100129
Gm21904	-1	Y	17845724	17846266
Gm10428	1	11	62753100	62753498
Gm10139	1	13	65512678	65512848
Gm16367	1	JH584299.1	477246	480331
AC133095.1	1	JH584299.1	921942	924675
Vamp7	-1	GL456233.1	10738	39148
Ccl21b	-1	JH584293.1	60162	60827
Gm10203	1	6	149130170	149130710
AC168977.2	-1	GL456212.1	31967	34932
Gm21958	-1	3	54713176	54714353
Gm21921	-1	Y	24795161	24796243
G530012D18Rik	1	1	85575676	85577295
Gm10931	1	JH584294.1	137009	137560
Gm10643	-1	8	84063561	84065137
Kiss1	1	1	133321875	133329901
Gm10190	-1	17	80373218	80373541
A230072I06Rik	1	8	12278819	12280657
Gm21903	-1	17	39042634	39043341
Gm21764	-1	Y	18061270	18061812
Gm10135	-1	5	72965808	72974702
Gm21954	-1	3	55461985	55472210
Gm10719	1	9	3017408	3021593
Gm11172	1	16	10812915	10812994
Gm21836	-1	9	124493731	124493793
AC087559.3	-1	GL456350.1	23801	25222
Gm10800	-1	2	98666547	98667301
Ifi204	-1	1	173747293	173766943
Ldlr	1	9	21723483	21749919
Apoa5	1	9	46268633	46271919
Map3k19	-1	1	127814791	127855031
Maff	1	15	79346621	79359076
Got1l1	-1	8	27197459	27223828
Gm5426	1	10	96136603	96136914
Cep170	-1	1	176733653	176814067
Cemip2	1	19	21778342	21858360
Pin4	1	X	102119447	102127669
Fam209	1	2	172472520	172474331
Mllt6	1	11	97663414	97685463
Cast	-1	13	74692368	74808810
Rab5a	1	17	53479234	53507680
Flt1	-1	5	147561604	147726011
Col1a1	1	11	94936224	94953042
Hmgn5	-1	X	109004534	109013404
Ercc6l	-1	X	102141716	102157091
Rp1l1	1	14	63992506	64035025
Apoa2	1	1	171225054	171226379
Vmn2r74	-1	7	85944614	85961629
Dlgap5	-1	14	47387779	47418407
Pp2d1	-1	17	53507460	53539451
Fkbp5	-1	17	28399094	28517527
Rps4x	-1	X	102184941	102189394
Smim11	1	16	92301286	92313041
Tmem119	-1	5	113793729	113800516
Egf	-1	3	129677565	129755316
Slc30a7	-1	3	115938973	116007406
Slc39a8	1	3	135825279	135888572
Sh3bgrl	1	X	109095365	109197873
Strip1	-1	3	107612532	107631694
Kcnk10	-1	12	98429437	98578310
Vmn2r25	-1	6	123821646	123853463
Pacsin1	1	17	27655509	27711482
Gm6377	1	X	109196756	109200439
Mrpl52	1	14	54426909	54429756
Vmn2r24	1	6	123778879	123824912
Nav1	-1	1	135434580	135688105
Uqcr11	-1	10	80402997	80406830
Apol9a	-1	15	77403789	77411135
Dmtn	-1	14	70601263	70636048
Apobec3	1	15	79891659	79915906
Thap2	-1	10	115368404	115384443
Fcer1g	-1	1	171229572	171234365
Dab2ip	1	2	35558266	35730994
4921524J17Rik	-1	8	85408759	85432833
Edem2	-1	2	155701677	155729475
Cat	-1	2	103453849	103485160
Stk31	1	6	49395604	49469501
Kdelr3	1	15	79516411	79527739
Selplg	-1	5	113818536	113832644
Prmt3	1	7	49778346	49858265
Elavl4	-1	4	110203722	110351909
Atp5h	-1	11	115415689	115419962
Spata45	1	1	191036639	191042942
Atp11c	-1	X	60223290	60592698
1700066M21Rik	1	1	57377620	57385423
Gm2411	1	X	123346764	123378718
Pja1	-1	X	99465734	99471273
Dpyd	1	3	118562129	119432924
Cldn34c2	1	X	123576286	123602172
Prss55	-1	14	64075438	64090162
Vmn2r75	-1	7	86145286	86171778
Hsf1	1	15	76477422	76501913
Mndal	-1	1	173849126	173880881
Sp4	-1	12	118234933	118301440
Asb17	1	3	153844209	153855082
Hmgcr	-1	13	96648967	96670936
Prss51	1	14	64086234	64097678
Dapp1	-1	3	137931007	137981545
Gm17359	1	3	79336661	79464129
Fnip2	-1	3	79455974	79567796
Pth2r	1	1	65282056	65389244
Slc22a2	1	17	12584132	12628488
Nelfcd	1	2	174415804	174427502
Acoxl	1	2	127838876	128123873
Kat2b	1	17	53566861	53672720
Bcorl1	1	X	48341358	48408049
Slc5a5	-1	8	70882889	70892757
Rnf212	-1	5	108729290	108774982
Bank1	-1	3	136053363	136326066
Slc5a11	1	7	123214780	123273253
1700012B09Rik	-1	9	14756587	14771030
Bend6	-1	1	33852052	33907816
Galr3	1	15	79041885	79043558
Foxred2	-1	15	77940522	77956722
Gcat	1	15	79030874	79038353
Sp8	1	12	118846329	118852576
Doc2b	-1	11	75768966	75796049
Cyb5a	1	18	84838704	84879871
Sumf2	1	5	129846986	129864050
Smim24	1	10	81393051	81395392
Tmem28	1	X	99821021	99848790
Olfr1381	1	11	49543449	49556127
Cdc27	-1	11	104502745	104550620
Ints9	1	14	64950045	65039835
AC147806.1	-1	1	85484252	85485142
Olfr1380	1	11	49556878	49565859
Slc22a1	-1	17	12648869	12675829
Sh3d21	-1	4	126150602	126163491
Txndc8	-1	4	57984027	58009124
Galnt13	1	2	54436317	55118309
Wdr13	-1	X	8123301	8132892
Tpo	-1	12	30054659	30132624
Gcat	1	15	79030901	79042531
Gpt2	1	8	85492576	85527560
Pwwp2b	1	7	139248482	139269903
Tpcn1	-1	5	120534153	120588673
Bricd5	1	17	24473884	24475469
Ctsz	-1	2	174427493	174439039
Gm7073	-1	X	60436052	60539249
1700129C05Rik	-1	14	59133040	59142893
Vapa	-1	17	65578327	65613555
Mycbpap	-1	11	94501347	94521742
Procr	1	2	155751117	155755471
Btbd35f4	1	X	4800496	4801986
Lpgat1	1	1	191717834	191784255
Rpl18a	-1	8	70894722	70897412
Tatdn3	-1	1	191045826	191062932
Lbhd2	1	12	111406809	111412090
Gm5945	1	X	124015997	124041521
D16Ertd472e	-1	16	78540338	78576708
Mlst8	-1	17	24473551	24479078
Uhrf1	1	17	56303321	56323486
Rp1	-1	1	3999557	4409241
Spdef	-1	17	27714352	27728955
Mmp14	1	14	54431612	54445364
Zfp426	-1	9	20468549	20492746
Sh3bp2	1	5	34525838	34563641
St13	-1	15	81363669	81400077
Vmn2r26	1	6	124024568	124065806
Olfr101	-1	17	37297556	37304313
Srpk3	1	X	73774405	73778925
Npb	1	11	120608477	120609093
Cdkl2	-1	5	92006074	92043883
Gm5142	-1	14	59158503	59178749
Clptm1l	1	13	73604006	73620605
Otof	-1	5	30367062	30461932
Lmx1b	-1	2	33560965	33640608
Psmd7	-1	8	107580381	107588464
Phkg1	-1	5	129863421	129898549
Olfr102	-1	17	37311795	37317054
Parp1	1	1	180568924	180601254
Cbx7	-1	15	79915807	79971119
Gm49804	-1	17	27580780	27635222
Timm21	-1	18	84946191	84951524
Snrpc	1	17	27838150	27851968
Olfr103	-1	17	37334303	37339698
Olfr104-ps	1	17	37359582	37363993
Tsga8	-1	X	83486678	83487924
Ms4a20	-1	19	11096816	11130876
Olfr105-ps	1	17	37379033	37386208
Dmd	1	X	82948870	85206141
Ifi211	-1	1	173896345	173913046
Dpt	1	1	164796644	164824266
Atf2	-1	2	73816509	73892639
Commd7	-1	2	153616933	153632781
Gnai2	-1	9	107614125	107635367
Xcl1	-1	1	164931644	164935527
Abcb5	-1	12	118867824	118966421
Megf8	1	7	25317164	25365917
Zbed5	1	5	129895723	129903623
Xkr7	1	2	153031852	153055775
Mvb12a	1	8	71542922	71548085
Apol7b	-1	15	77422209	77447492
Fam243	-1	16	92318765	92321441
Evi2	-1	11	79513385	79530589
Gm5105	-1	3	138048761	138067388
Nudt3	-1	17	27579382	27623495
Btbd35f27	1	X	4952135	4954077
1110002E22Rik	1	3	138065052	138081506
4933402J07Rik	1	8	87563853	87589424
Mad2l1bp	-1	17	46147387	46153553
Fbxo15	1	18	84934782	84981473
Chchd2	-1	5	129881156	129887470
Kcne1	-1	16	92345982	92359468
AC147806.2	1	1	85526602	85552178
Xrn2	1	2	147012996	147078000
Clec2h	1	6	128662385	128677374
Cidec	-1	6	113424634	113435760
Ins1	1	19	52264297	52265476
Metrnl	1	11	121701544	121716306
Extl2	1	3	116007462	116029017
Slc12a5	1	2	164960802	164999731
Rfc3	-1	5	151642756	151651242
Tmed11	-1	5	108777235	108795363
Thrb	1	14	17660261	18038090
Rbm20	1	19	53677306	53867080
Arrb1	1	7	99535466	99606771
Naxe	-1	3	88056520	88058495
Insc	1	7	114743694	114850383
Crybg3	-1	16	59490775	59600979
Slc38a3	-1	9	107650634	107669530
Atxn7l3	-1	11	102289300	102296631
Vmn2r8	-1	5	108791843	108808850
Vmn2r121	-1	X	124124961	124135952
Adat1	-1	8	111966908	111992302
Bcl2l11	1	2	128126038	128162547
Ppp1r15b	1	1	133131143	133139783
Ubox5	-1	2	130590002	130630038
Spink14	1	18	44027869	44032417
Ces4a	1	8	105131800	105150109
Ccm2l	1	2	153065955	153081735
Xpnpep1	-1	19	52931926	53040214
Gpr1	-1	1	63182691	63214543
Chic2	-1	5	74997988	75044774
Tubb1	1	2	174450695	174457882
Tubgcp5	1	7	55794154	55831677
Ireb2	1	9	54863789	54912530
Scn8a	1	15	100869858	101045938
Uhrf1bp1	1	17	27856441	27900041
Atp5e	-1	2	174461072	174464105
Pnpla2	1	7	141455198	141460743
Slc28a2	1	2	122426477	122461137
Tfap2c	1	2	172549593	172558622
Riox2	1	16	59471775	59492461
Klrb1	-1	6	128705836	128723059
Fastkd5	-1	2	130613840	130630027
Dnmt3b	1	2	153649450	153687730
Sox17	-1	1	4490931	4497354
Ly6i	-1	15	74979534	74983430
Plb1	1	5	32232708	32366520
Vmn2r9	-1	5	108835273	108852601
Msh4	-1	3	153857149	153906138
Trim29	1	9	43310848	43336115
Lzts3	-1	2	130632839	130642803
Tmem221	-1	8	71554238	71558871
Rph3al	-1	11	75830999	75938429
Cradd	-1	10	95174746	95324133
Cited1	-1	X	102247381	102252181
Zdbf2	1	1	63273265	63314576
Nxnl1	-1	8	71560555	71566601
BC029722	-1	2	155817730	155819426
BC034090	-1	1	155212471	155244444
Btg1	1	10	96617006	96622809
Taf11	-1	17	27901122	27909844
Mmp24	1	2	155775342	155818366
Smn1	1	13	100124852	100137690
Hspb11	1	4	107253593	107279938
Txndc2	-1	17	65637507	65642168
Efhd2	-1	4	141858142	141874920
Btbd10	-1	7	113315626	113369392
Cfap126	1	1	171113918	171126967
Tmem52	1	4	155469114	155470858
Mcpt8	-1	14	56082166	56085273
Zfp780b	-1	7	27959135	27979171
Mrpl54	-1	10	81264713	81266934
Vmn2r10	-1	5	108990063	109006527
Mpi	-1	9	57544256	57552763
Ifi203	-1	1	173920407	173942672
Slc12a8	1	16	33517328	33664135
Kcnab1	1	3	64949196	65378223
Tbx20	-1	9	24718138	24774303
Brap	1	5	121660563	121687256
Zfp850	-1	7	27984854	28014115
Rab31	-1	17	65651729	65772752
Olfr106-ps	1	17	37390393	37396252
1700016K19Rik	1	11	75999912	76003569
Rit1	1	3	88716838	88731049
Elf4	-1	X	48411046	48463132
Npy	1	6	49822710	49829507
Hdac8	-1	X	102284639	102505359
Thrap3	-1	4	126164082	126202760
Nsl1	1	1	191063012	191086474
Spc24	-1	9	21755442	21760303
Slc27a6	1	18	58556257	58612773
Elfn2	-1	15	78667331	78718771
Masp2	1	4	148602554	148615499
Creb3l1	-1	2	91982328	92024502
Spred1	1	2	117121374	117182279
Sdc3	1	4	130792537	130826319
Ctsg	-1	14	56099881	56102574
Dnajb1	1	8	83608193	83612653
Olfr107	1	17	37399226	37407477
Prss52	1	14	64104286	64113755
Gzme	-1	14	56117626	56120625
Ptchd3	1	11	121830247	121843423
Pld4	1	12	112760655	112768990
Dsp	1	13	38151294	38198577
Sgo1	-1	17	53674786	53689333
Pcyt2	-1	11	120610087	120617936
Fubp1	1	3	152210422	152236826
Ctag2l1	-1	X	74480287	74481399
Kbtbd8	1	6	95117240	95129790
Gzmd	-1	14	56129556	56132608
Get4	1	5	139252324	139270051
Gpr165	1	X	96713441	96719388
Lca5l	-1	16	96158407	96192271
Gtpbp2	1	17	46161032	46169370
Srsf6	1	2	162931528	162937121
Rbm25	1	12	83631236	83683123
Cbs	-1	17	31608894	31637238
Vmn2r11	-1	5	109043360	109059569
Prex1	-1	2	166566342	166713832
Batf3	1	1	191097847	191108945
Nr5a1	-1	2	38692656	38714542
Rflnb	-1	11	76019194	76027782
Tardbp	-1	4	148612382	148627019
Selenbp2	1	3	94693556	94704413
Fblim1	-1	4	141576062	141606096
Gkn1	-1	6	87345650	87350942
Fam83c	-1	2	155827548	155834854
Flt4	1	11	49609263	49652739
Sf3a2	1	10	80798198	80804924
Msra	-1	14	64122625	64455903
Rab3gap1	1	1	127868773	127943868
Cbfb	1	8	105170674	105217989
Gramd2	1	9	59680144	59718874
Tagln	-1	9	45929619	45936058
Eif6	-1	2	155819832	155826925
Zbtb14	1	17	69383050	69391199
Hmcn1	-1	1	150562524	150993435
Erap1	1	13	74639568	74693201
Gm49496	-1	13	111439229	111549947
Gpbp1	-1	13	111425680	111490111
Bace1	1	9	45838580	45864399
Plekhj1	-1	10	80796099	80798626
Lrit3	-1	3	129787881	129804030
Apol10a	1	15	77477047	77491069
Adamts16	-1	13	70727802	70841811
Ms4a19	-1	19	11139664	11165320
Tmem184b	-1	15	79360684	79403569
Dcun1d4	1	5	73481000	73560794
Bcas2	1	3	103171655	103179166
Btbd19	-1	4	117119219	117125725
Trps1	-1	15	50654752	50890463
Gipc1	1	8	83652677	83664694
Ifi202b	-1	1	173962568	173982744
Ttc27	1	17	74717732	74863570
Fam98b	1	2	117249739	117271540
Tacc1	-1	8	25154552	25256588
Fhad1	-1	4	141890438	142015082
Prelid3b	-1	2	174465067	174473081
Olfr1200	-1	2	88763511	88770488
Brox	-1	1	183276352	183297269
Olfr1201	1	2	88793036	88796827
Ahnak2	-1	12	112772194	112802657
Unk	1	11	116030322	116061214
Olfr1202	1	2	88814496	88820711
Mre11a	1	9	14784654	14837123
Slc35d2	-1	13	64096308	64129368
Jagn1	1	6	113442569	113448229
Vcam1	-1	3	116109949	116129688
Rita1	-1	5	120594305	120612589
Ppm1d	1	11	85311244	85347066
Cnfn	-1	7	25367620	25369724
Avil	1	10	127000709	127020994
Kars	-1	8	111993443	112011323
Zfp423	-1	8	87661810	87959595
Olfr920	1	9	38752299	38760117
Inpp5a	1	7	139389109	139579652
Gnat1	-1	9	107674474	107679712
Gm7903	1	X	135433835	135443830
Zfp831	1	2	174643534	174710832
Lrrc3	-1	10	77897575	77902536
Spink6	1	18	44071393	44083611
Olfr108	1	17	37445480	37446517
Rbmx	-1	X	57383530	57393036
Epha3	-1	16	63543534	63864175
Tbx19	-1	1	165137855	165160773
Rcan3	-1	4	135412308	135433853
Tie1	-1	4	118471191	118490061
AV320801	1	X	135494588	135504594
Slc6a5	1	7	49910146	49963856
Iqcd	1	5	120589016	120607118
Rnf214	-1	9	45863425	45906911
Galnt12	1	4	47091909	47123070
Edn3	1	2	174760619	174784042
Olfr921	1	9	38773068	38779021
Senp8	-1	9	59734259	59750710
A630001G21Rik	-1	1	85717083	85778643
Olfr1205	1	2	88829737	88837104
Apol11a	1	15	77508271	77518051
Pgr15l	1	X	97072596	97082104
Tra2b	-1	16	22244549	22266005
Nkx2-4	-1	2	147083316	147085445
Crygf	1	1	65926520	65928307
Idh3g	-1	X	73778963	73786897
Olfr109	1	17	37458916	37471590
Kcnj3	1	2	55435970	55598145
Fam71a	-1	1	191162584	191164817
Rsad1	-1	11	94539798	94549255
Sema3f	-1	9	107681500	107710475
Gm14444	1	2	175010241	175019248
Olfr922	1	9	38814614	38819195
Nxf7	-1	X	135579555	135598777
Map3k6	1	4	133240818	133252929
Olfr923	1	9	38826545	38830300
4932411N23Rik	-1	X	126812462	126815868
Gsx2	1	5	75075601	75077893
Gm14393	-1	2	175061549	175067781
Ppp3ca	1	3	136670124	136937727
Hcfc2	1	10	82696160	82742428
Lss	1	10	76531588	76557138
Nkx2-2	-1	2	147177546	147194243
Xpnpep3	1	15	81400138	81457482
Retreg1	1	15	25843180	25973687
Tmdd1	-1	15	101046342	101047397
Fignl2	-1	15	101050194	101078567
Myh10	1	11	68691559	68816632
Ankrd49	-1	9	14779618	14784856
Aida	1	1	183296590	183325476
Ankrd33	1	15	101115755	101120040
Gas7	1	11	67455091	67688990
Rrn3	1	16	13780708	13814839
H2-M2	-1	17	37480851	37483552
Tsfm	-1	10	127011572	127030840
Il7r	-1	15	9505788	9530176
Naip2	-1	13	100144063	100202092
Tram1	-1	1	13564698	13589910
Extl3	-1	14	65052060	65149855
Lipe	-1	7	25379527	25398710
Nkx6-2	-1	7	139579376	139582797
Ttc24	-1	3	88069410	88078304
Olfr1204	1	2	88849292	88857920
Eps8	-1	6	137477245	137654876
Cfap100	-1	6	90403479	90428797
Olfr924	1	9	38844449	38851495
Mas1	-1	17	12841079	12868143
Dhx33	-1	11	70984091	71004437
Ifi205	-1	1	174011998	174031810
Cnga4	1	7	105404568	105408742
Sft2d2	-1	1	165174337	165194438
Yy1	1	12	108792973	108820148
Herpud1	1	8	94386438	94395377
P2rx7	1	5	122643911	122691432
Acvrl1	1	15	101128522	101145336
Olfr433	1	1	174040705	174044411
Psmc6	1	14	45329788	45349705
Adap1	-1	5	139271876	139325622
Eda	1	X	99975606	100400762
Ddrgk1	-1	2	130653960	130664659
Dnajb7	-1	15	81406926	81408299
Hykk	1	9	54917283	54949924
Smco2	1	6	146850104	146871406
Gm14399	-1	2	175129493	175142012
Apol7c	-1	15	77524852	77533316
Eda2r	-1	X	97333840	97377216
Gm382	1	X	127039972	127063986
Zdhhc4	-1	5	143316489	143329256
Vmn2r12	-1	5	109083824	109097950
Rcvrn	1	11	67695326	67703333
Olfr26	1	9	38855060	38855990
Heatr5a	-1	12	51875871	51971321
Tpbgl	-1	7	99624082	99627103
4921511C20Rik	1	X	127394293	127395898
Sting1	-1	18	35733679	35740554
Olfr110	1	17	37492468	37500207
Igf2r	-1	17	12682406	12769664
Gm14443	-1	2	175166255	175175871
Akain1	1	17	69439326	69489233
Vmn2r13	-1	5	109152940	109192199
Glp2r	-1	11	67661502	67771153
Cldn34c4	-1	X	127721182	127736554
Dgkh	-1	14	78558750	78732776
Dnaja2	-1	8	85537633	85555344
Stmn2	1	3	8509360	8561606
Olfr926	1	9	38877126	38878176
Suclg2	-1	6	95473009	95718800
Vmn2r14	-1	5	109211534	109224708
Olfr432	1	1	174049205	174054752
Gm14391	-1	2	175191065	175206917
Ly6a	-1	15	74994877	74998031
Itgb8	-1	12	119158022	119238802
Aifm1	-1	X	48474944	48513563
Gpr88	-1	3	116249654	116253503
Zxdc	1	6	90369492	90403490
Zpr1	1	9	46273064	46282643
Btd	1	14	31641028	31668579
Vmn2r15	-1	5	109285670	109297644
Eml4	1	17	83350931	83480361
Fbxo39	1	11	72314444	72319416
Sult1c2	-1	17	53829637	53846339
Rabggtb	-1	3	153907287	153913009
Ptbp2	-1	3	119718742	119784466
Eif2ak4	1	2	118388618	118475234
Plk3	-1	4	117128655	117133963
Coq5	1	5	115279666	115296972
Stam2	-1	2	52691664	52742281
Hacl1	-1	14	31598730	31641286
Atxn3	-1	12	101918901	101958246
Ccdc88c	-1	12	100911523	101029056
Atf3	-1	1	191170296	191218039
Mybpc3	1	2	91118144	91136516
Rad52	1	6	119902698	119922828
Arl6	-1	16	59612949	59639391
Map1s	1	8	70905932	70917529
Foxr1	-1	9	44433773	44441136
Klra2	-1	6	131219223	131247362
Usp9x	1	X	13071498	13173328
Clba1	1	12	112808937	112816252
Ahcyl1	-1	3	107663118	107696560
1700025B11Rik	-1	15	77558239	77561892
Lck	-1	4	129548344	129573641
Olfr430	1	1	174066605	174072273
Rbm5	-1	9	107740371	107770996
Upk2	-1	9	44452715	44454976
Gkn2	1	6	87373357	87379497
Nenf	-1	1	191306789	191318194
Pcsk7	1	9	45906497	45929726
Ceacam2	-1	7	25516042	25539857
Dennd4b	1	3	90265185	90280669
Laptm5	1	4	130913125	130936141
Olfr429	1	1	174084331	174091343
Nr6a1	-1	2	38723370	38927688
Kdm6b	-1	11	69398508	69413675
Ar	1	X	98148769	98323215
Isoc1	1	18	58659466	58680368
Ssr4	1	X	73787028	73790830
Trim33	1	3	103279293	103358775
Prame	-1	X	135613002	135627705
Psmd11	1	11	80428615	80473248
Tcp11x2	-1	X	135654698	135693790
Acvr1b	1	15	101174067	101213684
Tctex1d4	1	4	117126794	117128738
Rpl12	1	2	32961559	32965345
Epha6	-1	16	59653483	60605531
Psmc4	-1	7	28041707	28050101
Pcif1	1	2	164879304	164894454
Sdccag8	1	1	176814660	177020437
Hils1	1	11	94967593	94968456
L3mbtl1	1	2	162943472	162974522
Sgca	-1	11	94962791	94976327
Dhdds	-1	4	133969028	134000918
