Gene name	pvampyrus_dNdS
Aste1	0.3477289650037231
Asxl1	0.4099129269926323
Asxl2	0.2995735607675906
Atad2b	0.09047089358546534
Atad3a	0.042898369861945236
Atat1	0.2457525313197185
Ate1	0.2166770963704631
Atf1	0.08186195826645266
Atf2	0.0179552949798461
Atf5	0.10244868563197697
Atf6	0.14434443118967574
Atf6b	0.1552975326560232
Atg10	0.15827338129496404
Atg12	0.13931297709923662
Atg13	0.0630327056491576
Atg16l1	0.07747440273037544
Atg16l2	0.15726252568357832
Atg2a	0.1153480797937305
Atg3	0.028830313014827018
Atg4b	0.059603340292275576
Atg5	0.05422116527942925
Atg9a	0.027227722772277224
Atic	0.0724898694281855
Atl1	0.05210377152823197
Atmin	0.19166192373363689
Atoh8	0.12165820642978005
Atp11a	0.0570662227155013
Atp11c	0.12661290322580646
Atp13a5	0.18377976190476192
Atp1a1	0.019494487765528368
Atp1a2	0.006898454746136866
Atp1a3	0.006589233861961134
Atp1b3	0.4394655704008222
Atp2a2	0.014433919711321606
Atp5b	0.036898920510304224
Atp5c1	0.05086047940995697
Atp5d	0.019979101358411702
Atp5f1	0.2282638697212255
Atp5j	0.3315799361262446
Atp5j2	0.2057946314443971
Atp5o	0.11095996890788963
Atp6v0b	0.025406152782578642
Atp6v0c	0.06635002878526196
Atp6v1a	0.016672642524202218
Atp6v1b2	0.020267611176702092
Atp6v1d	0.014427860696517409
Atp6v1g1	0.06494661921708185
Atp6v1h	0.02018522916171931
Atp8b2	0.03609278144371126
Atpif1	0.2321409728817136
Atr	0.11909218530650445
Atrn	0.07806513409961685
Atxn10	0.1541157727031333
Atxn3	0.17370325693606758
Atxn7l1	0.21049475262368814
Atxn7l2	0.1819848127782142
Atxn7l3	0.023937600860677786
AU021092	0.1988280460699131
AU022252	0.2382145297198816
AU040320	0.24643493761140825
Auh	0.06874796040465572
Aurka	0.09161290322580644
Aurkb	0.10873533246414603
AW554918	0.3131351869606903
Axin1	0.0854417803682607
Axin2	0.06671490593342982
B230118H07Rik	0.4111644657863145
B2m	0.009291125662055557
B3galnt2	0.10845743186288284
B4galt1	0.20224922909486667
B4galt2	0.08065080475857242
B4galt3	0.039443535188216035
B4galt4	0.17412620591491382
B9d1	0.08493322203672787
Bach1	0.16466245981664485
Bach2	0.10892134436037304
Bad	0.25035360678925034
Bag2	0.039194219400043785
Bag3	0.19444972438699867
Bag4	0.19601638123603876
Bag6	0.0931818181818182
Bahd1	0.13361633313119065
Baiap2	0.030076371939217382
Bak1	0.17419049870007092
Bambi	0.03789154597507578
Banf1	0.14607237422771402
Baz1a	0.10842969666499078
Bbip1	0.21677162744448125
Bbx	0.17928589516333251
BC004004	0.2279606053326928
BC005624	0.02116821371971927
BC017158	0.219002201027146
BC028528	0.6291917038185695
BC031181	0.30969267139479906
BC052040	0.07586004116436341
Bcan	0.14819925486408167
Bcap31	0.1595289079229122
Bccip	0.24100891915220105
Bche	0.1375253036437247
Bckdk	0.04085257548845471
Bcl10	0.053985603838976284
Bcl2	0.0925056511910972
Bcl2l11	0.20851314240878774
Bcl2l12	0.10441767068273093
Bcl2l13	0.23521977250386186
Bcl3	0.14296223639038744
Bcl6	0.04684418145956607
Bcl9	0.0929727595736281
Bcl9l	0.07318652849740932
Bclaf1	0.055315704263356726
Bcor	0.1439535366106617
Bcorl1	0.14162265962554008
Bdkrb2	0.06500600240096037
Bend3	0.05771379741010978
Best1	0.2521842303958581
Bfar	0.0923694779116466
Bhlhe40	0.07446966325470998
Bicd2	0.04003040283759818
Bid	0.3088531187122737
Bik	0.2915371329879102
Birc2	0.14503311258278145
Bivm	0.13083743842364534
Bloc1s1	0.014392991239048813
Bloc1s2	0.06500389711613408
Blvra	0.2436604189636163
Blvrb	0.09826128569149783
Bmf	0.1429216527432829
Bmi1	0.03186137506987144
Bmp2k	0.21535864978902952
Bmpr2	0.05417481150516616
Bms1	0.13291942994214762
Bnip1	0.061457649376231126
Bnip3	0.02383939774153074
Boc	0.11604388069934865
Bod1	0.05799910541225585
Bola3	0.0679745095589154
Bphl	0.1872472783825816
Bpnt1	0.13911813251591607
Bptf	0.15977961432506887
Braf	0.057558716506781335
Brap	0.08674753948271917
Brd1	0.054829339143064634
Brd2	0.050895192114262716
Brd8	0.0965435041716329
Brf2	0.14607390300230946
Brpf1	0.3166417824738716
Brwd1	0.14880121781047825
Bsdc1	0.13325740318906604
Bspry	0.2397723777299293
Bst2	0.15615244760042538
Btaf1	0.04823959762231368
Btbd1	0.03508420208500401
Btbd3	0.03395953757225433
Btbd7	0.09398496240601503
Btd	0.15621317271179785
Btf3	0.0602182913059842
Bud13	0.21984047856430708
Bysl	0.06805676223573705
C030006K11Rik	0.0921700673434516
C130074G19Rik	0.18226652675760754
C1qbp	0.11544991511035654
C1qtnf1	0.07060489581225976
C1qtnf2	0.068059870093194
C1qtnf5	0.03990140194114928
C1qtnf6	0.13293152519671855
C2cd2l	0.12935323383084574
C530008M17Rik	0.27201376196107946
C8g	0.15275325092310166
Cabin1	0.0563670733803059
Cables1	0.12083579735856495
Cabp1	0.08857442348008385
Cachd1	0.02494497432134996
Cacybp	0.04769274057400113
Cad	0.06078431372549019
Cadm1	0.018329938900203662
Cadm4	0.011764705882352941
Calm1	0.014977533699450825
Calu	0.024734982332155483
Camk1	0.03288461538461539
Camk2n1	0.034312108215110534
Camkk2	0.05500127909951393
Camta2	0.11932938856015778
Canx	0.055523199378761406
Capn2	0.050896244930001305
Capn7	0.04695121951219512
Capns1	0.059446254071661236
Caprin1	0.03328741965105602
Capzb	0.08763897972531066
Car4	0.4053695724229367
Card10	0.05415642915642916
Casc3	0.097165991902834
Caskin2	0.10792838874680304
Casp2	0.1081326669695593
Casp8ap2	0.3338592615967182
Casq2	0.06268749353470571
Cat	0.11843393148450244
Cbfa2t3	0.061784207353827614
Cbfb	0.20317820658342792
Cbr4	0.10625
Cbx6	0.0797444089456869
Cc2d1a	0.12008923038790435
Cc2d1b	0.2283809126901438
Ccdc107	0.4486199906440044
Ccdc115	0.15298261060972929
Ccdc117	0.34167650531286897
Ccdc12	0.06323268206039077
Ccdc124	0.027046828255693267
Ccdc134	0.0882837049229388
Ccdc136	0.2498512790005949
Ccdc137	0.09698497152991692
Ccdc22	0.13101604278074866
Ccdc25	0.02437794216543376
Ccdc28a	0.06764325721671692
Ccdc28b	0.08768497003791123
Ccdc3	0.07618301823470186
Ccdc34	0.2846153846153846
Ccdc47	0.034934497816593885
Ccdc50	0.13722198908938316
Ccdc51	0.1360079669938825
Ccdc59	0.16959831976896822
Ccdc6	0.034417628541448066
Ccdc61	0.18521909744931328
Ccdc66	0.2704751590632192
Ccdc77	0.1440115788204077
Ccdc84	0.17611882716049385
Ccdc85a	0.07124728063814359
Ccdc86	0.29430491687301025
Ccdc88a	0.07161551272900309
Ccdc9	0.06287343834872351
Ccdc90b	0.2309397163120568
Ccdc91	0.08342016904017599
Ccdc97	0.05237498258810419
Cck	0.09366181897113088
Ccl25	0.22458369851007887
Ccl3	0.17618729096989966
Ccna2	0.09783646197900096
Ccnb1	0.1257590284435922
Ccnb2	0.09984691274026196
Ccnd1	0.036664059444661716
Ccnd2	0.08338751625487646
Ccnd3	0.037419573315272604
Ccndbp1	0.2727452923686819
Ccng1	0.09892473118279567
Ccni	0.15993046501521074
Ccnk	0.07671497584541064
Ccnt1	0.10777457836281364
Ccnt2	0.1653658536585366
Ccs	0.12171837708830548
Cct3	0.02720131316684253
Cct4	0.03256477299738531
Cct6a	0.08311874105865523
Cct8	0.028235678145911536
Ccz1	0.04286426316663898
Cd109	0.3197006613296206
Cd14	0.31232553145802017
Cd151	0.027211306018719395
Cd164	0.5796362023070097
Cd24a	0.3355056441289422
Cd300lg	0.5053646400248795
Cd320	0.26287212132559445
Cd34	0.476751269035533
Cd38	0.4507199602780536
Cd3eap	0.34268537074148303
Cd46	0.4154585685945368
Cd47	0.4382438082984883
Cd74	0.14834318006678654
Cd79b	0.26917808219178085
Cd81	0.039807094981199935
Cd83	0.30563754427390794
Cd9	0.07029736812122593
Cd93	0.2306501547987616
Cdan1	0.1510683760683761
Cdc123	0.07458115654836965
Cdc14b	0.213206940874036
Cdc16	0.030419419265632207
Cdc25a	0.14569874192451548
Cdc25b	0.1637323943661972
Cdc26	0.16825331125827814
Cdc42ep1	0.18015305482373606
Cdc42ep2	0.10435635243031237
Cdc42se2	0.03938963804116395
Cdc6	0.2699211908931699
Cdc7	0.2482337215963337
Cdca3	0.48360306643952294
Cdca5	0.2894152479644708
Cdca8	0.1935726084997747
Cdh13	0.04527320034692108
Cdk10	0.02680067001675042
Cdk13	0.08058217962371317
Cdk17	0.01172893136403128
Cdk19	0.05176643768400392
Cdk2	0.0045184975995481505
Cdk2ap2	0.0237046360394378
Cdk4	0.05826170009551099
Cdk5rap1	0.13038674033149172
Cdk5rap3	0.08471007450599287
Cdk7	0.03494477638964332
Cdk8	0.0479108635097493
Cdkal1	0.09326999208234364
Cdkn1a	0.13671636585578514
Cdkn1b	0.19368904188181296
Cdkn1c	0.2589769492148039
Cdkn2aipnl	0.07536725569512455
Cdkn3	0.06844106463878327
Cdr2	0.05277721261444558
Cdr2l	0.09760342750033472
Cdt1	0.1640406162464986
Cdv3	0.2486986697513013
Cdyl	0.0596077229543365
Cebpb	0.11484798000832985
Cebpg	0.0709278350515464
Cend1	0.20196506550218346
Cenpa	0.14173506934616473
Cenph	0.3913497974650464
Cenpi	0.4276854928017719
Cenpn	0.32408808203059336
Cenpp	0.3673763984121256
Cenpt	0.5201853077432164
Cep120	0.09416195856873824
Cep135	0.10719952399841333
Cep250	0.19353496115427304
Cep57	0.10522611296850254
Cep68	0.5257657657657657
Cetn3	0.010147832623402657
Cfdp1	0.1852511578197364
Cfl2	0.011894273127753305
Cflar	0.3013418903150525
Cgrrf1	0.16208104052026012
Chac1	0.10488193539040998
Chaf1a	0.11327668613913965
Chaf1b	0.15397350993377482
Chchd1	0.09671006858165193
Chchd10	0.07600669489022349
Chchd2	0.19787059787059785
Chchd5	0.12331406551059727
Chchd6	0.37624506671678254
Chchd7	0.1488656640326281
Chd1l	0.14772536511666948
Chd2	0.04385026737967914
Chd4	0.013027295285359805
Chd8	0.047855194644185466
Chd9	0.08405797101449275
Chek2	0.12914285714285714
Chfr	0.1499486477233824
Chid1	0.09826170931916947
Chml	0.2164683177870698
Chmp4b	0.01978143588324803
Chmp6	0.036866150992898174
Chmp7	0.0516248457424928
Chn2	0.0055671537926235215
Chordc1	0.05699685534591194
Chpf	0.039919542008355256
Chpf2	0.04029257025535737
Chrnb1	0.10576764171211372
Chst11	0.01992685080085761
Chsy1	0.0246783116802387
Chtf18	0.17770034843205576
Chuk	0.06813627254509018
Churc1	0.06968372332219079
Ciapin1	0.16594307766521948
Cic	0.12458402662229615
Cirbp	0.03497566909975669
Cisd1	0.048710601719197714
Cisd2	0.02637130801687764
Cish	0.08114419147694102
Ciz1	0.2840748310014149
Cklf	0.6716555801921655
Clasp1	0.03292586750788644
Clasp2	0.0493490130197396
Clasrp	0.017016604912858516
Clcc1	0.2602967898243489
Clcn2	0.06122844409998063
Clcn6	0.06280917403687603
Clcn7	0.03171150543789353
Cldn6	0.09430559134243753
Clec16a	0.06655446756425949
Clec9a	0.5886690647482014
Clic1	0.024232633279483037
Clic5	0.1309814879497031
Clic6	0.2230189373046516
Clint1	0.07670785730939612
Clip1	0.1012891344383057
Clip3	0.017363982139904085
Clk1	0.09360167078033037
Clk2	0.03772290809327846
Clk3	0.013422818791946308
Clk4	0.05166703466548907
Cln3	0.10245741776101937
Cln5	0.20091468222677814
Clns1a	0.08663883089770355
Clpb	0.11209114296214627
Clpp	0.06337496856400368
Clptm1	0.03995830437804032
Clpx	0.03927038626609442
Clstn1	0.0642023346303502
Clta	0.03143471252015046
Cltb	0.04895849171354722
Cltc	0.007651841224294595
Clu	0.15926493108728942
Cmc1	0.06797172376291462
Cmtm3	0.10626262626262628
Cmtm4	0.058452186111760576
Cmtm7	0.15773681954564936
Cndp2	0.05339164039458965
Cnn2	0.01944218241042345
Cnn3	0.015258592997108897
Cnnm3	0.1053000438020149
Cnnm4	0.06616895070566578
Cnot1	0.008683068017366137
Cnot3	0.05295566502463055
Cnot4	0.09234731420161883
Cnpy2	0.04104699583581201
Cnpy3	0.08904479222881814
Cnpy4	0.13823650597445408
Cnrip1	0.04930215696936741
Cnst	0.377767870411651
Cntln	0.26456692913385826
Cntnap2	0.04789053591790193
Coasy	0.15371778231040234
Cobll1	0.3259786476868327
Cog1	0.11912345521722513
Cog3	0.07583484125678566
Cog7	0.0631796599785572
Cog8	0.12108369910700773
Col15a1	0.276983316309159
Col3a1	0.13169410293811212
Col4a1	0.0948884887103477
Col4a3bp	0.035064650449265836
Commd10	0.10309647395740112
Commd4	0.07715762959034868
Commd6	0.18615856329391156
Commd8	0.14209456024402642
Commd9	0.12898301850791832
Comt	0.11158576051779936
Copa	0.020786933927245732
Cops4	0.0046439628482972135
Cops6	0.01037711971652746
Cops7a	0.06582395560351471
Copz2	0.11037344398340247
Coq10a	0.15360744763382467
Coq2	0.27285485164394546
Coq4	0.16562231232338126
Coq5	0.19602008554956296
Coq7	0.1972920696324952
Coro1a	0.0594900849858357
Coro1b	0.0343571688721622
Cotl1	0.018188415657459062
Cox10	0.1186835967867323
Cox11	0.21602348993288592
Cox15	0.12224108658743632
Cox16	0.16105508145849498
Cox19	0.10203847915712323
Cox4i2	0.1439212930428672
Cox6b2	0.04897565678476741
Cox7a2	0.08530931249172076
Cox7a2l	0.29224285526142496
Cox7b	0.4008639308855291
Cpd	0.10502183406113537
Cpeb4	0.02059231837112448
Cpm	0.11918108700950525
Cpne2	0.03424657534246575
Cpne8	0.016606968414197332
Cpox	0.1683873782172459
Cpped1	0.12634467618002196
Cpsf6	0.008483033932135729
Cpsf7	0.021512838306731438
Cpt2	0.14110738255033556
Creb3	0.4350822239624119
Creb3l2	0.08697846567967699
Crebbp	0.054925893635571064
Crebzf	0.15475550779150996
Creg1	0.20725388601036274
Creld2	0.07411412410580602
Crem	0.15856174476864132
Crim1	0.08531124048365428
Crip2	0.033460522453771645
Cript	0.0068239133659694405
Crispld1	0.04288905435591958
Crls1	0.2717023675310033
Crnkl1	0.017010309278350514
Crtap	0.06176281363928801
Crtc1	0.053664596273291926
Crtc3	0.12549019607843134
Cry1	0.03393316195372751
Cry2	0.062452107279693476
Crybb3	0.027806385169927908
Crybg3	0.18160919540229886
Cryl1	0.0932386539055264
Cryz	0.16703211660002582
Cryzl1	0.12169425929907544
Csad	0.11475735879077167
Cse1l	0.013727937243715458
Csf1	0.5084137312093336
Csnk1a1	0.01506740681998414
Csnk1g1	0.029757243539545813
Csnk1g3	0.008551576696953502
Cspg5	0.1663088356729975
Csrnp1	0.15546728456361028
Csrp1	0.029506437768240343
Cstb	0.0918267289611813
Cstf2t	0.07641333609442949
Ctbs	0.3724356583364416
Ctcf	0.0371856607811664
Ctdp1	0.10294808550622504
Ctdsp2	0.06631016042780748
Cthrc1	0.06828125
Ctif	0.05240114926802572
Ctnnb1	0.002370604504148557
Ctns	0.21613786439040106
Ctps2	0.11540773392105792
Ctr9	0.024041011136644863
Ctsa	0.09943665662255992
Ctsc	0.2297186111568208
Ctsf	0.21588235294117647
Ctsh	0.13514431239388794
Ctsk	0.11549925484351715
Ctso	0.2764737263270205
Ctsw	0.2113761080624736
Ctsz	0.08448046956886311
Cttn	0.04484820607175713
Cttnbp2	0.21839080459770116
Ctu2	0.16677646025472112
Cuedc1	0.08716302952503209
Cuedc2	0.18414322250639387
Cul3	0.004954823666569514
Cutc	0.10901546586193887
Cwc25	0.0665955681952838
Cwc27	0.07691218130311615
Cwf19l1	0.1233898305084746
Cwf19l2	0.2800398869868705
Cx3cl1	0.400425585179622
Cxcl12	0.06352087114337568
Cxcl16	0.7290217552168122
Cxcr4	0.06336489439184269
Cyb561	0.0708725931995084
Cyb561d1	0.1339309970116816
Cyb5d2	0.231042654028436
Cyb5r1	0.13907144371422514
Cyb5r3	0.0557393738864851
Cyb5r4	0.20656331789812765
Cyba	0.07668566001899335
Cyhr1	0.14009915149203928
Cyth1	0.01889455115640925
Cyth2	0.00604815702385028
D030056L22Rik	0.4769207409656848
D11Wsu47e	0.7037974683544304
D8Ertd738e	0.06281685216479227
Daam1	0.03221476510067114
Daam2	0.05674394773920841
Dab2	0.22070908664005634
Dab2ip	0.026370135027799845
Dach1	0.10654261704681872
Dach2	0.1078050884001725
Dact1	0.15657142857142858
Daglb	0.16316736652669467
Dalrd3	0.17927170868347336
Dand5	0.3638025594149909
Dapk1	0.09386281588447654
Dapk3	0.02002654405839693
Dars2	0.18080357142857145
Daxx	0.2156075168555444
Dazap2	0.1013758146270818
Dbf4	0.3421937550040032
Dbi	0.19141155574130184
Dbn1	0.16377877996676954
Dbndd2	0.17567816940394906
Dbp	0.05820458177943527
Dcaf10	0.14818355640535372
Dcaf11	0.10691664555358502
Dcaf13	0.04385007278020379
Dcaf15	0.059750582431136075
Dcaf4	0.1857314354313154
Dcaf5	0.11626248216833095
Dcaf6	0.12384675527756063
Dcaf8	0.04067155355876094
Dcbld1	0.2821329639889197
Dcbld2	0.1888045540796964
Dchs1	0.09511077158135982
Dck	0.09148749451513824
Dclk2	0.050362080315997364
Dclre1a	0.366657159155733
Dclre1b	0.26603133581004684
Dcp1a	0.16674595623215985
Dcp1b	0.3566869064300172
Dcp2	0.06354515050167224
Dcps	0.11213235294117646
Dctd	0.11875466070096945
Dctn1	0.041855774079677256
Dctn2	0.0932642487046632
Dctn5	0.009831460674157305
Dctn6	0.13830793483972673
Dctpp1	0.2289676828470496
Dcun1d2	0.0759493670886076
Dcun1d5	0.05854126679462573
Ddah1	0.07864096201565184
Ddah2	0.03990393497136523
Ddb2	0.29927372902579513
Ddc	0.1134559340769772
Ddit4	0.051721451939554436
Ddt	0.1379551820728291
Ddx1	0.01492987483034233
