Gene name	fcatus_dNdS
Acsf3	0.12644102185741954
Acsl1	0.1419656786271451
Acsl3	0.0635764016123122
Acsl4	0.036374974017875705
Acsl5	0.21176046176046176
Acss3	0.06370343710635236
Actb	0.007205542725173209
Actl6a	0.009041591320072331
Actn1	0.020232296740352197
Actn4	0.007418091901916341
Actr10	0.041279446725740215
Actr1b	0.054612773835236036
Actr3	0.003115264797507788
Actr5	0.05255638330441882
Actr6	0.009126291772916387
Actr8	0.08292443572129539
Acvr1	0.009854864719584305
Acvr2a	0.011780545270952543
Acvrl1	0.06558220941006898
Acy1	0.11822878228782288
Acyp1	0.0798070939639079
Acyp2	0.1768392777197433
Ada	0.05785993387436129
Adal	0.17239288601455133
Adam15	0.166647065741503
Adam17	0.06683277150813426
Adam9	0.12668773340993966
Adamts1	0.10020613834173156
Adamts12	0.21794176162054624
Adamts4	0.07907608695652174
Adamts8	0.16847909327615254
Adamts9	0.0950891460744448
Adamtsl2	0.05247941124934292
Adap2	0.13004115226337448
Adar	0.1136431964403824
Adarb1	0.04331078541901541
Adat2	0.09510086455331414
Adck1	0.07233938205002452
Adck5	0.14231704023764513
Adcy4	0.0535263647230708
Adcy6	0.04952102614060724
Adcy9	0.06666666666666665
Add1	0.06914893617021277
Add3	0.06386499007279947
Adh1	0.13199426111908175
Adh5	0.07235621521335807
Adi1	0.061541663775758
Adipor2	0.07909854175872735
Adk	0.10975157582499072
Adm	0.2277111955568547
Adnp	0.05928689883913765
Adnp2	0.12602100350058346
Adora2a	0.09063766261463001
Adpgk	0.17012375806170474
Adprhl2	0.08506648482782134
Adrb2	0.08440953268539475
Adsl	0.09088282040167604
Adss	0.1328136278331168
Aebp2	0.08049472830494728
Aen	0.1202356706430026
Afap1	0.038244174343887896
Afap1l1	0.07749567991492756
Afap1l2	0.10684008825920334
Aff1	0.29252808074230835
Aff4	0.07296037296037297
Afg3l2	0.04732142857142857
Aftph	0.33001988071570576
Aga	0.19717813051146385
Agap1	0.0928351309707242
Agap3	0.04177196372825925
Agbl5	0.15775063184498736
Ager	0.2722137404580152
Agfg1	0.06335923490735205
Agfg2	0.2137360523278184
Aggf1	0.1344
Agk	0.0851305334846765
Agl	0.05782508630609896
Agmo	0.2389267461669506
Agpat1	0.07658779576587796
Agpat3	0.0323956368408103
Agpat4	0.0033753105855460434
Agpat5	0.2998250048609761
Agps	0.1865450961064564
Agrn	0.14339469134546934
Agtpbp1	0.0819697201406943
Ahctf1	0.2846163230450165
Ahcyl2	0.011995916283818277
Ahdc1	0.036633157266996084
Ahi1	0.16906880561473867
Ahr	0.2337200105457421
Ahsa1	0.060304837640821736
AI413582	0.04533333333333334
AI429214	0.5063977118771639
AI467606	0.29750415973377703
AI597479	0.19528371407516584
AI837181	0.08031525614561831
Aif1l	0.030206112295664538
Aifm1	0.13131313131313133
Aifm3	0.02864224731478932
Aig1	0.2306744342370603
Aimp1	0.11288566243194192
Aimp2	0.08842836915947998
Ak2	0.05927682276229995
Ak3	0.06532861078315624
Ak4	0.12190187152250885
Akap1	0.2545162585307106
Akap10	0.18109939759036145
Akap11	0.24739350610664285
Akap12	0.2195287567053711
Akap13	0.11379556826304504
Akap7	0.31169991068770464
Akap8	0.17914144193725925
Akap8l	0.0723229302934031
Akap9	0.19920734251147268
Akirin1	0.11440107671601615
Akirin2	0.0955096222380613
Akna	0.41707156927117534
Akr1e1	0.11436001968088845
Akr7a5	0.09259881312283058
Akt1	0.005127487997016734
Akt1s1	0.04834161407278099
Akt2	0.016425453710084997
Akt3	0.009634551495016613
Aktip	0.05092436974789916
Alad	0.2386873920552677
Alas1	0.060443366816764814
Alas2	0.13719320327249845
Alcam	0.06779661016949153
Aldh16a1	0.1495661051556917
Aldh18a1	0.026782884310618062
Aldh2	0.035677763890466986
Aldh3a2	0.1362843729040912
Aldh4a1	0.05772430564443876
Aldh5a1	0.0965603502188868
Aldh6a1	0.0627492688114863
Aldh7a1	0.14803247970018735
Aldoc	0.022966301781498177
Alg1	0.1562198649951784
Alg10b	0.10627035830618893
Alg11	0.16627507681185613
Alg12	0.10096307453557897
Alg14	0.3215224597096811
Alg2	0.19347073867910336
Alg3	0.12601090840699644
Alg5	0.1117908787541713
Alg6	0.2044575847168524
Alg8	0.14246196403872752
Alg9	0.08385678391959799
Alkbh1	0.22226004084411166
Alkbh4	0.08694977098051393
Alkbh5	0.04395782643957826
Alkbh7	0.10852555634589983
Alkbh8	0.1972621492128679
Alpk1	0.3168980373384394
Als2	0.08
Amacr	0.2371045392022008
Ambra1	0.07346459006758743
Amdhd2	0.06468506723283793
Amfr	0.06839429227488929
Amigo2	0.08723814773980153
Amigo3	0.15314029363784665
Ammecr1	0.043898156277436345
Ammecr1l	0.05188141391106044
Amn1	0.2992935131663456
Amot	0.13269020749908994
Amotl1	0.07756321348554357
Amotl2	0.08518673940411246
Ampd2	0.03111219990200882
Amt	0.10057720057720057
Amz1	0.09607132906101977
Amz2	0.20516759776536314
Anapc1	0.08927808628791115
Anapc13	0.026094019697431213
Anapc2	0.04832123411978221
Anapc4	0.0845192641443943
Anapc5	0.057540506855006224
Anapc7	0.011112954055398905
Angel1	0.13895103156848124
Angel2	0.15654248485960726
Angpt2	0.0887935827178143
Angptl4	0.12518345851679186
Ank	0.02062780269058296
Ankfy1	0.041645810391430574
Ankib1	0.08343181281021035
Ankle2	0.2837203981237845
Ankmy2	0.11056853854203001
Ankra2	0.07760605064123642
Ankrd10	0.20265570660765092
Ankrd11	0.07356544532451993
Ankrd12	0.12938382003632806
Ankrd13a	0.06754728309816871
Ankrd13b	0.10333642261353106
Ankrd13c	0.10644460535843593
Ankrd16	0.14992191566892246
Ankrd17	0.05409643277146217
Ankrd27	0.1440318302387268
Ankrd28	0.027342549923195084
Ankrd33b	0.1635751876455871
Ankrd37	0.22866146047403754
Ankrd39	0.07551942186088527
Ankrd40	0.07992526468756488
Ankrd44	0.07282741738066095
Ankrd46	0.0782497149372862
Ankrd49	0.1459259259259259
Ankrd52	0.011151079136690646
Ankrd54	0.04801401869158879
Ankrd6	0.13807982740021574
Anks1	0.1009623797025372
Anks3	0.15459395376407822
Ankzf1	0.3115128115128115
Anln	0.2306103286384977
Ano1	0.03931493551518513
Ano10	0.09397213534262157
Ano6	0.06824925816023739
Ano8	0.047164333182785984
Anp32a	0.07541758056352285
Anp32b	0.16617130505268846
Anp32e	0.04007832898172325
Anpep	0.12541095341191566
Antxr1	0.04638583838714965
Antxr2	0.20685778527262508
Anxa1	0.18133107727016354
Anxa11	0.09243252778267773
Anxa2	0.014530190506942204
Anxa3	0.14052999885281633
Anxa4	0.06855691917054592
Anxa5	0.21073502336779493
Anxa6	0.058985751493795015
Anxa7	0.0968482571488207
Aoc2	0.17329067025934658
Ap1ar	0.047635211586331744
Ap1b1	0.024602767811378774
Ap1g1	0.018745493871665464
Ap1m1	0.011487032217535671
Ap1s2	0.04536187563710499
Ap2a1	0.006576670128071997
Ap2a2	0.021630792068709576
Ap2b1	0.0013058239749281794
Ap2s1	0.04800502311775786
Ap3b1	0.11177927131234523
Ap3d1	0.03014850098066685
Ap3m1	0.010302841086481423
Ap3m2	0.012325539242341851
Ap4e1	0.2773129333014583
Ap4m1	0.04983488441909337
Ap4s1	0.03584626755358463
Apaf1	0.12560029553010715
Apba3	0.08704098257927058
Apbb1	0.05903878994876799
Apbb2	0.07176532215819799
Apbb3	0.10208720810084727
Apc	0.09980603068241932
Apex1	0.025754884547069267
Apex2	0.2794751273012142
Aph1a	0.13938260056127222
Api5	0.02616565020657092
Apip	0.043206521739130435
Apln	0.1439018020370854
Aplp1	0.09879863726017574
Aplp2	0.06272764063132336
Apobec1	0.30373978629792586
Apobec3	0.27296700931058604
Apod	0.217377155873739
Apold1	0.06671061305207647
Apool	0.4022832291383529
App	0.021413828689370484
Appbp2	0.012027491408934709
Appl1	0.0229293401965372
Appl2	0.09077027485578554
Aptx	0.3260041551246537
Aqp11	0.2869685767097967
Aqp4	0.0730637161388783
Aqr	0.052794072244519916
Araf	0.04384172394575515
Arap1	0.08824888341290621
Arap2	0.17025210084033615
Arap3	0.12983696719701435
Arcn1	0.013230695212893913
Arf1	0.0033542976939203353
Arfgap1	0.09489704565801252
Arfgap2	0.12903225806451613
Arfgap3	0.15274228425398073
Arfgef1	0.03742722484058774
Arfgef2	0.03477720850799565
Arfip2	0.017764298093587524
Arfrp1	0.011630388390951771
Arglu1	0.02586485612673779
Arhgap1	0.029511533242876524
Arhgap10	0.07861178369652945
Arhgap11a	0.30260011954572624
Arhgap12	0.08981380065717412
Arhgap17	0.12257495590828925
Arhgap18	0.17480390587481992
Arhgap19	0.14026655014201442
Arhgap21	0.10723860589812333
Arhgap23	0.0637342908438061
Arhgap25	0.10053929121725733
Arhgap27	0.0951276102088167
Arhgap28	0.10223172524388614
Arhgap29	0.18910791847644506
Arhgap31	0.2613469985358712
Arhgap32	0.1386707527293622
Arhgap39	0.05907921582542359
Arhgap42	0.043581241117953584
Arhgap5	0.03213665315576144
Arhgdib	0.058982614294913076
Arhgef1	0.09938698317464456
Arhgef10	0.09372084678866163
Arhgef11	0.13332518636196994
Arhgef12	0.13569518716577542
Arhgef15	0.13590968302214504
Arhgef17	0.10913748932536294
Arhgef18	0.08908004082227731
Arhgef2	0.06567242281527996
Arhgef25	0.15570225358524925
Arhgef26	0.09809264305177112
Arhgef3	0.07715787688655247
Arhgef40	0.14038461538461536
Arhgef5	0.4311489361702128
Arhgef6	0.11676965693586193
Arhgef7	0.11609411244891195
Arhgef9	0.01335707925200356
Arid1a	0.060975609756097573
Arid1b	0.06951983298538622
Arid2	0.08852621167161226
Arid3a	0.08021417644059152
Arid3b	0.30118034055727555
Arid4a	0.10758044971051567
Arid4b	0.09968061859135988
Arid5a	0.290551740468861
Arih1	0.003344481605351171
Arih2	0.0698943661971831
Arl1	0.017777777777777778
Arl10	0.09582309582309582
Arl13b	0.17814239671842955
Arl15	0.3339085418464193
Arl16	0.122885779912299
Arl2	0.030365659777424482
Arl3	0.010455104551045513
Arl4a	0.13226592412112773
Arl5a	0.01012555690562981
Arl5c	0.10093590806776448
Arl6	0.07456059204440334
Arl6ip1	0.046446558477895916
Arl6ip4	0.15912963691178394
Arl6ip5	0.05565187239944521
Arl6ip6	0.20267379679144384
Arl8a	0.003848845346396081
Armc1	0.018799848082035702
Armc10	0.4378154523100815
Armc5	0.13970993207270058
Armc6	0.1302262313860252
Armc7	0.07360965981655637
Armc8	0.016203703703703703
Armc9	0.13379288735704215
Armcx1	0.1689593301435407
Armcx2	0.27933398628795303
Armcx3	0.05193075898801599
Armcx5	0.5477267830209006
Armcx6	0.2621373168629704
Arnt	0.12187159956474428
Arntl	0.0258235054900366
Arpc1a	0.03834546422865258
Arpc2	0.01048584411045089
Arpc4	0.011985898942420685
Arpc5l	0.2678919521024784
Arpp19	0.014804370814240391
Arrb1	0.01868725868725869
Arrb2	0.04519604908709967
Arrdc1	0.2403061224489796
Arrdc2	0.006699584910824247
Arrdc3	0.03409436834094368
Arrdc4	0.08442956230566849
Arsa	0.09298998569384834
Arsb	0.20007966011683484
Arsg	0.2056905749851808
Arsk	0.19503849443969204
Art3	0.3805563955246447
Arvcf	0.05598882551507391
As3mt	0.2759927500411929
Asah1	0.21146496815286625
Asah2	0.20059305773591488
Asap1	0.05694143167028199
Asap2	0.04947052315473368
Asap3	0.12719665271966527
Asb1	0.05377771876244855
Asb13	0.04989092288722375
Asb3	0.35317406143344704
Asb4	0.05388210854323552
Asb6	0.03668449940943514
Asb7	0.006662225183211193
Asb8	0.024147465437788018
Ascc1	0.12612883804936784
Ascc2	0.12957857424182748
Ascc3	0.09479882237487734
Asf1a	0.008530438154323382
Asf1b	0.04588150289017341
Ash1l	0.09320388349514563
Ash2l	0.032435306628855014
Asna1	0.0012355848434925866
Asns	0.04209583519928347
Aspg	0.12085441259134347
Asph	0.1298283261802575
Aspn	0.1304888152444076
Aspscr1	0.1517719568567026
Asrgl1	0.1893533921596991
Aste1	0.3077458256029685
Asxl1	0.3423099940155596
Asxl2	0.3208137715179969
Atad1	0.0039471686655533625
Atad2b	0.09087617668356264
Atad3a	0.041146455325154714
Atat1	0.14335827876520113
Ate1	0.16152189519023688
Atf1	0.14159163520185886
Atf2	0.010511562718990891
Atf3	0.04054320015744932
Atf4	0.19825708061002176
Atf5	0.0862987428084381
Atf6	0.1648733078792086
Atf6b	0.19387464387464384
Atf7ip	0.2304041641151255
Atg10	0.15804303278688522
Atg12	0.12866620111731844
Atg13	0.04695321940272743
Atg14	0.04788892037404364
Atg16l1	0.06486387721542115
Atg16l2	0.15760266370699222
Atg2a	0.1046526289244736
Atg2b	0.08240740740740743
Atg3	0.04384772263766145
Atg4b	0.054143418061582974
Atg4c	0.10284629981024668
Atg4d	0.0896637608966376
Atg5	0.031464888518441335
Atg7	0.1111111111111111
Atg9a	0.02180483592400691
Atic	0.06334266090053421
Atl1	0.03929568391668456
Atl2	0.02817597627286209
Atl3	0.0941923774954628
Atm	0.16712729637457324
Atmin	0.18922992600712524
Atoh8	0.10915984833366592
Atox1	0.11136519551795106
Atp10a	0.11688311688311688
Atp11a	0.059021776702385065
Atp11b	0.09273527793065492
Atp11c	0.08000831255195344
Atp13a1	0.037733574442435205
Atp13a2	0.07610729881472239
Atp13a3	0.1329038415652589
Atp13a5	0.18113668061366808
Atp1a1	0.022310976449524855
Atp1a3	0.0047278303092256595
Atp1b1	0.057131225403718275
Atp1b2	0.010550327915597377
Atp1b3	0.3456048084147258
Atp2a2	0.04612311603413837
Atp2a3	0.05090497737556561
Atp2b1	0.007210548001648127
Atp2c1	0.03966907085277896
Atp5a1	0.012774320340648541
Atp5b	0.040379523389232126
Atp5c1	0.06569225827176356
Atp5d	0.0039280406456295575
Atp5f1	0.20986779981114265
Atp5g1	0.13463796477495107
Atp5g3	0.2103729603729604
Atp5h	0.15041391889995792
Atp5j	0.2692944683670089
Atp5k	0.05494241842610365
Atp5o	0.15378090159961222
Atp6ap1	0.09526870660838263
Atp6ap2	0.08635897435897437
Atp6v0a1	0.03952492211838007
Atp6v0a2	0.046356210883632135
Atp6v0b	0.033754400496997315
Atp6v0c	0.055854430379746835
Atp6v0d1	0.003569957435122889
Atp6v0e	0.019591702337833392
Atp6v0e2	0.035335427832193685
Atp6v1a	0.011055920525556802
Atp6v1b2	0.013715973834142223
Atp6v1c1	0.01810360279620004
Atp6v1d	0.01285810963230318
Atp6v1f	0.004517294785751161
Atp6v1g1	0.05844810211622437
Atp6v1g2	0.08664616098891531
Atp6v1h	0.017514939212858027
Atp7a	0.12698042870456666
Atp8a1	0.016372992359270234
Atp8b2	0.038808884549670485
Atp9a	0.012222222222222221
Atp9b	0.04998231757632913
Atpaf1	0.1166173570019724
Atpaf2	0.3214196137446701
Atpif1	0.17860906217070602
Atr	0.1027493010251631
Atrip	0.39167412712623095
Atrn	0.0932706580900544
Atrnl1	0.03879522016696677
Atrx	0.15410091564387302
Atxn1	0.06662921348314607
Atxn10	0.12807741568236802
Atxn1l	0.1331281262023855
Atxn2	0.13275686673448628
Atxn2l	0.09099119440054187
Atxn3	0.1394913986537023
Atxn7	0.22268326417704007
Atxn7l1	0.20568459657701715
Atxn7l2	0.17146974063400575
Atxn7l3	0.013873473917869037
AU021092	0.2705365622032289
AU022252	0.19518027961736573
AU040320	0.23066898349261514
Auh	0.09203701820400692
Aup1	0.3673965936739659
Aurka	0.08671328671328672
Aurkaip1	0.27467370582196804
Aurkb	0.07296747967479675
Auts2	0.04964114832535885
Aven	0.3835844040762073
Avl9	0.1418112798264642
Avpi1	0.15661599800647896
AW209491	0.08391608391608392
AW554918	0.3450019447685725
Axin1	0.06702107461553068
Axin2	0.07716312056737587
Axl	0.10594447283256686
Azi2	0.21630804077010196
Azin1	0.09493919183993722
B230118H07Rik	0.3615788764650412
B2m	0.010177429267293378
B3galnt2	0.1188195302843016
B3galt6	0.02900540253299088
B3gat3	0.037325812873258125
B3gnt2	0.1184916104480194
B3gntl1	0.06919461999675904
B4galt1	0.15365329512893985
B4galt2	0.07822053552603837
B4galt3	0.030966469428007886
B4galt4	0.18526384577683386
B4galt5	0.0423609149957639
B4galt7	0.06298955613577024
B9d1	0.05486030267753201
B9d2	0.017598229109020477
Bace1	0.03219597550306212
Bach1	0.14020501138952166
Bach2	0.09971563981042657
Bad	0.2243738703847147
Bag1	0.3173201206376561
Bag2	0.022839905192846368
Bag3	0.22304596483795805
Bag4	0.17964071856287425
Bag5	0.03092033466715169
Bag6	0.107890499194847
Bahd1	0.10273159144893113
Baiap2	0.030918798310622362
Bak1	0.20242671792407496
Bambi	0.04724313820743259
Banf1	0.06511254019292605
Banp	0.03854258121158912
Bap1	0.06539351851851853
Basp1	0.0941190504592628
Batf	0.030171791540349355
Bax	0.04881325570980743
Baz1a	0.11280377221617699
Baz1b	0.06847826086956521
Baz2a	0.1966855647623201
Baz2b	0.1053346924906558
Bbc3	0.06664225558403515
Bbs2	0.0792672487587742
Bbs4	0.19046350559403305
Bbs5	0.01983061350960545
Bbs7	0.08035714285714285
Bbs9	0.09606445615122404
Bbx	0.14257954821471944
BC003965	0.4578888711988538
BC004004	0.24653438434357164
BC005537	0.011406844106463877
BC005624	0.015337734890807515
BC017158	0.2542748575047498
BC028528	0.32826461827872705
BC052040	0.20543875685557586
BC055324	0.3365520016093341
Bcam	0.13079416531604535
Bcan	0.17070535576477852
Bcap31	0.1347087378640777
Bcar1	0.05982694684796044
Bcar3	0.10699708454810496
Bcas2	0.00942822384428224
Bcas3	0.03789558556742593
Bcat2	0.10188385758727964
Bccip	0.15786057380241464
Bche	0.14872580420554246
Bckdhb	0.07281553398058252
Bckdk	0.024058102587380843
Bcl10	0.06505376344086021
Bcl2	0.07138755980861244
Bcl2l1	0.12843711193897464
Bcl2l11	0.274888558692422
Bcl2l12	0.10792850595783683
Bcl2l13	0.22973935336846604
Bcl2l2	0.015740740740740743
Bcl3	0.1105268805665844
Bcl6	0.031033630069238382
Bcl6b	0.16095266990291265
Bcl7b	0.029952223447262036
Bcl7c	0.10511363636363637
Bcl9	0.11243386243386244
Bcl9l	0.07649024090029892
Bcor	0.10574674239893082
Bcorl1	0.11808461180846115
Bcr	0.03581800580832527
Bcs1l	0.08272610372910416
Bdkrb2	0.06121066568138433
Bdp1	0.4726017546382856
Becn1	0.018046469659372885
Bend3	0.03992565055762082
Bend7	0.24534231200897866
Best1	0.25096194955109025
Bfar	0.08635968722849696
Bhlhb9	0.3647201105736006
Bhlhe40	0.09364908503767493
Bicd2	0.03419457359778706
Bid	0.2673302107728337
Bik	0.1356260747225262
Bin1	0.04099854227405248
Bin3	0.037078373015873016
Birc3	0.17050291660097747
Birc5	0.10105263157894738
Birc6	0.04461113304382155
Blmh	0.06319500949281258
Bloc1s1	0.008778724502969274
Bloc1s2	0.053455200110787984
Bloc1s3	0.02641165755919854
Blvra	0.2130854486950304
Blvrb	0.26824978012313105
Blzf1	0.1281699794379712
Bmf	0.4028885535675792
Bmi1	0.03232208675928551
Bmp1	0.03285038014632047
Bmp2	0.07132103876552504
Bmp2k	0.18413855970829532
Bmp5	0.057581573896353176
Bmpr1a	0.02174400358663977
Bmpr2	0.04842799188640973
Bms1	0.1151048951048951
Bmx	0.08388128665363427
Bnip1	0.03847881419374158
Bnip2	0.05547315336695343
Bnip3	0.051461182721637314
Bnip3l	0.039097312059795886
Boc	0.10175337740730096
Bod1	0.08477633477633477
Bok	0.03979158316633267
Bola2	0.17073811400052535
Bop1	0.09782136967277147
Bpgm	0.08140326975476839
Bphl	0.16375457131247462
Bpnt1	0.061577287066246066
Bptf	0.15019695153279672
Braf	0.0331618067467124
Brap	0.05650261204289249
Brd1	0.04422021071375575
Brd3	0.02926733451188372
Brd4	0.045685279187817264
Brd7	0.10762408323383932
Brd8	0.09747373127654818
Brd9	0.06629343286234783
Brf1	0.0495230194939859
Brf2	0.15159788019913278
Bri3	0.07169410515135423
Brix1	0.08269617706237423
Brms1	0.09552291318497667
Brms1l	0.002768439786434645
Brpf1	0.02023208768978748
Brpf3	0.06586206896551725
Brwd1	0.1549263873159683
Brwd3	0.06258251914444153
Bscl2	0.15293907450419866
Bsdc1	0.10425122837000643
Bsg	0.14314736677605874
Bspry	0.22649279341111875
Bst2	0.2406783231514641
Btaf1	0.0458736226669665
Btbd1	0.04624017957351291
Btbd10	0.12552831783601015
Btbd11	0.027098614506927462
Btbd19	0.06725403817914832
Btbd2	0.024402058734483804
Btbd3	0.1442750797589507
Btbd6	0.0510732162551964
Btbd7	0.07270029673590504
Btbd9	0.04383116883116883
Btd	0.1504548635409377
Btf3	0.042565947242206234
Btg2	0.017130901006930817
Btrc	0.01401141670991178
Bub1	0.29267840593141803
Bub1b	0.2067171942339129
Bub3	0.002149217070924164
Bud13	0.21402331895863286
Bysl	0.06559551886792453
Bzw2	0.0086716594402838
C030006K11Rik	0.08131010187565457
C130074G19Rik	0.1731135066582118
C1d	0.06279009798865395
C1galt1	0.10135135135135136
C1galt1c1	0.07204327514138185
C1qbp	0.15512820512820513
C1qtnf2	0.04442937086654231
C1qtnf5	0.10574487210917707
C1qtnf6	0.10138830458561213
C2cd2	0.2134391649450908
C2cd2l	0.10777048486131696
C2cd3	0.38117823265102346
C330007P06Rik	0.002931646350871779
C330018D20Rik	0.2716283888792955
C530008M17Rik	0.2502946624010776
C77080	0.1880206837115771
C87436	0.09321154245380944
C8g	0.12774305093762467
Cab39	0.011651037226484796
Cabin1	0.09613557174532784
Cables1	0.1376470588235294
Cables2	0.056868686868686874
Cabp1	0.09190283400809718
Cachd1	0.031781101291638345
Cacna1a	0.04391080617495712
Cacna1e	0.025574499629355082
Cacybp	0.07356194690265487
Cad	0.05275738432644698
Cadm1	0.11262081524022972
Cadm4	0.059305243693039224
Calcoco1	0.10565428109854604
Calcrl	0.11048387096774194
Cald1	0.07530120481927711
Calm1	0.2819660014781966
Calm3	0.0023714745489963576
Calu	0.046438232642019836
Caly	0.12516437537358038
Camk1	0.03709795321637426
Camk2d	0.004508088040307611
Camk2g	0.0028517110266159697
Camkk2	0.15563368204424627
Caml	0.09177134068187644
Camsap1	0.08603417796110782
Camta1	0.07556427870461238
Camta2	0.1045751633986928
Cand1	0.004982469090238051
Canx	0.06368267831149928
Cap1	0.08574843143113235
