Gene name	rnorvegicus_dNdS
Calhm2	0.04049295774647888
Camk1	0.008651766402307137
Camp	0.28992033252511257
Capn3	0.03510971786833856
Car13	0.021364985163204744
Card9	0.09517241379310344
Casp1	0.3047390521895621
Casp4	0.3327563825183903
Cass4	0.3814878892733564
Cbr2	0.13342631334263133
Ccdc86	0.4354663774403471
Ccdc88b	0.27207899067471203
Ccl12	0.31636005256241784
Ccl2	0.9452830188679244
Ccl22	0.3766318537859008
Ccl24	0.32511737089201875
Ccl3	0.2763300760043431
Ccl4	0.32729331823329555
Ccl5	0.08820798514391827
Ccl6	0.6393540669856459
Ccl7	0.27294117647058824
Ccl9	1.2569230769230768
Ccr1	0.2793696275071633
Ccr1l1	0.4137022397891963
Ccr3	0.27773801002147464
Ccr5	0.3776744186046511
Ccr6	0.2547486033519553
Ccr7	0.061382439284761135
Ccrl2	0.3679022082018927
Cd101	0.3907284768211921
Cd14	0.5714285714285714
Cd163	0.28684080827994085
Cd180	0.3247950819672131
Cd19	0.3674832962138085
Cd2	0.5220017256255393
Cd209a	0.3224755700325733
Cd209d	0.26376256582096697
Cd209f	0.36067437014586096
Cd209g	0.35714285714285715
Cd300a	0.7480468750000001
Cd300lb	0.3012379642365887
Cd33	0.6313636363636363
Cd37	0.10472396129766648
Cd3d	0.5129102844638951
Cd3e	0.4549426542872746
Cd4	0.8032384690873405
Cd48	1.3061346039309112
Cd52	0.5933811617681093
Cd53	0.2504581551618814
Cd63	0.1177136389360498
Cd7	0.6053459119496856
Cd72	0.8988040478380864
Cd74	0.26931376780319377
Cd79a	0.3645126740449839
Cd79b	0.4199584199584199
Cd80	0.8142857142857144
Cd83	0.1223717409587889
Cd84	1.1070195627157648
Cd86	0.924473067915691
Cdh23	0.1089507207509219
Cdk6	0.0454318522216675
Cds1	0.01586462189317821
Cdt1	0.17710437710437713
Cebpa	0.027766759222530742
Cebpb	0.053354890864995966
Cerk	0.2434417628541448
Cfp	0.4689597315436242
Ch25h	0.2328314359162688
Chst12	0.03184973458554512
Chst7	0.09332447691796747
Cib1	0.029898218829516536
Cilp2	0.07776096822995461
Ckm	0.010208816705336429
Clcf1	0.11415863602668645
Clec12a	0.860693641618497
Clec4a1	0.4895895300416418
Clec4d	0.4122390891840608
Clec4e	0.46271929824561403
Clec4n	0.3773998902907296
Clec5a	0.6413662239089185
Cln3	0.12042209807572934
Cln8	0.13176007866273354
Cmklr1	0.07102832046039677
Cmtm6	0.06776315789473683
Cmtm7	0.16155606407322656
Cndp2	0.025766326077298972
Cnpy3	0.06752873563218391
Col27a1	0.36988202637057604
Comp	0.043733092876465283
Comt	0.25058768218147626
Coro1a	0.03431708991077557
Coro2a	0.10966340933767643
Cotl1	0.026498696785403997
Cox6a2	0.05711550733886407
Cpn1	0.06869220607661823
Creg1	0.1713738630923887
Cryba4	0.03968938740293356
Crybb1	0.06663602941176472
Cryl1	0.16379310344827586
Csf1	0.5308328035600763
Csf1r	0.26739427012278305
Csf2	0.7054140127388535
Csf3r	0.4214647627821281
Csk	0.020394289598912305
Cst3	0.4093484419263456
Cst7	0.4876760563380281
Ctns	0.16903719912472648
Ctsa	0.16836354606406753
Ctsb	0.19933920704845812
Ctsc	0.3443271767810026
Ctse	0.2402200488997555
Ctsf	0.1557128412537917
Ctss	0.3112673640884925
Ctsz	0.11674946770759405
Cx3cr1	0.10642341315089318
Cxcl10	0.3870767319043181
Cxcl16	0.6059716103768966
Cxcl2	0.3860923715620134
Cxcl3	0.5472118959107807
Cxcr3	0.10764082543223648
Cxcr5	0.06743515850144091
Cyba	0.06150627615062761
Cybb	0.08634772462077013
Cyp4f18	0.1893491124260355
Cyp4v3	0.17012814847547506
Cysltr1	0.3933701657458564
Cyth4	0.050555342780543855
Cytip	0.14210273643783006
Daglb	0.096090719188302
Dapp1	0.07563764291996483
Dcxr	0.20337620578778132
Ddn	0.3756243756243757
Dennd1c	0.3762972882490793
Dennd4b	0.08318372232196289
Depdc7	0.11748878923766815
Dgkd	0.04838709677419355
Dhrs3	0.032554847841472036
Dhx58	0.20028409090909088
Dnajb13	0.09608030592734226
Dnase1l3	0.23096576392437398
Dnase2a	0.4961832061068702
Dock8	0.044824399260628464
Dok1	0.2846410684474123
Dok2	0.3695652173913043
Dok3	0.1619047619047619
Dtnbp1	0.2759968725566849
Dtx4	0.07255139056831922
Duoxa1	0.13122382503489993
Dupd1	0.07608695652173914
Dusp2	0.06426400347372993
Dusp27	0.13951579811243334
Dusp5	0.08685306365258774
Dyrk4	0.406166932482722
E2f2	0.3041991259737792
Ebi3	0.2119958634953464
Edem1	0.03283582089552239
Edem2	0.05169442848937393
Eef2k	0.09163103237629808
Efhd2	0.014231896190874845
Egr2	0.03644914756025867
Egr3	0.030303030303030307
Ehbp1l1	0.5158090514569126
Ehd4	0.011034482758620687
Eif4ebp1	0.0667818077144502
Elf4	0.19393282773564466
Emilin2	0.1557064064488757
Emp3	0.07881597717546364
Engase	0.18791648156374946
Eno3	0.01956323930846224
Enpp1	0.12430055955235812
Epn1	0.04321608040201005
Epsti1	0.29815303430079154
Ermap	0.3978021978021978
Erp29	0.09189548272807796
Etv3	0.1310724106324473
Evi2a	0.3802469135802469
F11r	0.1995203836930456
F13a1	0.12885010266940453
F9	0.18294748729531335
Fam110a	0.0727367870225013
Fam167b	0.11153662039253233
Fam3a	0.11435239206534425
Fam83g	0.16212232866617546
Fblim1	0.18797276853252645
Fbxw4	0.10993071593533488
Fcer1g	0.3345794392523365
Fcgr1	0.6336587633658763
Fcgr4	0.4777826660800704
Fcna	0.4399469143994692
Fcrl1	0.5619834710743802
Fcrls	0.3407676348547717
Fermt3	0.03391908459337965
Fes	0.04913627639155471
Fez2	0.10056439199589533
Fgd2	0.11240762349280436
Fgd3	0.2538420773714891
Fgr	0.13966017405719022
Fhl3	0.015430562468889996
Fhod1	0.13973424774967852
Fkbp5	0.10302593659942363
Flcn	0.042837078651685394
Fndc7	0.13294460641399414
Folr2	0.29364089775561103
Fpr1	0.3083109919571046
Frrs1	0.3417614833544037
Fscn1	0.24773203070481506
Furin	0.06216696269982237
Fyb	0.21577464788732395
Fzd7	0.012571428571428574
Gabrd	0.008802816901408451
Gadd45b	0.016853932584269662
Gal3st4	0.2590448625180897
Galm	0.15786578657865788
Galns	0.1326579835986493
Galnt12	0.1092436974789916
Gas6	0.10561497326203208
Gcnt1	0.14044401544401544
Gdf15	0.2121313672922252
Glipr1	0.3410540449815374
Glul	0.0639350052984811
Gm128	0.759884281581485
Gm13889	0.021411021411021414
Gm572	0.3653631284916201
Gm6377	0.2435048395313296
Gmfg	0.06519607843137255
Gmip	0.2197392923649907
Gna15	0.0762942779291553
Gngt2	0.10502019619157532
Gnpda1	0.03690228690228689
Golm1	0.2251763429191536
Gp9	0.2789738891433807
Gpat2	0.1405013192612137
Gpatch3	0.16113744075829384
Gpnmb	0.2589161648911533
Gpr137b	0.1384102279043913
Gpr157	0.18750000000000006
Gpr165	0.14394904458598726
Gpr18	0.09268292682926828
Gpr183	0.09518035768414668
Gpr34	0.10264385692068433
Gpr35	0.2734741784037559
Gpr65	0.18231884057971012
Gpx1	0.13301787592008413
Gramd1a	0.1001707455890723
Grn	0.3980301274623406
Gsdmd	0.5666299559471366
Gsg1	0.3032694475760992
Guca1a	0.054630441133508616
Gusb	0.2983624757146822
H2-Aa	0.55911718339464
H2-Ab1	0.3366454689984102
H2-Eb1	0.5291607396870555
H2-Oa	0.25426136363636365
H2-Ob	0.19033974621367167
H2-T23	0.5406862745098039
H6pd	0.08676789587852493
Haao	0.1859612362493452
Havcr2	0.49846692947875604
Hck	0.05812854442344045
Hcls1	0.13755020080321287
Hcst	0.3818181818181818
Hebp1	0.03216278306531014
Herpud1	0.14784946236559138
Hexa	0.1582943925233645
Hexb	0.3833754740834387
Hfe	0.2877959927140256
Hivep3	0.20537428023032628
Hk2	0.016609880749574105
Hk3	0.16872427983539096
Hlx	0.1249122807017544
Hmga2	0.3386861313868613
Hmox1	0.16446402349486047
Hp	0.15774647887323942
Hpgd	0.20064308681672025
Hpgds	0.13919925512104284
Hpn	0.18357487922705312
Hps4	0.4279814145585957
Hpse	0.23483365949119375
Hrc	0.5087719298245614
Hrh2	0.15347274085138166
Hs1bp3	0.2637362637362637
Hs6st1	0.006948465547191662
Hsd17b1	0.2016675351745701
Hsf2bp	0.15547024952015354
Hspb3	0.241806908768822
Hvcn1	0.1093064091308165
Icam1	0.4842027920646583
Icos	0.34695731153496817
Icosl	0.650132860938884
Ier3	0.2203290246768508
Ier5	0.15407703851925966
Ifitm6	0.5597709377236937
Ifnb1	1.0221745350500715
Ifngr1	0.6252123683316344
Ifngr2	0.3789272030651341
Igsf6	0.7763066202090593
Ikzf1	0.040706605222734255
Il10	0.3587123147675013
Il10ra	0.5209840810419681
Il12b	0.2068595927116828
Il16	0.3118374558303887
Il17ra	0.362129144851658
Il1a	0.4804063860667634
Il1b	0.42760487144790266
Il1r2	0.3277611940298507
Il1rl1	0.3675213675213675
Il1rl2	0.3107760205958073
Il1rn	0.6252144082332762
Il21r	0.4581005586592179
Il27	0.5109983079526227
Il2rb	0.5325966850828728
Il4i1	0.34385245901639344
Il4ra	0.5967814036656236
Il6ra	0.4736598890942698
Il7r	0.4364044943820225
Ildr1	0.12507138777841234
Inpp5d	0.0989143546441496
Ip6k3	0.14411579609817493
Irak2	0.2630732099758649
Irf1	0.09921996879875196
Irf4	0.06947368421052633
Irf5	0.1349095966620306
Irf8	0.06378660481298927
Isg15	0.4861628525811602
Itga9	0.1260129659643436
Itgae	0.3351001177856301
Itgal	0.3188264058679707
Itgax	0.4039136979427998
Itgb2	0.14190131028714806
Itgb3	0.1557076509410902
Itpka	0.04654255319148935
Itpripl1	0.1555299539170507
Jak3	0.10735447891251307
Junb	0.014689265536723162
Jup	0.014320642682500875
Kcna7	0.041289592760181
Kcnd1	0.04206241519674355
Kcnh3	0.03687150837988827
Kcnk12	0.012026726057906459
Kcnk13	0.1340150699677072
Kcnn4	0.03841438496117695
Khk	0.10873440285204992
Klhdc8b	0.03553553553553554
Klhl38	0.11849442379182155
Klhl6	0.05671506352087114
Klk8	0.17710680486705724
Klrd1	0.8677285318559557
Lag3	0.6729036729036729
Lair1	0.8755535872453498
Laptm5	0.11024208566108007
Lasp1	0.02761747732893652
Lat2	0.3748910200523104
Lcn2	0.4442916093535076
Lcp1	0.014246141669964385
Lcp2	0.1908693540553667
Ldhb	0.008994539029874718
Lefty1	0.1461100569259962
Lfng	0.062007874015748025
Lgals1	0.09116945107398568
Lgals3	0.2469416785206259
Lgmn	0.15188679245283018
Lif	0.14936369725385132
Lilra5	0.4607454401268834
Limd2	0.08439306358381504
Liph	0.3733215936605767
Litaf	0.10313390313390317
Lpar5	0.2597968069666183
Lpcat2	0.06988404888749608
Lpxn	0.19398258115597786
Lrmp	0.2881903642773208
Lrrc25	0.3567774936061381
Lrrc3	0.03292568203198494
Lrrk1	0.08714408973252802
Lst1	0.6983319197059654
Ltc4s	0.15299227799227802
Ltf	0.7818765036086608
Ly6d	0.8162709225379524
Ly6e	0.17239420619142287
Ly6g6e	0.4838516746411484
Ly86	0.2985877605917956
Ly9	0.8748451053283767
Lyl1	0.14997581035316884
Lyn	0.03861308116627265
Lyve1	0.5414507772020725
Maf	0.1252371916508539
Mafb	0.05374823196605375
Man1c1	0.06657290201594
Man2b1	0.2730941704035875
Map3k14	0.12176774800188055
Map3k8	0.06943849121303043
Mapkapk2	0.0202020202020202
Mapkapk3	0.08131868131868132
Matk	0.029916410030796307
Mdfi	0.21838440111420607
Med11	0.21589588659075065
Metrnl	0.0989010989010989
Mgat1	0.08232445520581112
Mknk2	0.02032351721277478
Mlph	0.2906712172923777
Mmp12	0.3636890951276103
Mmp19	0.3097447795823666
Mmp2	0.03215130023640662
Mmp9	0.3898645258404416
Mpi	0.5712988192552225
Mrc1	0.07852019630049074
Ms4a6d	0.7384792626728108
Ms4a7	0.7149377593360996
Msh5	0.13220675944333996
Msr1	0.5477916941331575
Mtr	0.13395225464190982
Mvp	0.07699115044247787
Mxra8	0.12318840579710146
Mybpc3	0.1092233009708738
Mybph	0.28732849071832123
Myc	0.03823529411764706
Myd88	0.09371184371184373
Myl2	0.19299349695825466
Mylip	0.011244377811094455
Myo18b	0.1945059813912273
Myo1f	0.03752233472304944
Myo1g	0.07618080243778567
Myo7a	0.031507876969242316
Myom1	0.12900315741993684
N4bp2l1	0.34122871946706146
Nab2	0.099023709902371
Naglu	0.19112988384371699
Nagpa	0.13428466886205634
Napsa	0.34738041002277903
Nbeal2	0.14845550945136007
Ncf1	0.08754512635379062
Ncf4	0.04230488694383661
Nckap1l	0.05649717514124294
Ncoa3	0.12489626556016595
Neu1	0.06850025947067981
Neurl1a	0.030502111684655088
Neurl3	0.13122656668452062
Nfam1	0.8541810642709053
Nfatc1	0.06720122184039709
Nfe2	0.2101313320825516
Nfkb1	0.11440162271805275
Nfkbib	0.1753280839895013
Nfkbid	0.09587727708533078
Nfkbie	0.1020671834625323
Nfkbiz	0.3102646118057575
Ngp	0.7641069155706407
Nhlrc3	0.14324142568930734
Ninj1	0.027601924537857692
Nkg7	0.7731295253419148
Nmnat3	0.09050445103857567
Nmt1	0.029808773903262087
Nod2	0.14615384615384616
Npc2	0.26053310404127256
Npl	0.18642350557244172
Nrap	0.13669769720725136
Nrm	0.02936784469885515
Ntpcr	0.26351865955826353
Nuak1	0.06383928571428572
Nuak2	0.1439831844456122
Nup62	0.19187208527648236
Oaf	0.10882352941176472
Oas2	0.6502224019409624
Oasl1	0.15133369624387588
Olfm4	0.3868885869565217
Olfml3	0.10566258026853474
Orai1	0.08100558659217877
Osgin1	0.0723905723905724
Osm	0.5790996784565917
Otud1	0.13429951690821254
P2rx1	0.09496753246753246
P2rx4	0.0978707508404931
P2rx7	0.2835199166883624
P2ry12	0.09305508039685254
P2ry13	0.201305057096248
P2ry2	0.059051724137931035
P2ry6	0.06982990152193375
Paox	0.4063149148317408
Parp10	0.40532081377151796
Parvg	0.24605263157894736
Pctp	0.1696637998436278
Pde3b	0.26650755767700873
Pdgfb	0.06915887850467291
Pdlim4	0.07658536585365854
Pdzk1ip1	0.24789915966386555
Pecr	0.387817703768624
Pf4	0.2712889716147045
Pgpep1	0.017009393247017012
Phldb3	0.15960510078157136
Phyhd1	0.12246192893401014
Pik3ap1	0.1065208586472256
Pik3cd	0.03142389525368248
Pik3cg	0.033548387096774185
Pik3r5	0.1140307387208726
Pim1	0.1160347190497944
Pkdcc	0.14420555846879915
Pkn1	0.0790759662372279
Pla2g15	0.09385863267670913
Pla2g2d	0.09637404580152673
Pla2g4d	0.3384728340675477
Plac8	0.07582938388625593
Plagl2	0.03154574132492114
Plau	0.2999053926206244
Plaur	0.23307218802462226
Plbd1	0.2111241676459068
Plcb2	0.14660421545667449
Plcg2	0.044707429322813935
Plcl2	0.026573998364677026
Pld4	0.2839861751152073
Plek	0.10897435897435898
Plekho1	0.11749515816655907
Plekho2	0.32380271622587564
Plod1	0.0744485294117647
Plod3	0.07398568019093077
Plxdc1	0.11742846525455222
Plxdc2	0.08968401486988849
Plxnb2	0.08030303030303029
Pmp22	0.05288461538461538
Pnpla7	0.1039272030651341
Pnpo	0.06256410256410258
Pon3	0.16260487415101876
Pou2f2	0.2071227741330834
Ppp1r3b	0.07056870070568699
Prg2	0.4642464246424643
Prkcd	0.1058362369337979
Psd4	0.3116646415552856
Psmb10	0.1552967276760954
Psmb8	0.150990099009901
Psmb9	0.13683634373289547
Ptafr	0.12924071082390953
Ptger4	0.03501945525291829
Ptgr1	0.1491509866911427
Ptgs1	0.09815078236130867
Ptk2b	0.044126074498567334
Ptpn1	0.12373453318335208
Ptpn18	0.21348314606741567
Ptpn6	0.025021204410517386
Ptpn7	0.046194225721784776
Ptprc	0.5266585266585266
Ptprcap	0.4908877131099354
Pwwp2b	0.2273462783171521
Pxn	0.03063629222309505
Pycard	0.6574344023323616
Pyroxd2	0.16323296354992076
Qprt	0.16827124319799078
Qsox1	0.2399639152007217
Rab17	0.20965250965250964
Rab20	0.18122676579925653
Rab27a	0.02067796610169492
Rab32	0.12847749114820434
Rab39	0.08275120902740463
Rab3il1	0.14021000617665227
Rab43	0.007507507507507507
Rapsn	0.048293625241468116
Rasa4	0.14299950174389636
Rasal3	0.2759420289855073
Rasgef1b	0.03234750462107209
Rassf4	0.10818307905686547
Rassf5	0.09141274238227147
Rbm38	0.07632999228989977
Rbm47	0.015358931552587647
Rcan1	0.13560111835973904
Rcsd1	0.354876615746181
Rel	0.24431137724550905
Rela	0.09566968781470292
Relb	0.059782608695652176
Renbp	0.34248927038626603
Retnla	0.8765613519470977
Retnlg	0.5505403687221869
Rffl	0.05644481887110363
Rgs1	0.10831353919239907
Rgs10	0.0671971706454465
Rgs14	0.09310889005786427
Rgs19	0.06379821958456973
Rgs2	0.030186871106851938
Rhbdf2	0.05474582296480626
Rhoh	0.025660377358490558
Rilpl1	0.02958152958152958
Rilpl2	0.09687500000000003
Rin2	0.07803030303030302
Rin3	0.2867310625317743
Rinl	0.40762812872467225
Ripk3	0.6392794376098418
Rnase10	0.5272727272727272
Rnase12	0.2822159775190687
Rnase4	0.4117349519473951
Rnf19b	0.04134860050890585
Rogdi	0.036814725890356136
Rpl3	0.003966822935448973
Rps6ka1	0.040858018386108266
Rps6ka4	0.015791551519936834
Rptor	0.004067402672864613
Rrad	0.06494192185850052
Rtn4rl1	0.11768488745980707
Runx1	0.01155115511551155
Runx3	0.05870194295163291
Rxra	0.024466192170818503
S100a8	0.8311306901615272
S100a9	0.6458593424885559
S1pr2	0.05743509047993706
S1pr4	0.060041407867494824
Sag	0.0840173829068083
Sall1	0.1487341772151899
Sash3	0.08377239199157008
Sat1	0.037653874004344674
Sbno2	0.07622868605817454
Scamp2	0.13268365817091454
Scpep1	0.19563008130081302
Sdc4	0.11190233977619532
Sdf2l1	0.08444962143273152
Selplg	0.4837848149561236
Serinc3	0.18692070030895985
Serpinb8	0.2502883506343714
Serpine1	0.2645502645502646
Serpinf1	0.13283208020050127
Serpinf2	0.4100840336134454
Sft2d2	0.14001421464108033
Sgk1	0.05477707006369427
Sgpl1	0.1883116883116883
Sh2b2	0.061379035472299726
Sh2b3	0.1372872048325096
Sh3bp1	0.16704086214638525
Sh3bp2	0.2344286414909269
Sh3pxd2a	0.056400506970849175
Sh3tc1	0.19275123558484347
Shb	0.018910400720396216
Shmt1	0.10745614035087718
Siglece	0.5532219570405729
Siglecg	0.5295250320924262
Sipa1	0.11385853939045427
Sirpa	1.0821089023336214
Skap2	0.1275229357798165
Sla	0.2342829076620825
Slamf1	0.4241610738255033
Slamf6	0.7217327459618209
Slamf8	0.2914201183431953
Slamf9	0.9139953088350272
Slc10a3	0.2076190476190476
Slc10a6	0.1985172981878089
Slc11a1	0.1449451887941535
Slc11a2	0.1110729023383769
Slc15a3	0.12738589211618254
Slc15a4	0.0978941377347752
Slc16a10	0.1655653450807636
Slc16a3	0.0759075907590759
Slc16a6	0.14831177027453454
Slc17a9	0.12452625879805088
Slc25a10	0.0825760568945081
Slc25a45	0.052890528905289065
Slc29a1	0.21619092185306504
Slc29a3	0.16766666666666666
Slc2a5	0.19454181271907864
Slc2a9	0.1560185185185185
Slc30a3	0.1685761047463175
Slc35c2	0.04714179658500371
Slc36a2	0.1994301994301994
Slc37a2	0.09071156979902226
Slc38a7	0.03456402199528673
Slc39a4	0.452959028831563
Slc43a1	0.1886383347788378
Slc44a2	0.10861650485436893
Slc46a1	0.11047120418848168
Slc5a10	0.25470155355682744
Slc7a7	0.08485792137018294
Slc7a8	0.044234592445328035
Slc9a9	0.04873646209386282
Slco2b1	0.2532751091703057
Slco4a1	0.07264957264957267
Slfn2	0.5007743933918429
Smap2	0.07942811755361398
Smpdl3b	0.2297904191616767
Snta1	0.08944099378881988
Snx17	0.23840060354583176
Snx20	0.15037593984962408
Snx29	0.11074561403508773
Snx8	0.04065469904963041
Socs3	0.035648432698217575
Sord	0.15252665739452942
Spata13	0.12334613743064445
Sphk1	0.314673157162726
Sphk2	0.11266747868453104
Spib	0.29219143576826195
Spic	0.4949109414758269
Spns3	0.2461977186311787
Spp1	0.4120391973868409
Srrd	0.2686631944444444
Srxn1	0.2460821685726387
St14	0.1152619589977221
St6galnac4	0.07475149105367794
Stab1	0.13532448377581122
Stambpl1	0.08041504539559012
Stard3	0.06186666666666666
Stat6	0.11819066147859922
Stfa3	1.5244648318042813
Stk10	0.13342363697934306
Stx11	0.023104693140794226
Stxbp2	0.04180682364247957
Sult1a1	0.470668485675307
Sun2	0.0991775520077407
Susd1	0.3953780457171565
Susd3	0.2721021611001965
Syngr1	0.014167650531286897
Syngr2	0.07417488941816945
Tapbp	0.460680423870608
Tatdn2	0.31747110808973483
Tbc1d10a	0.08225352112676057
Tbc1d16	0.040093240093240085
Tbc1d22a	0.09445407279029462
Tbc1d2b	0.0883190883190883
Tbxas1	0.5827759197324415
Tcap	0.3122549019607843
Tcirg1	0.11418685121107265
Tcn2	0.32884902840059793
Tec	0.02498922878069797
Tep1	0.31795984807379274
Tgfb1	0.042893725992317534
Tgfbi	0.09506885828520656
Tgif1	0.2383241758241758
Tgm1	0.09182530795072788
Tgm2	0.08512299882858257
Ticam2	0.2398634229620145
Tifab	0.1981587023235423
Timd4	0.6286764705882353
Tln1	0.016711590296495958
Tlr1	0.3828467153284672
Tlr12	0.5989664082687338
Tlr2	0.2307382008874546
Tlr4	0.4847501622323168
Tlr5	0.3035784506488399
Tlr6	0.3800443458980044
Tlr7	0.2931596091205212
Tlr8	0.35416666666666663
Tm6sf1	0.04715672676837725
Tmc6	0.30004943153732083
Tmc8	0.19576129392080316
Tmem104	0.029944289693593317
Tmem106a	0.3468547912992357
Tmem119	0.4308849045691151
Tmem120a	0.05075292805354156
Tmem140	0.5770946950917204
Tmem173	0.4350377200335289
Tmem176a	0.3586866167913549
Tmem185b	0.03761061946902655
Tmem202	0.8955974842767296
Tmem221	0.16753472222222224
Tmem37	0.1890277023356871
Tmem52	0.21508962067528134
Tmem63a	0.08520349942944085
Tmem86a	0.08062062671128689
Tnfaip2	0.1584124830393487
Tnfaip3	0.0847953216374269
Tnfaip8l2	0.08106666666666666
Tnfrsf11a	0.2287390029325513
Tnfrsf12a	0.6676056338028169
Tnfrsf13b	0.27480190174326463
Tnfrsf14	0.4641297567061759
Tnfrsf17	0.29150579150579153
Tnfrsf1a	0.42120343839541546
Tnfrsf1b	0.4197860962566845
Tnfsf14	0.1144042679312389
Tnfsf18	0.6595251881876086
Tnfsf9	0.5344024831867563
Tnni2	0.02522935779816514
Tor3a	0.343202416918429
Tpst2	0.03801652892561984
Traf5	0.1814985123072762
Trem1	0.8955512572533849
Trem2	0.3656003323639386
Treml2	0.41179994010182697
Treml4	0.7585111211983658
Trex1	0.7215909090909091
Trib1	0.06574761399787911
Trim14	0.19710515112813964
Trim47	0.08083560399636694
Trpm2	0.08401084010840107
Trpm4	0.13395810363836824
Trpv2	0.1841457410142787
Trpv4	0.017664670658682637
Tslp	1.9104820198928845
Tspan14	0.009184224743381956
Tspan32	0.2997658079625293
Tspan33	0.0103359173126615
Tspan8	0.2180968773051389
Ttc7	0.08229942100909844
Tubb1	0.03852889667250439
Tubb6	0.003445635528330781
Twf2	0.008992805755395683
Tyrobp	0.2152255639097745
Uap1l1	0.1923290717065036
Uba7	0.3391472868217055
Ubash3b	0.028907398334149924
Ubc	0.03518728717366629
Ucp2	0.02106270943034945
Unc13d	0.1052389705882353
Unc93b1	0.11426726920593933
Usp35	0.07508305647840531
Vamp8	0.02568593111500292
Vasp	0.2142857142857143
Vav1	0.1095690284879474
Vav2	0.045348293595137916
Vipr1	0.3232806178742185
Vps18	0.02594033722438392
Vps37b	0.12828535669586985
Vrk2	0.37078220858895705
Was	0.1358447488584475
Wasf2	0.16295325469637398
Wdfy4	0.1624341159559176
Wdr81	0.09950980392156862
Xcr1	0.36051743532058494
Zbtb32	0.5268034414295168
Zbtb7b	0.07623049219687875
Zc3h12a	0.15446466356326702
Zfhx3	0.050104384133611686
Zfp296	0.3116838487972508
Zfp36	0.123015873015873
Zfp385a	0.11190817790530846
Zfp691	0.19840525328330205
Zfpm1	0.13231064237775647
Zswim4	0.05302226935312832
