Gene name	sharrisii_dNdS
Abcd4	0.05108176454060129
Abce1	0.002981978477894464
Abcf1	0.028714165655056495
Abcf2	0.010613419679798524
Abcf3	0.03611711764362106
Abcg1	0.016629287238116075
Abhd10	0.2248824751284574
Abhd12	0.044023234484867016
Abhd13	0.028352566653402307
Abhd16a	0.07362018881626728
Abhd2	0.01613035290264472
Abhd3	0.06124121779859485
Abhd4	0.041091458153580666
Abhd5	0.06606969990319457
Abhd6	0.06550896512777071
Abi1	0.0365093499554764
Abi2	0.030449913000248574
Abi3	0.1224464218573756
Abl1	0.08674435542607427
Abl2	0.0832564339177689
Ablim2	0.04931214272253282
Abr	0.028797696184305256
Abtb1	0.035277873662409386
Acad11	0.11783776164634575
Acad8	0.07883980506209716
Acadl	0.1171643492135856
Acads	0.06748409270354375
Acadsb	0.1083736618272474
Acadvl	0.1252683655371978
Acap2	0.04011391375101708
Acap3	0.07159554475867443
Acat1	0.0958809276566286
Acbd3	0.10987666904494957
Acbd4	0.13415652326756602
Acbd5	0.11926812740004518
Accs	0.16379748674366235
Acer3	0.14116434827408553
Ache	0.05420767328035368
Acin1	0.17618656256420795
Acly	0.022686025408348458
Aco1	0.04280155642023346
Aco2	0.01964429571791535
Acot13	0.0942139995286354
Acot7	0.051982828239894585
Acot8	0.14781906300484654
Acox1	0.11747713047664902
Acox3	0.11001379064905023
Acp2	0.07772384034519958
Acp5	0.012146555157307844
Acp6	0.22751005734828386
Acrbp	0.19264184827452316
Acsbg1	0.04996882145084182
Acsf2	0.11575417553362995
Acsf3	0.11707236297400232
Acsl1	0.10052490838863028
Acsl3	0.07693137678031939
Acsl4	0.03494803888702648
Acsl5	0.1383468721212629
Acss1	0.10875622730727012
Acss2	0.09134031991174847
Actl6a	0.007523881984952236
Actl6b	0.004492667627362889
Actn1	0.011586300903049924
Actn4	0.022917748275606317
Actr10	0.04837669318426145
Actr1a	0.003104786545924967
Actr1b	0.02247820174386049
Actr2	0.06692794694000602
Actr3	0.04746192893401016
Actr3b	0.015781772575250836
Actr6	0.009199198018634272
Actr8	0.03830091425561533
Acvr1	0.049371332774518016
Acvr1b	0.031099241902136456
Acvr2b	0.026741640554577846
Acvrl1	0.07422536033144657
Acy1	0.07422121896162527
Acyp1	0.11550910940534542
Acyp2	0.08648250953113504
Adal	0.10429155961556763
Adam10	0.13869074492099326
Adam11	0.1359631716802921
Adam15	0.2042467948717949
Adam17	0.13151685393258428
Adam33	0.020156712734452124
Adam9	0.13084112149532712
Adamts1	0.10592366213667988
Adamts10	0.06632311604872172
Adamts16	0.136578720963579
Adamtsl2	0.06455020571555654
Adap2	0.11081560283687944
Adar	0.20837709272873287
Adck1	0.05857014272855857
Adck5	0.11365618278007092
Adcy2	0.05223610356690205
Adcy3	0.04603473530027203
Adcy5	0.05695989214694978
Adcy6	0.05166364186327889
Adcy7	0.1070017559262511
Adcy9	0.06485065361863726
Add1	0.06021229868228404
Add3	0.05472984787550272
Adh5	0.050958954878161766
Adi1	0.03495173332065244
Adipor1	0.037470418090980805
Adipor2	0.08340660721014947
Adk	0.1049141503848431
Adm	0.16729889545910967
Adnp	0.058947147210255325
Adnp2	0.11544325854933565
Adora1	0.059375
Adpgk	0.10465906516650306
Adprh	0.09875749785775494
Adprhl2	0.0656210697640009
Adra2a	0.019402839914413536
Adrb2	0.07046128945238737
Adss	0.035026514094334354
Adssl1	0.0173243005636862
Aebp2	0.07351555136663525
Aen	0.2265411234508289
Afap1	0.04112744765905549
Afap1l1	0.07892996999440574
Aff1	0.2528283325135268
Aff4	0.07492889958433603
Afg3l1	0.09015598836696924
Afg3l2	0.047886108714408966
Afmid	0.20919436109381195
Afp	0.2610464643176824
Aftph	0.3270311001507056
Aga	0.19057623049219688
Agap1	0.019216664221798446
Agap2	0.062072434607645874
Agap3	0.07641170627340109
Agbl5	0.1498900561935011
Agfg1	0.1628748707342296
Agfg2	0.1912516568831661
Aggf1	0.10912511759172153
Agk	0.11727922409392548
Agmo	0.14322591389790987
Agpat1	0.057957285566655185
Agpat2	0.0126313050462997
Agpat4	0.1150391644908616
Agpat5	0.1905518483211524
Agps	0.11470728224654927
Agrn	0.1705487564153178
Agtrap	0.18818279735343896
Ahcyl1	0.044288133385437016
Ahcyl2	0.0199046483909416
Ahsa1	0.12643544832386033
Ahsa2	0.19779758783429469
AI413582	0.047969217614365116
AI467606	0.14367795059469352
AI597479	0.17046204620462047
AI661453	0.21840635107321374
Aifm1	0.1376290272130122
Aimp1	0.07959754052543319
Aimp2	0.05016186862533505
Aip	0.000999351736307895
Ak1	0.08814722395508423
Ak2	0.06572295247724974
Ak3	0.08732491786270101
Akap1	0.2432453296279141
Akap10	0.18968602570359525
Akap11	0.2378674484993442
Akap13	0.21120494646358012
Akap8l	0.07441522239728518
Akirin1	0.07579771915677917
Akirin2	0.07939767282683093
Akna	0.35117840565995223
Akr1e1	0.16080822572931608
Akr7a5	0.057263037139716075
Akt1	0.010349796934363949
Akt3	0.0040219378427787935
Aktip	0.05158865732832252
Alad	0.09182323365969834
Alas1	0.05407852498147995
Alas2	0.06983477455219272
Aldh18a1	0.03235658274865868
Aldh1l1	0.04510958976808364
Aldh2	0.002044814897721528
Aldh3a2	0.13539097923792856
Aldh6a1	0.06395418207851092
Aldh7a1	0.09277128830201456
Aldh9a1	0.0880389164441053
Aldoc	0.03652392947103274
Alg1	0.16059474314706504
Alg14	0.1876904326630104
Alg3	0.06347940053564306
Alg5	0.14861751152073732
Alg9	0.10714661614566888
Alkbh1	0.14593279041467752
Alkbh2	0.10954937881659298
Alkbh4	0.09514580213197077
Alkbh5	0.02605278478556181
Alkbh6	0.07541164488202343
Alox5	0.0369055405026628
Alox5ap	0.06277279580985637
Als2	0.0826618636837615
Amacr	0.1540588905156987
Ambra1	0.08663978144919995
Amdhd2	0.08491873503842763
Amigo1	0.11951099557366685
Amn	0.07468781905285478
Amn1	0.1915126217451799
Amotl1	0.07331143337873568
Amotl2	0.08243813161454604
Ampd2	0.031206402819590282
Amph	0.1266049334682126
Amz1	0.10741268402193152
Anapc1	0.0948569141484891
Anapc16	0.005752157058897087
Anapc2	0.08291079289017662
Anapc4	0.138278869391615
Anapc5	0.09180049413218036
Anapc7	0.010445049954586741
Angel1	0.1627358490566038
Angel2	0.16140946296666
Angptl4	0.11844063565221565
Angptl7	0.06476626129644092
Ank	0.012393036293892004
Ankfy1	0.042752386662362224
Ankib1	0.08904408555216063
Ankle2	0.22884946378922286
Ankmy2	0.07452618053324768
Ankra2	0.03609341825902336
Ankrd10	0.1944246737841044
Ankrd11	0.054407266660487535
Ankrd13a	0.04206938650930919
Ankrd13c	0.03225806451612903
Ankrd16	0.19009126466753587
Ankrd27	0.1067754522880454
Ankrd33b	0.10398415144177857
Ankrd39	0.04350740016755096
Ankrd40	0.13779012749264466
Ankrd44	0.06448099335584359
Ankrd46	0.005148741418764302
Ankrd49	0.13178020943640428
Ankrd52	0.023472718793719885
Anks1	0.13220990025401153
Anks3	0.1115204286671132
Anks6	0.0946226892172838
Ankzf1	0.1872351873024413
Ano10	0.08971506495370703
Ano8	0.058171565609100036
Anp32a	0.0595922634605332
Anp32b	0.09427009034712316
Anp32e	0.05034266316531096
Anxa1	0.07671171840190108
Anxa11	0.09050494883408823
Anxa2	0.021459227467811155
Anxa3	0.2385185185185185
Anxa4	0.09128436794142844
Anxa5	0.04660509060142425
Anxa6	0.04830414234083959
Anxa7	0.07147087857847978
Ap1ar	0.04988619119878604
Ap1b1	0.017654146367017655
Ap1g1	0.011560693641618495
Ap1m1	0.0062969336670838545
Ap1s1	0.0028269195695786982
Ap1s2	0.030555262880623744
Ap2a1	0.02176194421430544
Ap2a2	0.012225445503522586
Ap2b1	0.10842968539930088
Ap2m1	0.0020808767427342727
Ap3b1	0.10247167868177136
Ap3b2	0.0479318418314256
Ap3d1	0.029791816223977027
Ap3m1	0.010253713684764031
Ap3m2	0.008944195994555705
Ap3s1	0.12783505154639174
Ap4m1	0.08373642058520339
Ap4s1	0.04943721032884573
Apaf1	0.11646174863387974
Apba1	0.056683322923173025
Apba2	0.045175816805595466
Apba3	0.004211315651163803
Apbb1	0.12707097171919549
Apbb1ip	0.15717488789237666
Apbb2	0.06192012908430819
Apbb3	0.07289676778482464
Apeh	0.09083389728551018
Apex1	0.055125354596335205
Apex2	0.003984411526238229
Aph1a	0.02256675279931094
Api5	0.0432299359921221
Apip	0.05352066921140258
Aplp2	0.07186771252914988
Apobec1	0.2762092979484284
Apobec2	0.047803323469155466
Apobr	0.35803550572296194
Apoe	0.09769811983834124
Apool	0.2887095277855088
App	0.02495882427467376
Appbp2	0.020267402376910014
Appl1	0.03281812407368198
Appl2	0.0714036007690963
Aprt	0.007911830155770735
Aptx	0.16718541574032902
Aqr	0.07325433356184508
Araf	0.0777189248057027
Arap1	0.08613168306787056
Arap3	0.1236829690202862
Arc	0.04930760762500724
Arcn1	0.013663419913419914
Arf2	0.03053168099140516
Arf4	0.01886120996441281
Arf5	0.007127922448203762
Arf6	0.11212045793927328
Arfgap1	0.07618904500713804
Arfgap2	0.07974799418448117
Arfgap3	0.10716093117408906
Arfgef1	0.057471264367816084
Arfgef2	0.04044557416267943
Arfip2	0.021196672927287358
Arfrp1	0.03038904658540658
Arglu1	0.019269776876267748
Arhgap1	0.04753065586680167
Arhgap11a	0.2108908004082228
Arhgap12	0.07511737089201878
Arhgap18	0.1000636897601019
Arhgap19	0.1288019863438858
Arhgap21	0.1139874739039666
Arhgap22	0.0938728630118832
Arhgap23	0.10461672473867596
Arhgap24	0.11228726826130184
Arhgap25	0.11433672794603887
Arhgap30	0.2220599485360595
Arhgap31	0.23149384885764496
Arhgap32	0.14538795673281665
Arhgap39	0.05227960299347168
Arhgap4	0.13327500729075534
Arhgap44	0.10856009070294784
Arhgap5	0.03561399029869799
Arhgap9	0.11967109424414928
Arhgdib	0.06760920790284575
Arhgdig	0.051690919231354264
Arhgef10l	0.07205493050959627
Arhgef11	0.13436123348017626
Arhgef12	0.1568582550950309
Arhgef18	0.09099170288423547
Arhgef2	0.05746043707611152
Arhgef25	0.1250418200066912
Arhgef3	0.037152958905697565
Arhgef40	0.1414014620098944
Arhgef7	0.04835751208937802
Arhgef9	0.012291265752064065
Arid1a	0.07477856831711921
Arid1b	0.06189008731381612
Arid3b	0.15972160256982246
Arid4a	0.1143661543144118
Arid5a	0.12058316176061433
Arid5b	0.11919456873939205
Arih1	0.017779839208410638
Arih2	0.032372400756143664
Arl1	0.020382366882603885
Arl10	0.14953225962002126
Arl11	0.11943172356369693
Arl15	0.15491619146362534
Arl16	0.15205028434600418
Arl2	0.02702322308233638
Arl3	0.020883116883116882
Arl5a	0.003041732570872369
Arl5b	0.057195149851292613
Arl6ip1	0.047058823529411764
Arl6ip4	0.08982672477941958
Arl6ip6	0.2060690509366775
Arl8a	0.0024418996295048835
Arl8b	0.16539923954372626
Armc1	0.041520056298381416
Armc10	0.2342817000351247
Armc3	0.11719528639268335
Armc5	0.07812067150534655
Armc6	0.10916976456009912
Armc8	0.01785448593959232
Armc9	0.09778196578718468
Arnt	0.09869375907111756
Arnt2	0.02291754756871036
Arntl	0.022208121827411168
Arpc1a	0.02046873400880156
Arpc2	0.04234338747099768
Arpc3	0.011056788266265516
Arpc4	0.0052906320541760725
Arpc5	0.09953860350661337
Arrb1	0.023053769325489123
Arrb2	0.046642468239564416
Arrdc1	0.13685231590008892
Arrdc3	0.04303237482404987
Arrdc4	0.0762110182439112
Arsa	0.12321020334496452
Arsg	0.1689484827099506
Arsk	0.15856378233719892
Arv1	0.1362443122156108
Arvcf	0.004267560984983822
Asap1	0.04247865119334356
Asap3	0.14011203290080124
Asb1	0.05496644295302013
Asb10	0.09140996744302528
Asb13	0.031120488282721726
Asb2	0.01585353672284136
Asb3	0.189510901591043
Asb6	0.051076662111859766
Asb8	0.02085699535363965
Ascc1	0.14695848084969426
Ascc2	0.12443216697360344
Asf1a	0.010508717458801052
Asf1b	0.06651204548855305
Ash1l	0.08210376011423133
Ash2l	0.03807962980815578
Asl	0.050418660287081335
Asna1	0.005369127516778524
Asph	0.11896844248388193
Asphd2	0.028581739444243963
Aspscr1	0.17534246575342466
Asrgl1	0.09315668683496768
Asxl1	0.3228856232658514
Asxl2	0.2607655502392345
Atad1	0.007846856945761836
Atad3a	0.03741987642201305
Atat1	0.1654759161097027
Atcay	0.019519724000181576
Ate1	0.2095229238352088
Atf1	0.06947993076732878
Atf2	0.03226372084867613
Atf3	0.05572373584482565
Atf4	0.1963852171567305
Atf6	0.18384045001278448
Atf6b	0.17693946807671065
Atf7ip	0.16797700566404594
Atg10	0.12022198312475225
Atg12	0.1421658242821809
Atg13	0.044376497810098336
Atg14	0.07597434632461765
Atg16l1	0.07161597512389467
Atg16l2	0.13481556913328807
Atg2a	0.07447214796224562
Atg2b	0.14168591224018476
Atg3	0.04871488344291691
Atg4b	0.05950007667535654
Atg4c	0.08663771623834271
Atg4d	0.10311989197640538
Atg5	0.03909385113268609
Atg7	0.0599011588275392
Atg9a	0.020900441980672712
Atic	0.1423885780436041
Atl2	0.10553854007146504
Atl3	0.08824923004027482
Atmin	0.15536576308949127
Atp11a	0.05607605400936897
Atp11b	0.07381037142518096
Atp11c	0.07990930328432046
Atp13a1	0.06992446019118925
Atp13a2	0.08728549378045458
Atp13a3	0.08516873889875667
Atp1a1	0.025175058352784264
Atp1a2	0.007832467639541594
Atp1a3	0.005054589567327133
Atp1b1	0.11321641089884125
Atp1b2	0.052628041403414434
Atp1b3	0.3759993123012121
Atp2a2	0.032857504856829124
Atp2b1	0.0633259423503326
Atp2b2	0.011929460580912864
Atp5b	0.028537671544124326
Atp5c1	0.06369507407876407
Atp5d	0.005378469032409682
Atp5e	0.037950842828891614
Atp5f1	0.15226517952252647
Atp5g1	0.10521849809079338
Atp5g3	0.34268248831355624
Atp5h	0.16417151162790694
Atp5j	0.08911569807296824
Atp5o	0.14792435062387194
Atp6ap2	0.10419932348816104
Atp6v0a1	0.1022125498730504
Atp6v0b	0.022998418858703462
Atp6v0c	0.0010007563319743957
Atp6v0e	0.050166652422869835
Atp6v1a	0.02009102009102009
Atp6v1b2	0.03993763492444232
Atp6v1d	0.03130455021529152
Atp6v1e1	0.031566196380219465
Atp6v1g1	0.044856568609537725
Atp6v1h	0.028543307086614168
Atp7a	0.11997891407485504
Atp8a1	0.02938172676565324
Atp8a2	0.0734008602747329
Atp8b2	0.023530570050211683
Atp9b	0.033813158148971116
Atrip	0.37685523768552376
Atrn	0.06248708944432969
Atrx	0.12111650485436895
Atxn10	0.0995565333975042
Atxn1l	0.17797109997051014
Atxn2	0.09952153110047847
Atxn2l	0.09374039545128574
Atxn3	0.11940134257730825
Atxn7	0.27462930956062953
Atxn7l1	0.22564345491867996
Atxn7l2	0.14284247278701992
Atxn7l3	0.047788627225732336
AU040320	0.2102171591313635
Aup1	0.12507000186671646
Aven	0.2722017426273459
Avl9	0.10622056196199448
Avpi1	0.20669950738916254
Axin1	0.08575197889182057
Axl	0.0671699230313795
Azi2	0.17531956735496554
B230118H07Rik	0.38021292865125583
B2m	0.012756083084330915
B3galnt1	0.11344345616264295
B3galt4	0.16285164407681912
B3galt5	0.039768936334585815
B3gat1	0.004471672022090946
B3gat3	0.039354808192611515
B3gnt2	0.0992560820320354
B3gntl1	0.07949511499484192
B4galnt1	0.12230495305924248
B4galt1	0.08737092930897537
B4galt2	0.05353886955080391
B4galt3	0.04120415593641772
B4galt4	0.10200798043506244
B4galt5	0.06324239301404784
B4galt6	0.05874712758517335
B4galt7	0.09129224652087474
B9d1	0.07604026845637582
Bace1	0.031161473087818695
Bach1	0.12753889369057908
Bach2	0.1197378651560591
Bag1	0.23747252747252745
Bag2	0.03477537437603993
Bag3	0.2260440271932664
Bag5	0.04787818533828685
Bag6	0.0816608359418155
Bahd1	0.18807231744540973
Baiap2	0.029151026275856563
Bak1	0.09067579127459367
Banf1	0.08175492848859682
Banp	0.03857588821168426
Bap1	0.05375482555175177
Basp1	0.005959172835253981
Batf3	0.002534817465384411
Baz1a	0.10968154028652248
Baz1b	0.05140773507083507
Baz2a	0.16560765704174374
Bbip1	0.07184661957618567
Bbs2	0.06581996848057847
Bbs4	0.12773207990599295
Bbs9	0.08525704574422886
BC004004	0.2929121263620913
BC005537	0.02510716472749541
BC005624	0.01812736861633053
BC017158	0.17674755523361102
BC028528	0.32619129242372297
BC031181	0.3149444712699179
Bcan	0.12550907071455014
Bcap29	0.12363371386932233
Bcar1	0.005404268327748972
Bcar3	0.09807665111016828
Bcas1	0.4258058078036124
Bcas2	0.007025146083645197
Bcas3	0.037231138770608144
Bcat2	0.0057928168493087346
Bccip	0.07358640828245289
Bcdin3d	0.14731685918994006
Bckdhb	0.019715969179634387
Bckdk	0.023563455973542785
Bcl10	0.12308639126086622
Bcl2	0.1369284690138601
Bcl2l1	0.04845121128028202
Bcl2l11	0.1310416426346753
Bcl2l13	0.1631052593711778
Bcl2l2	0.1388719697892557
Bcl6	0.032878692078403035
Bcl6b	0.1051688413507308
Bcl7b	0.05112072355485647
Bcl7c	0.1359291808326384
Bcl9	0.07031133621331744
Bcl9l	0.0859609932124753
Bclaf1	0.07332425995236475
Bco2	0.14628937533368927
Bcor	0.14841638741757648
Bcs1l	0.05417364266921789
Bdh1	0.05109198977123505
Becn1	0.02363540010598834
Begain	0.08075238542155483
Bend3	0.018164184378500703
Bfar	0.11483042849053042
Bicd2	0.0010004179291610072
Bid	0.2590532965566332
Bin3	0.04059405940594059
Birc5	0.10630266262217727
Birc6	0.0611875816336783
Bivm	0.10848715164676076
Blmh	0.055341817105652565
Blnk	0.1399152390616606
Bloc1s1	0.0088708655430237
Blvra	0.12187316656888368
Blvrb	0.04372719127641441
Bmf	0.12378290659935087
Bmi1	0.03327417923691215
Bmp1	0.038678835289004766
Bmp2	0.10641186299081036
Bmp2k	0.15708216765102065
Bmpr1a	0.03548586754693625
Bmpr2	0.05760649087221096
Bms1	0.09560216508795667
Bnip2	0.030862677501436432
Bnip3	0.1339622641509434
Bnip3l	0.03606623996748959
Bod1	0.06347383959324257
Bola1	0.07657177002859704
Bola3	0.0758828996282528
Bop1	0.056329012642022724
Bpgm	0.03605530915731802
Bphl	0.0815942138175243
Bpnt1	0.05091234929944608
Bptf	0.14340463458110514
Braf	0.02
Brap	0.05394535240040858
Brd1	0.06988071570576541
Brd2	0.030836403329240005
Brd3	0.01962616822429906
Brd4	0.06707748257399737
Brd7	0.1627742392073602
Brd8	0.10432084029601338
Brd9	0.04076253524580115
Brf1	0.04711525377602396
Brf2	0.13465481886534514
Bri3bp	0.07979018295023242
Brix1	0.10452517527087317
Brms1l	0.09643155507817162
Brpf1	0.1241819322834175
Brpf3	0.06735673567356737
Brsk1	0.001380988735822066
Brsk2	0.044421169367260184
Brwd1	0.13496489731644906
Bscl2	0.13087634133878384
Bsg	0.09290146893247099
Bsn	0.08754151409350253
Btaf1	0.05191193511008111
Btbd1	0.016653756777691712
Btbd17	0.01974436063786768
Btbd19	0.015380373173197709
Btbd2	0.009217586982863077
Btbd3	0.00837728824076947
Btbd6	0.03884699818650377
Btbd7	0.06964553170244632
Btbd9	0.041077310598721176
Btd	0.10279564571994064
Btf3	0.10407179212429682
Btg2	0.05216249179097476
Btk	0.029281020487050637
Btrc	0.014423814638637412
Bub3	0.0063614371472090325
Bud13	0.193058568329718
Bud31	0.025926619243728938
Bysl	0.06692531522793405
Bzw1	0.003319108582266477
Bzw2	0.0197149777502394
C130050O18Rik	0.03708162773898386
C1d	0.1013561182096104
C1galt1c1	0.10754804352859458
C1qb	0.14021429122022666
C1qbp	0.05261295865763672
C1qtnf4	0.0010001771568850758
C1qtnf5	0.030898065261334106
C1qtnf6	0.137938731097595
C1rl	0.18912515890442624
C2cd2	0.24872417982989065
C2cd2l	0.08952863018032269
C2cd3	0.2820578231292517
C3ar1	0.3670283143688807
C4b	0.18692322795994504
C87436	0.09796923076923078
Cab39	0.003728251864125933
Cab39l	0.023311179446483483
Cables1	0.03982694999363787
Cables2	0.061555866107672864
Cabp1	0.2131091576342067
Cacna1a	0.04558901615717211
Cacnb1	0.047055841851820567
Cacnb3	0.05208422129400733
Cacng3	0.022143247676325858
Cacybp	0.10199449793672627
Cad	0.04832834129361289
Cadm1	0.09433070866141732
Cadm3	0.13678539359473213
Cadm4	0.0035704915256354907
Calcoco1	0.11448382126348228
Calhm2	0.03772407533469481
Calm1	0.008001032391276294
Calu	0.02554797503266077
Caly	0.28575644885189777
Camk1	0.032896025063638146
Camk1d	0.033724340175953084
Camk2a	0.005176079120066549
Camk2b	0.053719490832652116
Camk2g	0.0342276692061389
Camkk1	0.0030278070486243727
Camkk2	0.032328415651058366
Camkv	0.004490946443074865
Caml	0.12332775919732443
Camsap1	0.07181173213358713
Camta2	0.1319912552377482
Cand1	0.0064721369021500655
Cand2	0.05092631054249398
Cant1	0.06968725424959167
Canx	0.0720015098612815
Cap1	0.08068893528183715
Capg	0.05634690533215681
Capn1	0.06817746568783914
Capn10	0.09678739512993656
Capn2	0.005053753432954418
Capn3	0.04462707670554967
Capn7	0.09729729729729727
Capns1	0.019126586013573324
Caprin1	0.07834367335160873
Capza2	0.023943458820135585
Capzb	0.054151125846111335
Car11	0.028884308960595524
Car13	0.0568995548674279
Car4	0.006877675626359745
Car7	0.057347228217302836
Card6	0.4262577532736045
Card9	0.017191392978482444
Carm1	0.022967479674796745
Cars	0.039120826614107394
Casc3	0.10500934947347702
Casd1	0.04053294541607432
Cask	0.011933174224343672
Casp1	0.3328350958484362
Casp2	0.09705284552845528
Casp4	0.349180525427814
Casp6	0.05580042313117065
Casp7	0.0803490685476578
Casp8	0.18240072657550835
Casp9	0.043592917496367255
Cass4	0.2267780457673981
Cat	0.07181824459636768
Cbfa2t3	0.06321272701675347
Cbfb	0.10269340974212034
Cbl	0.06471674278495775
Cblb	0.045558996902787495
Cbll1	0.3291578202406228
Cbr2	0.11206430172347166
Cbr4	0.10072782819660347
Cbs	0.048260759706898
Cbx5	0.012015177065767286
Cbx7	0.11670392845736187
Cbx8	0.06109599689078896
Cc2d1a	0.10449592618042604
Cc2d1b	0.11666075859624245
Ccar1	0.041951664386684906
Ccdc106	0.025217253910570392
Ccdc117	0.18774008990600732
Ccdc12	0.03271190183274975
Ccdc124	0.0021197924486529266
Ccdc126	0.08484626199645456
Ccdc130	0.0779361636194608
Ccdc134	0.031069879782620626
Ccdc137	0.1394329143525285
Ccdc162	0.28536485935589073
Ccdc22	0.055175493798339456
Ccdc28a	0.06350047704865898
Ccdc32	0.17034774436090225
Ccdc34	0.13131847774307945
Ccdc43	0.1062883435582822
Ccdc47	0.0638199653779573
Ccdc50	0.07888802328918773
Ccdc59	0.1804672988561932
Ccdc6	0.045728387892864916
Ccdc61	0.058940704559718414
Ccdc71	0.12152463468252946
Ccdc80	0.12508153946510112
Ccdc84	0.12036273701566365
Ccdc86	0.11141942846912972
Ccdc88b	0.004446197585626889
Ccdc90b	0.13355592654424042
Ccdc93	0.07875718080177899
Cchcr1	0.17913951705634346
Cck	0.004999437267132254
Ccl24	0.139526001994441
Ccm2	0.060762027307169925
Ccnc	0.013706293706293707
Ccnd3	0.09893626221568796
Ccndbp1	0.31244816406544523
Ccnf	0.130556921132102
Ccng1	0.07211875087522758
Ccng2	0.05858845357881968
Ccnh	0.07494903465643363
Ccni	0.11012084592145016
Ccnl1	0.021980437410704472
Ccnl2	0.04485677083333334
Ccnt1	0.13091063648921475
Ccnt2	0.1653689911983751
Ccny	0.0347846947343169
Ccnyl1	0.11031859248692344
Ccpg1	0.16148253430273876
Ccrl2	0.3230548406256187
Cct2	0.019793541055024143
Cct3	0.034547069271758435
Cct4	0.03023696682464455
Cct5	0.02496532593619972
Cct6a	0.14530857388000246
Cct7	0.017456767224919536
Ccz1	0.030177010023459162
Cd14	0.08879908501715593
Cd163	0.12204762993695074
Cd164	0.2720572752158349
Cd180	0.19528512265052567
Cd22	0.2389586464342852
Cd247	0.19111444913051007
Cd274	0.17837766309382028
Cd276	0.09554634904194716
Cd2ap	0.1562468640240843
Cd2bp2	0.09359210842890367
Cd320	0.14440738976232068
Cd36	0.08795930895378408
Cd37	0.005901343096746261
Cd38	0.3902689386163006
Cd4	0.23152967478254796
Cd40	0.0071514594877347066
Cd47	0.17182345580707542
Cd53	0.16376274328081558
Cd63	0.16885553470919326
Cd7	0.3572806171648988
Cd72	0.38287014264633545
Cd74	0.0037554883038715507
Cd80	0.4736901599502628
Cd81	0.0013563161204108698
Cd82	0.0761487663945703
Cd83	0.23825287810662585
Cd84	0.4512245065115898
Cd86	0.3276320977917981
Cd9	0.0753151649981461
Cdadc1	0.12190963341858485
Cdan1	0.1406055578598092
Cdc123	0.05240471869328493
Cdc14a	0.14526468155500416
Cdc16	0.027505792660139017
Cdc20	0.037316351041841236
Cdc23	0.04210296684118674
Cdc25a	0.11881804043545878
Cdc25b	0.10267991568804576
Cdc26	0.07010647010647011
Cdc27	0.1713355048859935
Cdc37	0.026932440657334144
Cdc37l1	0.07405264680358692
Cdc40	0.021322844426042854
Cdc42bpa	0.09609375
Cdc42bpb	0.041561509960801164
Cdc42ep1	0.05431075281100576
