Gene name	fcatus_dNdS
Slc9a3r1	0.06566277402171687
Smad9	0.011823333984756693
Smc4	0.10155457924974652
Smyd1	0.034618888551472826
Sncaip	0.13554133036459784
Soat1	0.16669190007570026
Son	0.2100481026189204
Sorcs2	0.06778395420227329
Sorl1	0.06180487118119105
Sox21	0.0024626209322779237
Sox5	0.0409148665819568
Sox9	0.019936373276776248
Sp5	0.014975808309653638
Sp6	0.029714738510301108
Spag1	0.2567279509725553
Spag5	0.4741231822070146
Spag8	0.7053831231813773
Spag9	0.04821260583254939
Sparcl1	0.29081579222955284
Spata17	0.2147184427450591
Spata18	0.24456596035543404
Spata3	0.4713484515971714
Spry2	0.04596665164488509
Spry4	0.03697940503432494
Sqle	0.1393594306049822
Srebf1	0.10822559072670533
St6galnac5	0.07959976105137395
Stk17b	0.053317674691720496
Stk38l	0.021306568057756648
Ston2	0.14021625392396234
Svep1	0.16447368421052633
Sybu	0.13332346848179935
Sycp2	0.3868249712753734
Synpo2	0.22419553367329
Sypl2	0.06598785980027412
Tank	0.31168470718845404
Tead1	0.01326341764342998
Tead3	0.02459981167608286
Tectb	0.05981350921082556
Tekt4	0.061020244767242375
Tex9	0.16654632972322506
Tgfb2	0.03723115850352431
Thbs1	0.03527194399569198
Thbs4	0.06599254922831294
Timp3	0.017732081656981074
Tlcd1	0.08678729223648222
Tm7sf2	0.10005430355688297
Tmc7	0.12931472081218276
Tmem136	0.06990724836825833
Tmem161b	0.05810850874592353
Tmem200c	0.12062864279766862
Tmem229a	0.14597701149425288
Tmem47	0.021492295214922956
Tmem56	0.2942473809961404
Tmem82	0.17463289642258795
Tmprss7	0.11119239209948792
Tnc	0.13209479227618492
Tnfaip6	0.0764406115248922
Tnfaip8	0.025103209481954984
Tnfrsf19	0.2406376241947811
Tnik	0.01116333725029377
Tnnt3	0.040363896047443115
Tom1l1	0.3837003697154798
Tph2	0.04318322023442319
Tpmt	0.21853781777988315
Trh	0.3229157648688425
Trib2	0.013278008298755186
Tril	0.05528314585136045
Trim9	0.01796643632773939
Trpm3	0.022448979591836737
Trps1	0.11637548119632812
Tsku	0.09334775554353704
Tspan7	0.12303206997084548
Tst	0.08021031435283589
Ttc12	0.2232178681289287
Ttc14	0.14808429118773944
Ttll8	0.16878095108879995
Ttyh1	0.099375
Ttyh3	0.021315570358034976
Tulp3	0.12188216259943373
Ucp3	0.09535245091114564
Upf3b	0.07413814407512664
Upp1	0.14181310560026275
Usp51	0.22254196642685853
Vav3	0.053369610715780655
Vcam1	0.26659462797159617
Vegfa	0.29382239382239383
Veph1	0.1492903451901174
Vit	0.1506913890634821
Vldlr	0.045470144131777634
Vnn1	0.2006441608016223
Wdr5b	0.18251162790697675
Wdr78	0.18660408473931245
Wnt7a	0.005534471853257433
Wwc1	0.07161803713527852
Xkrx	0.12260536398467432
Xrcc2	0.16865210677255682
Zbtb20	0.023432552248258392
Zbtb41	0.05252168326373273
Zdhhc21	0.2297478540772532
Zfc3h1	0.09702395354464068
Zfp11	0.12719046493567882
Zfp14	0.06995884773662553
Zfp280c	0.3449928977272727
Zfp36l2	0.10775678794873353
Zfp454	0.15988963113563753
Zfp532	0.07116564417177912
Zfp870	0.4699274847149154
Zfpm2	0.05872226472838561
Zhx2	0.10053475935828876
Zmynd10	0.09073668854850474
Znrf3	0.13332177531206654
