Gene name	fcatus_dNdS
Impdh1	0.01935767707875055
Insl3	0.34280303030303033
Iqcg	0.2699173994138023
Iqgap1	0.038598767434317234
Irf7	0.15422515038670867
Irx3	0.0916427737071254
Ism1	0.05213270142180095
Isyna1	0.03458341265308712
Itga1	0.10569498069498068
Itga4	0.15116460841019225
Itgb1	0.06375198728139904
Itgb3bp	0.4777409860191317
Itm2a	0.06081871345029239
Itpr1	0.011013567438148443
Itprip	0.11619650738821725
Jag1	0.04297708837341682
Jag2	0.045942183277372865
Jak2	0.04964291935202926
Kank3	0.09258883248730963
Kank4	0.2491319444444444
Kcna5	0.16230420445177246
Kcne3	0.06732610082961073
Kcne4	0.03851663218207863
Kcng2	0.07910937820644368
Kcnj15	0.042748091603053436
Kcnj2	0.008534850640113797
Kcnj8	0.015228426395939087
Kcnk5	0.1990440179781693
Kcnmb1	0.1646844217438891
Kcnq1	0.05914118979182999
Kcp	0.1819689610235754
Kctd10	0.00709595424698157
Kdr	0.1239460370994941
Kif23	0.11993156544054745
Kif26a	0.11620560109289615
Kitl	0.366
Klrg1	0.5240711669283098
Lalba	0.319936670320302
Lama1	0.163572267920094
Lama4	0.0993195074530136
Lama5	0.13494074936639494
Lamb1	0.04916700528240553
Lamb2	0.12326714125140499
Lamc1	0.0566970492816314
Lamc3	0.14872192099147946
Lbp	0.29477829638273045
Ldlrad3	0.06730806989986256
Lef1	0.05159122356196877
Lepr	0.2959104938271605
Lims1	0.03190428713858425
Lipa	0.27832400544546965
Lipc	0.22055346961479627
Lmo2	0.05792118487172706
Lnx2	0.06369955389563234
Loxl2	0.07994255624700812
Loxl4	0.10105166895290353
Lpar6	0.05919946182307434
Lrp8	0.1310834813499112
Lrrc32	0.08218101822752986
Lrrc55	0.035584263065179096
Lrrc8c	0.015863477947362096
Lsr	0.1019830028328612
Ltbp4	0.09981304528458664
Luzp1	0.22090656799259947
Ly6g5c	0.3027275788528454
Ly75	0.22379182156133828
Lypd2	0.15220830586684245
Lypla1	0.15842749529190206
Lysmd3	0.1314808539478143
Lzts1	0.055292259083728285
Madcam1	0.2436761229314421
Mall	0.12589712918660287
Malt1	0.13171839515518546
Mamstr	0.2483718176435761
Man2a1	0.19427580225498695
Mansc1	0.4529160739687056
Map4k2	0.049827942188575364
Mapk12	0.021621220001485992
Marveld1	0.07667969477014704
Marveld2	0.13127059685097034
Mcam	0.1908775409023302
Mecom	0.06657864956620142
Megf6	0.11340460526315788
Meox1	0.1243432574430823
Mfsd2a	0.08904558871761233
Mfsd6l	0.2343816859221224
Mgst2	0.2219251336898396
Mmp28	0.1315677666052967
Mmrn1	0.3203745743473326
Mmrn2	0.17370162760856353
Mospd1	0.042585321655089096
Mpp7	0.05703125
Mpzl1	0.178800660187053
Msn	0.014920133403545728
Msrb3	0.23113439188083154
Msx1	0.03828024567918869
Msx3	0.06888297872340426
Muc13	0.4367863247863248
Myct1	0.19766536964980544
Myh10	0.00788240306774606
Myl4	0.15876685934489404
Myl6	0.059124950729207724
Myl9	0.002205177372962608
Mylk	0.1397394687870073
Mylpf	0.014602803738317759
Myo1b	0.0199468085106383
Myo1e	0.028662420382165606
Myof	0.06303170920340294
N4bp3	0.06086380205456755
Naalad2	0.1076373380973649
Nampt	0.07259713701431493
Ncaph	0.1940642780255267
Nck1	0.015295131408875487
Ndc80	0.1403654485049834
Ndufa4l2	0.1167822046164394
Nes	0.4717645579172431
Net1	0.136074400391581
Nfatc4	0.09906627191983602
Nid1	0.11133654577732692
Nid2	0.19373351946641848
Nkd1	0.12845977011494253
Nlrc3	0.16272632914312074
Nme2	0.04759537715918976
Nodal	0.14652466367713005
Nomo1	0.045502521402603496
Nos2	0.14265077645359334
Nos3	0.033433916716958355
Nostrin	0.3272509721806761
Notum	0.030888359428182438
Nox4	0.10237329042638778
Noxo1	0.1997472353870458
Npr1	0.0721117543418072
Npr3	0.07242599143548686
Nrp1	0.04521924482338612
Nsmce1	0.09362621534029528
Nt5dc1	0.22017686338206094
Nxn	0.02732862673650649
Ocln	0.09701492537313433
Odc1	0.152081025478715
Odf3b	0.1629242153610615
Ogn	0.19756774055899293
Oip5	0.4304549675023213
Olfr520	0.06603420297091499
Olfr56	0.12206938316463364
Osmr	0.4845451869296438
Palmd	0.18638102524866107
Papln	0.2143042238922
Paqr5	0.08508479489781129
Parp9	0.5988731370410759
Pawr	0.21477911646586345
Pcdh1	0.036572484816477416
Pcdh12	0.215360930550804
Pcp4l1	0.14225941422594146
Pde5a	0.06606317411402157
Pde7b	0.07459157351676697
Pde8a	0.23062436621758656
Pdgfd	0.16061558469708465
Pdia5	0.08409436834094369
Pear1	0.1124510410224696
Pecam1	0.3122165910909576
Pglyrp1	0.1798874296435272
Pgm1	0.16965368548713114
Pgm5	0.023421588594704685
Phactr2	0.20412844036697247
Phf7	0.16403654485049834
Phldb2	0.1008814887365328
Pik3r6	0.11814303128809428
Pip5k1b	0.038944494995450406
Pir	0.2822981051778296
Pkn3	0.09374101408990704
Pla1a	0.198196693938888
Pla2g2f	0.17315213140398908
Plekhg5	0.08699104003629353
Plekhh2	0.11967324710687542
Plk2	0.032342306147047015
Pls3	0.008015389547932029
Plxnd1	0.04418216001671192
Pmaip1	0.27413032827045564
Podxl	0.35678645229575123
Polk	0.29375582479030754
Pomc	0.07625427594070695
Pomp	0.04119795471146823
Pop5	0.1916856355576854
Pou2af1	0.07277791232744006
Ppef1	0.3903369357914813
Ppfibp1	0.09895741297048948
Ppm1j	0.1322048425112492
Ppp1r13b	0.08107288983179269
Ppp1r2	0.18194871794871795
Pqlc1	0.049322930678862884
Prcp	0.3232416466678974
Prdm1	0.07517440461871541
Prelid2	0.16510611735330835
Prex2	0.04968519025458527
Prickle3	0.09905082669932637
Prkch	0.01805400223677904
Prkd2	0.02489754098360656
Procr	0.2980882486182839
Prom1	0.393312854442344
Prop1	0.2818791946308725
Prrg2	0.12640599892876273
Psma8	0.037030831099195714
Psmc3ip	0.07997300489286316
Psors1c2	0.3823169238305168
Ptges	0.16017566162024732
Ptgfrn	0.08268569244489743
Ptgis	0.11040419161676647
Ptgs2	0.08570126120650358
Ptpn12	0.18002125398512225
Ptprb	0.1353395304868442
Ptprg	0.05892287483580407
Ptprk	0.013662637940094587
Ptprm	0.015307542443640413
Pvr	0.2961210001028912
Rab11fip1	0.3143743536711479
Rab12	0.03379247015610652
Rab13	0.1162551440329218
Rai14	0.13310802027817498
Ramp2	0.333496691987258
Rapgef5	0.08111912722153793
Rapgef6	0.08462974486621035
Rasd1	0.0046909943817160325
Rasgrp3	0.05404339250493097
Rasip1	0.02791878172588832
Rassf1	0.06259333001493281
Rassf3	0.1913066111400312
Rassf9	0.116286716352477
Rbms1	0.08061821219715957
Rbp1	0.03113604488078541
Rbp7	0.08388296972771858
Rbpms	0.4278599568869397
Rd3	0.046074506344574884
Rec8	0.2377022653721683
Rell1	0.08621630470369966
Rem1	0.13035085727262405
Ret	0.13874671462166274
Rgl1	0.06120527306967985
Rgs12	0.08846835089027688
Rgs16	0.10668924640135477
Rgs3	0.11701978392030307
Rgs5	0.07183661810911167
Rhobtb1	0.06276346604215456
Rhod	0.1293732970027248
Rhoj	0.07890337679705785
Ripk1	0.29324654190398697
Ripply3	0.34814092744743075
Rnaseh2c	0.13881453154875714
Rnf125	0.26571506999725497
Rnf144b	0.12008701957940535
Rnf183	0.09610802223987293
Rnf19a	0.058162923231645985
Robo4	0.2167076167076167
Ror1	0.024505354873842804
Rpap3	0.1524653222986362
Rph3al	0.11317668054729328
Rpl17	0.15026362038664326
Rpl22l1	0.3315129700881221
Rps27l	0.008760774339409355
Rras	0.03356498595297945
Rsu1	0.18681444241316272
Rtp3	0.4090133982947625
Rtp4	0.4497631106028427
S100a11	0.3467138921684376
S1pr3	0.057180790184498474
Samd9l	0.2899543378995434
Samsn1	0.1595527069412246
Scarb1	0.09600586295346282
Scarf1	0.2323056300268097
Scgb3a1	0.5980689132904203
Sdcbp2	0.17903993080582387
Sele	0.2792405328857652
Selp	0.23164763458401305
Sema3c	0.03127655957844637
Sema3g	0.1143612883149214
Sema7a	0.13919806892852354
Sept1	0.09922646038943717
Sept10	0.13208658518627595
Serpinh1	0.02164144887666208
Sertad1	0.14850925533418116
Setdb2	0.4451813471502591
Sgms1	0.051020408163265314
Sgms2	0.05394256703157228
Sgpp2	0.0752703677000721
Sh3tc2	0.1694383432695325
She	0.13316818425281202
Shroom1	0.4901615741481363
Shroom4	0.28053397091053994
Sigirr	0.13885162328950898
Slc16a1	0.12643051771117167
Slc16a11	0.07794702895567449
Slc16a12	0.139218009478673
Slc16a2	0.10486083888671108
Slc16a4	0.4039433771486349
Slc16a9	0.09256487025948104
Slc19a3	0.33660860503200835
Slc22a18	0.1220555291562012
Slc22a8	0.3157439446366782
Slc23a3	0.4199808337326306
Slc25a20	0.08453410182516811
Slc25a24	0.11644073687869308
Slc26a10	0.14339300937766408
Slc2a1	0.04198940073379536
Slc30a1	0.15527950310559008
Slc31a1	0.20518924065698646
Slc31a2	0.38455114822546976
Slc35d2	0.13980992608236534
Slc35f2	0.08115449915110358
Slc38a11	0.18853480505607972
Slc38a2	0.06545942320590208
Slc38a5	0.1509569722262196
Slc39a10	0.10000000000000002
Slc39a8	0.09020027518728024
Slc40a1	0.12587064676616913
Slc43a3	0.1948383437322745
Slc5a6	0.2552648372686662
Slc6a6	0.08452693161186202
Slc7a1	0.1004190362167016
Slc7a5	0.02992689613158696
Slc9a2	0.0455209347614411
Slc9a3r2	0.04951287868677433
Slco1b2	0.351618211738892
Slco1c1	0.1991310644460536
Slco2a1	0.1313758389261745
Slfn5	0.5309935393748908
Smad6	0.060148682135616124
Smoc2	0.07945842450765865
Smtn	0.19291338582677164
Snrk	0.07337078651685393
Sntb2	0.040353786622443336
Snx7	0.13413184602724698
Sod3	0.12461261621513545
Sorbs2	0.07300188797986154
Sox17	0.07224233860284376
Sox18	0.16407591892820336
Sox7	0.0868304803975704
Sp100	0.39340449866565
Sparc	0.061810892081523565
Spata6	0.17797595967429236
Spock2	0.05838113448056088
Spon2	0.04186434492466503
Srgn	0.3673116793365585
Srms	0.08136732159813016
St3gal1	0.06790254237288136
St3gal6	0.30763344174478663
St8sia4	0.02379043036621224
St8sia6	0.17399929980161047
Stap2	0.25588780100555697
Stard13	0.08623643632210166
Stc1	0.09793911892607296
Stk3	0.029988465974625143
Stom	0.08622692655221376
Stox1	0.3858520900321544
Stra6	0.18772563176895307
Syt15	0.23134080070977045
Sytl4	0.13462047077492728
T	0.05398281921124561
Tacr3	0.08736681887366818
Tagln2	0.01664247701983551
Tal1	0.2018847006651885
Tanc1	0.1043613707165109
Tax1bp3	0.00662136260672591
Tbc1d2	0.13766325450052944
Tbx1	0.11689174230684082
Tbx2	0.03226613306653327
Tbx3	0.03697996918335901
Tbx4	0.04047865268134141
Tbxa2r	0.002643925350440524
Tcea1	0.11314536799707067
Tcea3	0.12915377371182565
Tcf15	0.04903036955726309
Tcf19	0.2463974381782601
Tcf7	0.12337853773584904
Tead2	0.038461538461538464
Tead4	0.059463132857628276
Tecrl	0.18743095618018904
Tek	0.07454615681730398
Tepp	0.10224651917656102
Tfpi	0.5271178843567906
Tfpi2	0.3551727673536348
Tfrc	0.2572202166064982
Tgfb1i1	0.10171590306032197
Tgfbr3	0.2050307636626855
Thbd	0.14737073063702189
Thsd1	0.17389519770146394
Tiam1	0.04929693961952026
Tie1	0.06449285817342372
Timp1	0.2395506160908432
Tinagl1	0.12630379524936453
Tjp1	0.0991180176396472
Tm4sf1	0.20410540107730385
Tmem123	0.4823027718550107
Tmem154	0.5491382471580492
Tmem204	0.05655526992287916
Tmem51	0.07888059160443703
Tmem71	0.5451505016722408
Tmem88	0.06906156949380464
Tmem98	0.01592356687898089
Tmigd1	0.4171092564491654
Tmod3	0.20983230614877452
Tnfaip1	0.02468021068472536
Tnfrsf11b	0.10795518841235713
Tnfrsf25	0.2534343912837518
Tnfrsf8	0.35917994519435703
Tnfsf10	0.29664133366021084
Tpk1	0.14966850049372268
Tpm4	0.04081889877201196
Trim16	0.12137736039583966
Trim25	0.16835871404399322
Trpm6	0.20343375445416265
Tsc22d1	0.33664484082185603
Tshz2	0.06779305278623153
Tspan18	0.08196218702095043
Ttc23	0.3375
Ttc32	0.2431349265251596
Ttr	0.2079710144927536
Ttyh2	0.12532188841201716
Uaca	0.08600172463351538
Ube2l6	0.11965756110312377
Ubtd1	0.006173816685135347
Ubxn10	0.20532486996385435
Unc45b	0.02821756894790603
Ushbp1	0.2742129838831149
Usp18	0.27756177097704754
Usp3	0.050068902158934316
Usp43	0.19573260976813026
Usp53	0.2168911335578002
Utrn	0.11453146220009056
Vamp5	0.13695225637671682
Vegfc	0.1337392399748058
Vil1	0.08800475059382422
Vim	0.05402542372881355
Vsig10	0.22548040928375346
Vtn	0.17587273530711445
Vwa1	0.10826296743063933
Vwf	0.1312190864125691
Wee1	0.12705287854177946
Wfdc1	0.12805443860191773
Wnt5b	0.029342027267338467
Wwc2	0.11531007751937986
Wwtr1	0.07426160337552742
Yap1	0.08398023994354269
Yes1	0.03278350515463918
Zap70	0.034887375589313784
Zfand2a	0.20921009143990307
Zfp277	0.15185655347508728
Zfp366	0.07878030011542901
Zfp69	0.21386822529224228
Zic3	0.10018214936247724
