Gene symbol	Neuron	Endothelial Cells	Oligodendrocyte	Astrocytes	Microglia	Glial Cells
1110004E09Rik	9.545441499999999	11.667293	8.011714500000002	5.8411605	2.7457339999999997	5.532869666666667
1110004F10Rik	48.2118545	35.204941500000004	35.9755515	22.8857095	12.4789195	23.78006016666667
1110005A03Rik	4.9866195	5.955321	6.905435833333333	4.9008455	4.585803	5.464028111111111
1110006O24Rik	0.2268975	0.6016845	0.8820286666666667	0.9776290000000001	0.4595555	0.7730710555555556
1110007C09Rik	9.1214035	31.220650499999998	47.8143425	6.9155045	101.6324305	52.120759166666666
1110008F13Rik	35.1813765	53.908708000000004	40.782958666666666	43.9598175	51.5765485	45.439774888888884
1110008J03Rik	7.977179	3.3897760000000003	5.349440666666666	6.5006775	2.6700045	4.840040888888889
1110008L16Rik	1.542022	4.5671845	1.7728138333333334	2.7917604999999996	0.8251245	1.7965662777777778
1110008P14Rik	20.2539085	10.379116	18.626676833333335	6.6893125	9.823919	11.713302777777779
1110012D08Rik	4.000473	20.891553000000002	12.5979395	29.596253	11.8331005	18.009097666666666
1110012J17Rik	17.06627	3.4669185	2.994972666666666	2.913849	0.17705300000000002	2.028624888888889
1110012L19Rik	5.6668375	11.2400335	6.117789500000001	4.785401	2.7609665	4.554719
1110014N23Rik	18.29361	10.3180245	12.904831999999999	14.53706	22.443967	16.628619666666665
1110017D15Rik	1.2414040000000002	0.44477449999999996	0.4006451666666666	1.63655	0.7046315	0.9139422222222223
1110017F19Rik	0.1	0.1	0.109389	0.1	0.1	0.10312966666666668
1110018G07Rik	13.3491845	5.3919335	16.875223166666668	15.137720999999999	8.356695	13.45654638888889
1110018J18Rik	1.31484	25.730301	6.945882666666666	3.543782	4.796962000000001	5.095542222222222
1110020A21Rik	0.79504	1.5629685	0.6962811666666667	0.7001965	0.12004050000000001	0.5055060555555556
1110020G09Rik	6.348041	4.9060915000000005	6.216958833333333	28.872913	1.7650075	12.284959777777779
1110021J02Rik	7.08254	5.178718	6.283650833333334	5.547715999999999	2.3776	4.736322277777778
1110021L09Rik	4.9735975	2.435063	4.5970725	11.917216	1.705538	6.0732755
1110028C15Rik	3.143015	6.1575085000000005	1.9948368333333333	5.884494	2.2780715000000002	3.385800777777778
1110031I02Rik	4.5098945	8.0791755	7.158880166666667	6.725524	5.1174615	6.333955222222222
1110032A03Rik	3.4217825	5.3359235	9.601523833333333	3.1582985	4.0877995	5.615873944444444
1110032A04Rik	0.2817155	0.1	0.101742	0.353682	0.1079685	0.18779749999999998
1110032F04Rik	0.988133	0.1	0.9545211666666668	3.6105294999999997	0.10894100000000001	1.557997222222222
1110034A24Rik	3.652695	1.760481	2.516995666666667	2.3097019999999997	1.2206474999999999	2.015781722222222
1110034B05Rik	5.848534	3.6489395	4.8985805000000004	8.039266999999999	0.7582435000000001	4.565363666666667
1110034G24Rik	2.9237855	30.5618165	3.5305901666666664	5.218569	4.765786	4.5049817222222215
1110036E04Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1110037F02Rik	4.698313499999999	10.696301	3.7504058333333337	7.067678	2.12011	4.312731277777778
1110038B12Rik	8.0029215	13.4739835	6.187065833333333	6.33788	6.809065499999999	6.444670444444444
1110038D17Rik	3.2089225	5.1364915	3.266427	6.4776665	6.240812999999999	5.328302166666666
1110038F14Rik	7.291648	13.882098500000001	11.674473	13.6227825	6.9118154999999994	10.736356999999998
1110046J04Rik	0.47389349999999997	0.166664	0.7483939999999999	0.1	0.132475	0.3269563333333333
1110049F12Rik	24.196182999999998	12.7039155	27.388363	9.2257205	25.4890725	20.701052
1110051M20Rik	18.9084485	5.125337	15.360876499999998	8.4102745	4.363226	9.378125666666666
1110054M08Rik	1.271129	3.708722	1.4070303333333332	6.1783635	2.2914235	3.2922724444444444
1110054O05Rik	2.6712125	1.5189485	3.6652586666666664	1.9903515	3.601323	3.085644388888889
1110057K04Rik	9.101786	6.6066195	33.261592666666665	10.999519	11.4473355	18.56948238888889
1110058L19Rik	13.274611499999999	15.2019935	12.334384166666666	7.049785	6.604705	8.662958055555555
1110059E24Rik	5.890342	15.360077	6.329454166666667	9.3240775	2.9511944999999997	6.201575388888888
1110059G10Rik	2.0096965	3.8418324999999998	1.7281781666666667	1.6919855	0.8012435	1.407135722222222
1110059M19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1110065P20Rik	28.5050485	24.6569885	34.428051833333335	17.564552	13.7859835	21.926195777777778
1110067D22Rik	15.536178	7.025638	11.483553833333332	22.291901000000003	0.7813680000000001	11.518940944444445
1190002F15Rik	0.1	0.206581	0.26447383333333335	0.129262	0.1	0.16457861111111113
1190002H23Rik	5.256985	73.2817735	41.33914333333333	73.4070655	2.8523885	39.19953244444444
1190002N15Rik	20.002312	2.400697	9.0041315	4.8512765	1.2647944999999998	5.0400675
1190003J15Rik	0.1	0.1	0.10000000000000002	0.187935	0.1	0.12931166666666669
1190003K10Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1190005F20Rik	3.0128785000000002	2.807891	3.226513	6.945619	2.7853950000000003	4.319175666666666
1190005I06Rik	2.6211605000000002	0.34534	2.0999575	3.3028435	1.339886	2.247562333333333
1190007F08Rik	1.7369345	0.334225	10.414329333333333	0.5046865	5.0498475	5.322954444444444
1190007I07Rik	1.0878725	3.0353405	0.9156501666666667	0.97265	1.5484505	1.1455835555555556
1200009I06Rik	0.1	2.464733	0.12703633333333333	0.5201855	0.507524	0.38491527777777773
1200011I18Rik	5.863683	5.586356	2.794190833333333	2.6828105	1.779003	2.4186681111111112
1200011M11Rik	5.301242	3.3418265	4.044439333333334	5.0516235	4.854303	4.650121944444445
1200014J11Rik	3.1989845	5.8425645	2.697103666666667	4.287916	5.7739495000000005	4.252989722222222
1200016B10Rik	1.262562	5.438563	1.8224995	4.172979	0.769961	2.2551465
1300001I01Rik	9.462563	3.6044954999999996	5.839309166666666	22.340283499999998	11.4901225	13.223238388888888
1300002E11Rik	3.0327245	5.4882875	3.6613716666666662	5.9088265	0.7663625000000001	3.4455202222222217
1300002K09Rik	0.1	0.1	0.10107816666666668	0.1	0.1	0.10035938888888889
1300010F03Rik	2.9773915	7.2976635	4.9956875	15.566816500000002	1.8495795	7.4706945000000005
1300014I06Rik	2.48261	15.375038	20.470384	2.968675	9.095876	10.844978333333335
1300015D01Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1300017J02Rik	0.1	0.1	0.15156499999999998	0.1	0.1	0.11718833333333334
1300018I17Rik	15.235391	3.851324	9.367714333333334	9.7248435	19.7152355	12.935931111111111
1300018J18Rik	6.6765609999999995	9.65128	11.104773666666668	8.162816	8.816105499999999	9.361231722222222
1500001M20Rik	4.1936155	5.187945	2.5611135	2.6355880000000003	2.6796759999999997	2.6254591666666665
1500002O10Rik	0.122921	0.178296	0.10000000000000002	2.0972755	0.1	0.7657585
1500002O20Rik	10.682772	8.7077225	9.81378	9.0848335	25.5618775	14.820163666666668
1500003O03Rik	21.427062499999998	28.671751	21.141564666666664	17.756877000000003	13.896128999999998	17.598190222222225
1500004A13Rik	1.0509035	0.1	0.6451293333333333	0.9545575000000001	0.1	0.5665622777777778
1500009C09Rik	12.7104035	0.6348745	16.781458333333333	25.458276	2.845622	15.02845211111111
1500009L16Rik	29.777596000000003	0.8741194999999999	2.700459	2.0250820000000003	0.417486	1.7143423333333334
1500010J02Rik	12.981159	4.1933545	6.582720000000001	9.3410105	24.1297265	13.351152333333333
1500011B03Rik	25.2576965	8.271707	14.631111666666667	5.0865235	3.0718525	7.596495888888889
1500011H22Rik	22.6055395	14.802609	13.3428245	9.568114	2.981747	8.630895166666667
1500011K16Rik	0.7801055	0.1	1.154906	1.804819	1.264905	1.4082099999999997
1500012F01Rik	63.873609	59.659849	22.357564	17.850299	23.063429	21.090430666666666
1500015A07Rik	6.038759000000001	1.5681889999999998	4.302530833333333	2.749023	3.2633365	3.4382967777777775
1500015O10Rik	0.2026445	0.587459	0.10232216666666667	0.1971725	0.1	0.1331648888888889
1500016L03Rik	23.2898515	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1500017E21Rik	0.1769485	0.1	0.10000000000000002	0.47293699999999994	0.1	0.2243123333333333
1500031L02Rik	8.47129	5.4571179999999995	5.509013499999999	5.36806	1.1039430000000001	3.9936721666666664
1500032L24Rik	60.149964	92.4640615	107.2708565	40.8980425	68.773945	72.31428133333334
1520402A15Rik	1.9508584999999998	0.2520465	1.4420863333333334	6.018321500000001	0.455343	2.638583611111111
1600002D24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600002H07Rik	3.022988	1.6179905	1.7458099999999999	2.594393	1.361367	1.9005233333333333
1600002K03Rik	1.847758	1.9401335	3.965048166666666	3.0176290000000003	8.0086935	4.9971235555555555
1600010M07Rik	0.1	0.1	0.14004616666666667	0.1	1.2525955	0.4975472222222222
1600012F09Rik	3.2536765	2.412889	4.263694	4.574859	1.6860445	3.508199166666667
1600012H06Rik	8.1704225	6.385920499999999	8.156878833333332	12.5941755	4.498171	8.416408444444444
1600014C10Rik	3.681756	4.678411499999999	2.3856610000000003	1.4703849999999998	8.103117999999998	3.9863879999999994
1600014C23Rik	0.1	0.1	0.19791316666666667	1.4188429999999999	0.1	0.5722520555555556
1600014K23Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600015I10Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600016N20Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600019K03Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600020E01Rik	8.445672	9.791395	6.268457833333333	15.762762499999997	6.0011695	9.344129944444443
1600021P15Rik	9.931256000000001	2.2281009999999997	14.7658155	5.535762500000001	0.618579	6.973385666666666
1600025M17Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600027N09Rik	4.6208825000000004	5.5245545	4.2240158333333335	5.9161825	3.8296175	4.6566052777777776
1600029D21Rik	0.1	0.1	0.10000000000000002	0.1	0.28663	0.16221
1600029I14Rik	0.117494	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1600029O15Rik	1.176799	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700001C02Rik	0.105496	0.101246	0.10000000000000002	0.229964	0.1	0.14332133333333333
1700001C19Rik	0.1	1.3767615	0.10000000000000002	0.1	0.89071	0.36357
1700001F09Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700001G11Rik	0.2592275	0.1691935	0.2564315	0.1599915	0.1	0.172141
1700001G17Rik	0.3895665	0.3095705	0.41035116666666666	0.15979149999999998	0.1	0.22338088888888888
1700001J03Rik	0.1	0.1132725	0.10000000000000002	0.301634	0.1	0.16721133333333335
1700001J11Rik	0.18636599999999998	0.511952	0.1533	0.20381950000000001	0.111975	0.15636483333333334
1700001K19Rik	0.15171400000000002	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700001K23Rik	1.2168235	0.16177550000000002	0.10792666666666667	0.1	0.379639	0.1958552222222222
1700001L05Rik	0.535477	0.1	0.11519866666666667	0.1	0.7425465	0.3192483888888889
1700001L19Rik	1.522921	0.117851	0.2674438333333333	0.2118485	0.1273305	0.2022076111111111
1700001O22Rik	0.6877435000000001	0.7790745	1.5972433333333333	2.141102	0.276652	1.3383324444444444
1700001P01Rik	0.186749	0.343524	2.1558076666666666	0.1	0.1	0.7852692222222223
1700003E16Rik	2.413162	0.1	0.9014706666666666	0.385434	1.6919575	0.9929540555555555
1700003F12Rik	0.279849	0.24277100000000001	0.16623533333333332	0.503547	5.970674000000001	2.2134854444444447
1700003G13Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700003G18Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700003H04Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700003L19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700003M02Rik	0.27215	0.35098	0.10000000000000002	0.568748	0.1	0.25624933333333333
1700003M07Rik	0.5047875000000001	0.1	0.7165801666666667	5.262211000000001	0.1	2.026263722222222
1700006A11Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700006E09Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700007B14Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700007E06Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700007F19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700007G11Rik	0.1083895	0.1481655	0.14927400000000002	0.434534	0.1	0.227936
1700007I08Rik	0.123131	0.1	0.10000000000000002	0.1833485	0.1	0.12778283333333332
1700007K09Rik	0.194143	0.106657	0.14711533333333335	0.6588970000000001	0.16951349999999998	0.3251752777777778
1700007K13Rik	0.4147115	0.2729045	0.15706366666666668	2.335779	0.1	0.864280888888889
1700007P06Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008A04Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008F21Rik	0.102756	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008I05Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008J07Rik	0.424941	0.1467325	0.318772	0.292736	0.239698	0.2837353333333333
1700008K24Rik	0.13859549999999998	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008O03Rik	0.6061785	0.1	0.32487266666666664	0.20456249999999998	0.1069435	0.2121262222222222
1700008P02Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700008P20Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700009J07Rik	0.1	0.1	0.10700866666666668	0.1	0.20101950000000002	0.1360093888888889
1700009N14Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700009P17Rik	0.1	0.5835405	0.13015466666666667	0.6733135	0.5916435	0.46503722222222227
1700010B08Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700010D01Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700010I02Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700010I14Rik	0.537173	0.354537	0.6593621666666666	1.5310445000000001	0.39976600000000007	0.8633908888888889
1700010J16Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700010K23Rik	0.1083875	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700010M22Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700011A15Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700011E24Rik	0.1	0.1	0.10176116666666668	0.1	0.1	0.10058705555555557
1700011F03Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700011F14Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700011H14Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700011I03Rik	0.1	0.10698350000000001	0.10000000000000002	0.1	0.107875	0.10262500000000001
1700011L22Rik	0.1	0.1094975	0.10000000000000002	0.1279565	0.1	0.10931883333333332
1700011M02Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700012A03Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700012A16Rik	0.592483	0.1	0.35862816666666664	0.1	0.1	0.18620938888888885
1700012B07Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700012B09Rik	0.1022035	0.1	0.10000000000000002	0.36833	0.1	0.18944333333333332
1700012B15Rik	11.694422	8.2053565	9.569310166666666	9.5972495	14.014367	11.060308888888889
1700012D14Rik	0.4923875	0.133246	0.301963	0.51257	0.1	0.30484433333333333
1700012L04Rik	0.1	0.163364	0.11638266666666668	0.1635875	0.1	0.12665672222222224
1700012P22Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700013D24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700013F07Rik	0.2931045	0.1421265	0.10000000000000002	0.1	0.1	0.10000000000000002
1700013G24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700013H16Rik	0.1	0.14050649999999998	0.10000000000000002	0.1	0.1	0.10000000000000002
1700013N18Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700014N06Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700015E13Rik	0.116347	0.1	0.10000000000000002	0.15682449999999998	0.1	0.11894149999999999
1700015F17Rik	0.1007065	0.1	0.106592	0.129448	0.1	0.11201333333333334
1700015G11Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700016C15Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700016D06Rik	0.1	0.1	0.10175583333333334	0.1	0.1	0.10058527777777777
1700016H13Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700016K19Rik	0.338473	0.350071	0.156034	0.32522249999999997	0.1590365	0.213431
1700016L21Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700016M24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700016P04Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700017B05Rik	0.9023475	7.750362	1.7470233333333336	3.6590055	74.4615785	26.62253577777778
1700017D01Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700017G19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700017J07Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700017N19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018A04Rik	0.1	1.2141405	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018A14Rik	0.22745300000000002	0.1	0.10000000000000002	0.101024	0.1	0.10034133333333335
1700018B08Rik	0.102343	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018B24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018C11Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018F24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700018L02Rik	0.840334	1.4724855	1.3595833333333331	1.5958625	0.41564	1.1236952777777776
1700018L24Rik	0.195777	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700019A02Rik	0.1	0.1	0.129157	0.109925	0.1	0.11302733333333333
1700019B03Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700019D03Rik	0.9638435	0.1606285	2.0190908333333333	0.529068	0.1119065	0.8866884444444444
1700019E08Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700019E19Rik	3.5546015	11.6246325	9.673578666666666	6.6376715	1.31758	5.876276722222222
1700019G17Rik	0.653559	0.85287	1.516629166666667	6.8063275	0.325477	2.8828112222222217
1700019G24Rik	0.1	0.114844	0.10000000000000002	0.275737	0.1	0.15857900000000003
1700019L03Rik	0.1062235	0.1	0.10472083333333333	0.228788	0.1	0.14450294444444445
1700019M22Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700019N12Rik	0.199488	0.292263	0.14029616666666667	0.280136	0.6750235	0.3651518888888889
1700019N19Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700019O17Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700020A23Rik	0.3893965	0.1	0.15185749999999998	0.100233	0.1	0.1173635
1700020C07Rik	0.1	1.184337	0.11765433333333335	0.1	0.1	0.10588477777777779
1700020D05Rik	0.5773205	0.1	0.3440163333333333	0.876352	0.2871295	0.5024992777777778
1700020I14Rik	33.11031249999999	17.521308	9.6360125	14.160112999999999	1.8816010000000003	8.559242166666666
1700020L24Rik	0.13640049999999998	8.0088925	0.8552788333333333	0.23837899999999998	2.903695	1.3324509444444443
1700020M21Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700020N01Rik	0.1	0.1	0.10000000000000002	0.1	0.3391115	0.1797038333333333
1700020N18Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700020O03Rik	5.7183885	4.537507	6.575441333333333	4.74649	8.710876500000001	6.677602611111111
1700021C14Rik	1.6673255	2.533818	2.0989046666666664	2.664698	2.1068175	2.2901400555555553
1700021F05Rik	7.7938624999999995	3.1450965	4.790161	6.5921095	2.3346229999999997	4.572297833333334
1700021F07Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700021K19Rik	12.335545	6.051894000000001	23.735936166666665	5.804258	8.8578165	12.799336888888888
1700022A21Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700022E09Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700022I11Rik	0.1187835	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700022P22Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700023A16Rik	0.1	0.17191050000000002	0.10000000000000002	0.1	0.1	0.10000000000000002
1700023E05Rik	0.128696	0.1	0.10000000000000002	0.107505	0.1	0.10250166666666667
1700023F02Rik	0.20223200000000002	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700023I07Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700023L04Rik	0.1301875	0.383517	0.10000000000000002	0.3101245	0.18122500000000002	0.19711650000000003
1700024G13Rik	0.1	0.1258125	0.10000000000000002	0.1	0.1	0.10000000000000002
1700024P03Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700024P04Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700024P16Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025B11Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025C18Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025E21Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025F22Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025F24Rik	0.1	0.1	0.10000000000000002	0.10730100000000001	0.1	0.10243366666666669
1700025G04Rik	4.30043	0.31206849999999997	7.234369999999999	3.6150995000000004	0.5201815	3.7898836666666664
1700025K23Rik	6.986744	2.9477209999999996	6.4063360000000005	4.277823	0.705016	3.796391666666667
1700025M24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700025N23Rik	0.121058	0.1	0.10180300000000002	0.1	0.1	0.10060100000000001
1700026D08Rik	0.1	0.10492850000000001	0.10000000000000002	0.4065975	0.1	0.20219916666666668
1700026D11Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700026J04Rik	0.1	1.0308355	0.10000000000000002	0.295771	0.1	0.16525700000000001
1700026L06Rik	0.1	0.1	0.10000000000000002	0.1	0.2170875	0.13902916666666668
1700027A15Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700027A23Rik	0.129388	0.205721	0.10000000000000002	0.7791735000000001	0.1	0.3263911666666667
1700027D21Rik	0.1	0.1	0.1044235	0.1868845	0.1	0.130436
1700027F09Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700027H10Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700027I24Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
1700027J07Rik	0.1	0.1	0.10000000000000002	0.1	0.1	0.10000000000000002
