Gene name	pvampyrus_dNdS
Cdh9	0.05964107407907165
Cdhr1	0.12761133603238864
Cdkl2	0.12100538599640932
Cdon	0.14420247204237788
Celf4	0.006196213425129088
Celsr3	0.08452807646356034
Cend1	0.20196506550218346
Cgref1	0.6200177147918512
Chac1	0.10488193539040998
Chgb	0.31004209260372817
Chrm3	0.08298969072164948
Chrna3	0.07407881269191402
Cidea	0.12563729060451567
Cilp	0.09022427666495464
CK137956	0.1951994913368304
Ckmt1	0.06407322654462243
Clgn	0.1264250032022544
Clrn1	0.10138794854434666
Clstn1	0.0642023346303502
Clstn2	0.08032574495650564
Clstn3	0.03424901890831252
Cnga3	0.1391496899911426
Cnih3	0.011771461383864486
Cnr1	0.02165223184543637
Cnrip1	0.04930215696936741
Cntn2	0.08306188925081433
Cntn3	0.07083674304418985
Cntnap2	0.04789053591790193
Coch	0.07868252516010979
Col19a1	0.2171298216507673
Col23a1	0.1924892703862661
Crh	0.15294804436660828
Crhbp	0.11121423047177108
Crhr2	0.07253290926760315
Csrnp3	0.04190999656475438
Cx3cl1	0.400425585179622
Cxcl12	0.06352087114337568
Cyb561	0.0708725931995084
D430041D05Rik	0.1660062850116136
Dach1	0.10654261704681872
Dact1	0.15657142857142858
Dapk1	0.09386281588447654
Dbn1	0.16377877996676954
Dcc	0.04872546808030679
Dclk3	0.15302590964362547
Dcx	0.00605308086295204
Diablo	0.13557483731019526
Disp2	0.2328618063112078
Dkk3	0.12450119712689545
Dkkl1	0.1324901673478831
Dleu7	0.165470786352321
Dlg2	0.07369553523399677
Dlx1	0.014366021236727047
Dlx2	0.04210692319823372
Dlx5	0.03446095478975656
Dmrta2	0.1636505663325088
Dnajc27	0.06727430555555555
Dnajc6	0.07970762269404802
Dnm1	0.013118241446552029
Dnm3	0.0185978057265186
Doc2a	0.0592579250720461
Dpysl3	0.026195360580716427
Ecel1	0.03430987023200943
Elavl2	0.005063291139240506
Elovl4	0.07254478465252191
Eml5	0.06760869565217391
Emx2	0.0038496376811594205
Enox1	0.03426498253157753
Epha3	0.031419641388386245
Epha5	0.04360867558837102
Epha6	0.03245614035087719
Epha7	0.02495291902071563
Ephb2	0.003678030838873957
Erc2	0.014929920780012188
Ero1lb	0.04647907041859162
Fabp3	0.07001414427157003
Fam131c	0.11537506209637355
Fam167a	0.15084557462041726
Fam183b	0.16022025248455546
Fank1	0.08818859166972029
Fbxl16	0.023887205779538567
Fbxl2	0.03946399646591076
Fgf14	0.013157894736842105
Fgf9	0.010068649885583524
Fhod3	0.0887328439195659
Flrt3	0.06658420944135231
Flywch2	0.2982083206802308
Fmn1	0.3345147503387887
Fndc3b	0.07528166609764425
Foxo6	0.005580900704678535
Foxp2	0.008026267785479753
Frmd3	0.11029247599910694
Frmpd4	0.11387540453074435
Fsd1	0.03361179361179361
Fstl4	0.14039196351534575
Gabrg2	0.01503608660785886
Gabrg3	0.054020034614779465
Galnt14	0.1490465689453885
Galntl6	0.04942418426103647
Galr2	0.05706247294762661
Gap43	0.3155149934810952
Gbx2	0.01979299073905938
Gca	0.12048192771084335
Gdap1	0.06917966493356441
Gfra2	0.0532017002605238
Gfra4	0.15413070283600494
Gipr	0.16038978140637347
Glb1l2	0.2397977609245215
Glis1	0.15522138680033415
Glra2	0.023552718467972703
Gm1673	0.16876496485672354
Gm5901	0.2512301804264625
Gpr149	0.21769638884134865
Gpr158	0.14939144091087556
Gpr26	0.03784962791891199
Gprasp2	0.33894736842105266
Gprin1	0.4710683573823058
Gprin2	0.29115625933671946
Gramd2	0.25975773889636605
Gria1	0.008346374543557642
Grik1	0.02634907251264756
Grin2b	0.008833021912688975
Grin2d	0.0068667344862665325
Grip2	0.07362102163325407
Hap1	0.2986425339366516
Hcn1	0.061003724064550464
Hcn3	0.038396860986547085
Hcn4	0.0368204804045512
Hdac11	0.06508290027220985
Hexim2	0.12140186915887848
Homer2	0.03165856293895192
Hspa12a	0.0267803710353082
Htr1a	0.06388856912628063
Htr3a	0.11797812466815336
Ica1l	0.23070522155190346
Igf1	0.13212752912323728
Igf2bp2	0.062481751824817515
Igsf9	0.17855887521968367
Ikzf4	0.03145768719539211
Il12a	0.4049379621506454
Il17b	0.045212464589235134
Ina	0.05455744189879677
Inha	0.21681254558716267
Inpp5j	0.16618705035971226
Insm2	0.13851074908874508
Ipcef1	0.16864878542510126
Iqsec3	0.09890400105638453
Irs4	0.34762209426316915
Irx2	0.03558990911407458
Islr	0.10664479081214112
Islr2	0.11838454424005755
Isoc1	0.048308442548003656
Jazf1	0.00425531914893617
Jph3	0.037495700034399726
Jph4	0.05150129250347982
Kcna4	0.026292255410481132
Kcnab3	0.08570889182556166
Kcnc1	0.018775669861138274
Kcnc2	0.0795647738864332
Kcnf1	0.016401124648547327
Kcng1	0.02676713311804808
Kcnh1	0.028555586359855837
Kcnh4	0.10004944783253666
Kcnh7	0.062376237623762376
Kcnip1	0.005360764995653434
Kcnip2	0.026534379326257497
Kcnj12	0.02771198484130744
Kcnk9	0.08570018226002431
Kcns1	0.03571428571428571
Kcnv1	0.02686119443686937
Kctd8	0.02948557089084065
Kif17	0.09855392834116238
Kifc2	0.18946463654223966
Kit	0.1746271158035864
Klc1	0.031252986715091274
Klf8	0.20069416088199266
Klhl1	0.04186455584872472
Klhl34	0.08464173565515272
Ksr2	0.0346662830840046
L1cam	0.11093502377179082
L3mbtl1	0.16052631578947366
Lhx8	0.06955132859009729
Lhx9	0.03962536023054755
Lmcd1	0.06059821312961285
Lonrf2	0.2078301766874285
Lpgat1	0.1363324960036538
Lrfn5	0.06980482204362802
Lrig3	0.13132400430570507
Lrrc24	0.09197759722331783
Lrrc7	0.062179630042344565
Lrrn4cl	0.24201587594609564
Ly6h	0.06598687294889828
Magee2	0.19753540555453372
Mal2	0.08748114630467572
Map3k12	0.057250396196513474
Map3k13	0.10697007704712416
Map3k15	0.2685363716038563
Map3k9	0.046330463304633036
Mapt	0.07222614840989397
March4	0.09811237928007024
March9	0.03394706559263522
Mast1	0.039706219876061516
Mctp2	0.12476577139287945
Met	0.10352126226669232
Mex3a	0.019410622904535033
Mfsd6	0.14387096774193547
Mme	0.08382601351351351
Mmp24	0.059575439397397865
Morn4	0.2662263721248008
Moxd1	0.1310835308883001
Mrap2	0.1529327096077726
Mst1r	0.2491312483293237
Nacad	0.41918540361223744
Nalcn	0.015491731940818104
Nanos1	0.07553863459375271
Nbea	0.02512199530092174
Ndrg4	0.020153278455861484
Nefl	0.023042039465620792
Negr1	0.0824642250788261
Neurod2	0.0193701226309922
Nhlh1	0.05301667266402784
Nipal2	0.252061959364313
Nkain3	0.04727041222346014
Nkx2-1	0.04378762999452655
Nos1	0.04881386861313868
Nova2	0.040131246845027765
Npas4	0.13836877181847032
Nppa	0.1869592088998764
Nppc	0.17315260166156538
Nptxr	0.06985851440121274
Npy	0.05223334146936783
Nr2f2	0.07842669845053635
Nrg1	0.3748070392096325
Nrg3	0.1853292581272576
Nrsn2	0.3889010747971046
Nrxn3	0.020108586366378443
Nsf	0.016568272709960006
Ntn3	0.09062621548035783
Ntng2	0.015994849955432308
Nxnl2	0.08880094974277797
Nxph3	0.028865295288652955
Opcml	0.05978443920511956
Oprd1	0.030673229038495342
Osbp2	0.16197691197691194
Ovgp1	0.6041963015647226
P2rx2	0.11846793349168648
P2rx5	0.3762414424838492
Palm3	0.4855027760641579
Panx2	0.028677150786308975
Paqr9	0.038378378378378375
Pcdha11	0.15678471945881414
Pcdha3	0.17399463806970508
Pcdha6	0.15668087239909753
Pcdha9	0.1499394428744449
Pdcd1lg2	0.4263711495116453
Pdxp	0.045839839393263436
Pdzd4	0.06169397002439875
Pdzd7	0.05220002309735535
Penk	0.1321904761904762
Pgf	0.3093566689104721
Pgrmc1	0.044439531284545655
Pip5kl1	0.12892274571499546
Pitpnm3	0.054751603759510666
Pkib	0.30523917995444194
Pknox2	0.06896551724137932
Pla2g4f	0.2449815649324048
Plcxd3	0.02353177795655672
Plek2	0.06308169596690796
Plekhg4	0.2641418211120064
Pnoc	0.2688883816480256
Podxl2	0.17484811664641556
Pou6f2	0.17938839393209727
Ppargc1b	0.19719419924337955
Ppfia2	0.015043547110055426
Ppm1e	0.15125586530499585
Ppp1r1b	0.09991439403204108
Ppp3cb	0.022429906542056077
Prdm8	0.10843164469118667
Prkaa2	0.03192470935596973
Prkar2b	0.03587563114536274
Prmt8	0.04644670050761422
Prrc2b	0.11533288500336245
Prrt2	0.3947996816131599
Prrt3	0.2463449346616639
Prss12	0.1285937356480206
Psd	0.12727697337692667
Rab11fip4	0.04389842705870258
Rab26	0.08889804891453695
Rab3d	0.030150202828637205
Rai2	0.15147808358817536
Ralgps1	0.04168607359105729
Ralgps2	0.04142441860465117
Rapgefl1	0.027908189880020858
Rarb	0.05440473480537218
Rasgef1c	0.04891751164702659
Rbm24	0.009097472924187723
Rell2	0.2538438347904733
Reln	0.04606998417443292
Rem2	0.11699864629665442
Resp18	0.7060192367359603
Retn	0.2533439375316318
Rgmb	0.1344436398744871
Rgs11	0.1150005368839257
Rgs17	0.07634706169623963
Rgs8	0.04046454767726161
Rhof	0.04590637990240375
Rimkla	0.08643795229161083
Rims3	0.026103594369277026
Rims4	0.006111661711265279
Rnasel	0.4964066918001885
Rnf112	0.1021024509234522
Rnf150	0.05750262329485835
Rnf165	0.02426810477657935
Rnf208	0.061672768234300186
Rnf39	0.12421921037124335
Rpp25	0.13209876543209875
Rspo3	0.16499097705594226
Rtbdn	0.5202759785975781
Rtn1	0.2193243479782951
Rtn2	0.1500404203718674
Rtn4r	0.07651768521333738
Rufy3	0.14510878876135
Runx1t1	0.06500633178556353
Rxfp1	0.2159042325780248
Sbk1	0.02342410969339173
Scg2	0.15049121762429296
Scg5	0.08609510086455331
Scn1a	0.01672685801178483
Scn3a	0.023622047244094488
Scn5a	0.03462402537333157
Scx	0.027393469839513004
Sema4g	0.11638733705772815
Sema6c	0.12924542800061473
Sept3	0.05080396852548751
Serpini1	0.09911347517730497
Sertad4	0.21950731023432807
Sez6l2	0.04336147352264006
Sgsm1	0.027759664648346533
Sgtb	0.019394394394394398
Sh2d7	0.5012159814707585
Sh3bgrl2	0.0515210128362933
Shc2	0.02772420443587271
Shisa6	0.032851928265354706
Shisa7	0.05231050785420162
Slc12a5	0.0137653181131442
Slc16a14	0.08448108632395733
Slc17a6	0.019547157517511
Slc17a8	0.08922068463219228
Slc18a2	0.074126119796241
Slc18a3	0.04196519959058342
Slc25a22	0.037350505979760806
Slc25a27	0.06906534325889165
Slc27a3	0.10797465229199243
Slc2a13	0.1100236779794791
Slc34a3	0.12874298190892078
Slc35d3	0.08364950316169828
Slc38a1	0.13719028438911265
Slc38a4	0.08758860987624655
Slc4a10	0.034218916046758766
Slc6a15	0.10945448166988246
Slc6a17	0.04009929348863853
Slc7a14	0.024882186616399626
Slc8a3	0.08661417322834647
Slc9a6	0.04858757062146892
Slco5a1	0.14417354578613936
Smpd3	0.1134852801519468
Sms	0.060686015831134574
Snap47	0.18983050847457625
Snap91	0.09457755359394704
Snca	0.0959789856536674
Sncb	0.026610878661087863
Sostdc1	0.056614246068455124
Sp9	0.0028022747877688944
Spats2l	0.14737718567860114
Spdef	0.06663644605621033
Sphkap	0.2888222055513879
Spint2	0.2878960890665144
Spire2	0.08319649698960044
Spock3	0.10833142070231813
Srrm4	0.11768551814318405
Srsf12	0.20713463751438435
Ss18l1	0.033905270728449614
Stac	0.19437888865050415
Stbd1	0.62106135986733
Stx1b	0.03981592637054822
Sult4a1	0.007190050524679364
Syn1	0.0780885780885781
Syn2	0.1025974025974026
Synpr	0.06285630755737465
Syt1	0.02139446036294174
Syt14	0.0720623241722571
Syt16	0.3364485981308411
Syt2	0.017273244242251917
Syt4	0.07308970099667772
Syt5	0.05260924904539669
Syt6	0.022715671260847368
Sytl1	0.19015559545182525
Tac1	0.369378473976756
Tac2	0.3959306853582555
Tbc1d24	0.03631315935591338
Tbc1d30	0.08326492318517649
Tcp11	0.21799275833255968
Tdrd6	0.1900377191036166
Terf2ip	0.08829519587875884
Tex15	0.5477151622799936
Thy1	0.18863933930909454
Tiam2	0.12247964934251722
Tmem145	0.0374074074074074
Tmem151b	0.02731132985910056
Tmem28	0.1306892067620286
Tmem59l	0.11228094479462493
Tmem63c	0.11108147753033737
Tmod2	0.04899698206994496
Tmx4	0.2956111001771305
Tnfaip8l3	0.07791044776119402
Tnrc6c	0.1344812554489974
Trank1	0.19152068305608716
Trim17	0.08476800335922738
Trim46	0.03061093247588425
Trpv1	0.1062579415501906
Trpv6	0.10287303058387397
Tspyl4	0.2189181916038752
Ttbk1	0.08037563872393316
Ttc22	0.08906182447038477
Ttc3	0.2812939521800281
Ttc9	0.17044100119189512
Ttc9b	0.04842342342342342
Tub	0.05
Tubg2	0.015820149875104078
Twsg1	0.036306235201262825
Ube2o	0.031700288184438034
Uchl1	0.032588569312430565
Ufsp1	0.16174702818218245
Upp2	0.1036652509045147
Usp11	0.2018507807981492
Vamp2	0.05378973105134475
Vash2	0.04197776671644268
Vax1	0.033015609890868915
Vgf	0.11407006550840215
Vip	0.1829183955739972
Vstm2l	0.024792581747193752
Vwa5b2	0.2570266272189349
Vwc2l	0.13010125805461795
Vwce	0.2169825179961804
Wdr17	0.10388283378746592
Wdr6	0.11374269005847952
Wif1	0.06439468991480088
Wnt7b	0.012055495689655173
Wscd2	0.040920449812578086
Xkr4	0.04628983484531286
Xkr6	0.12610864745011086
Xkr7	0.08729457501325323
Ypel1	0.011370620774431468
Zbtb16	0.03583943931188276
Zbtb8b	0.10533584431889516
Zfp558	0.17713033389196856
Zfp575	0.08196468501812014
Zfp704	0.08646146146146146
Zfp711	0.07167919799498748
Zfp804a	0.3751461499916486
Zfp804b	0.3572954822954823
Zic2	0.015767552558508532
Zic4	0.08827168981163208
Zkscan16	0.29205538642836104
Zwint	0.21145593631444745
