	-1	10	11638978	11642570
FAM103A1	1	10	11621075	11624022
HOMER2	-1	10	11559419	11588865
WHAMM	1	10	11535844	11547540
	1	2	417866	419527
MRI1	-1	30	1401250	1406051
PDE8A	1	10	11397441	11504013
GATM	1	10	11349046	11362107
HDC	1	10	11326310	11335670
GABPB1	1	10	11304508	11323918
	-1	10	11286821	11295600
USP8	-1	10	11279577	11302025
	1	10	11274948	11277738
TRPM7	1	10	11241995	11274547
SPPL2A	1	10	11184028	11211748
	1	10	11170653	11180333
MORN4	1	6	23273199	23275691
	-1	6	23266557	23272729
ITGB1BP3	-1	10	11166145	11169393
ZFYVE27	-1	6	23255380	23260563
	1	10	11154128	11166446
SFRP5	1	6	23251548	23253727
GOLGA7B	-1	6	23244844	23250084
BLOC1S6	1	10	11145530	11151301
CRTAC1	1	6	23234581	23244586
SLC30A4	-1	10	11129292	11143870
R3HCC1L	-1	6	23220481	23226512
C15orf48	1	10	11117010	11120725
LOXL4	1	6	23213501	23218830
	1	10	11112583	11114349
DTWD1	1	10	11034282	11039009
FGF7	1	10	10988962	11016023
PYROXD2	1	6	23205808	23212431
GALK2	1	10	10905606	10954565
COPS2	-1	10	10883287	10904519
SECISBP2L	-1	10	10853650	10867379
HPS1	1	6	23202999	23207986
	-1	10	10840541	10846830
HPSE2	1	6	23116734	23202994
ARL5A	-1	7	35315026	35325744
CNNM1	-1	6	23106192	23119460
	-1	10	10820876	10835698
	-1	7	35272587	35278103
	-1	10	10807855	10818108
	-1	7	35268970	35270822
GOT1	1	6	23099863	23103500
NKX2-3	-1	6	23078002	23080276
SLC25A28	1	6	23068562	23072037
KIF3C	-1	3	104848397	104859189
METTL23	-1	18	4245590	4247698
	-1	10	10796874	10804921
ENTPD7	-1	6	23064891	23068556
ATP6V0E2	1	6	23061953	23063322
COX15	1	6	23057823	23061814
CPS1	1	7	2842238	2943240
CUTC	-1	6	23054105	23058446
	-1	7	35186646	35234514
FBN1	-1	10	10623539	10768837
LANCL1	-1	7	2826403	2842090
	-1	6	23037359	23051416
MYL1	-1	7	2795396	2813128
DNMBP	1	6	23021332	23035696
DUT	1	10	10589918	10600015
ACADL	-1	7	2771932	2785778
	-1	7	35172109	35175380
CPN1	1	6	22997062	23003524
SLC12A1	1	10	10537715	10583316
RIF1	1	7	35143826	35170393
KANSL1L	-1	7	2714508	2770441
CTXN2	1	10	10527174	10532107
TNFAIP6	1	7	35127799	35141587
	1	7	2708760	2714305
ENTPD1	1	6	22955041	22993260
IRAK2	1	12	19833087	19846617
PLEKHH1	1	5	29011050	29062894
	1	2	412185	413714
	1	2	408260	409390
PDGFA	-1	14	2394173	2416757
	1	22	3597378	3602619
NMI	-1	7	35101444	35110812
MYEF2	-1	10	10503515	10521391
RBM43	-1	7	35095688	35100528
RND3	-1	7	35008798	35022843
PROK1	1	26	1422754	1431787
APMAP	-1	3	15927353	15940433
	-1	13	1288658	1290097
	-1	22	3586133	3594012
	-1	30	1400271	1401086
	-1	31	139835	149354
SLC24A5	1	10	10495517	10503481
	-1	6	22900942	22919904
MMADHC	-1	7	34920849	34933480
LYPD6	1	7	34907319	34912403
ADGRA1	-1	6	22597002	22847758
LYPD6B	1	7	34863519	34870762
UNC80	1	7	2587734	2706504
TAL1	-1	8	22260965	22269319
	-1	13	1276233	1278221
KIF5C	1	7	34771501	34839047
	-1	4	90839747	90892554
SEMA6D	1	10	10215219	10367585
EPC2	1	7	34721338	34761957
MBD5	1	7	34657822	34697019
AUP1	1	4	90826518	90836978
HTRA2	-1	4	90818664	90825690
	-1	6	22492113	22548666
LOXL3	1	4	90807622	90816116
	1	4	90800206	90802063
ORC4	-1	7	34556631	34570319
GLDN	1	10	9700229	9712392
	1	4	90791407	90802061
DOK1	-1	4	90778761	90785762
M1AP	1	4	90753356	90774829
	1	6	22372081	22447792
CYP19A1	-1	10	9662329	9683958
ACVR2A	1	7	34497511	34552031
AOC1	-1	2	394586	398027
RPS12	-1	3	56858322	56862421
	1	13	1209654	1234793
MDM2	1	1	35415393	35427159
	-1	31	125266	126369
PHYHIPL	-1	6	1366037	1398417
MAP2	1	7	2471804	2577364
NEK10	-1	2	38299506	38378275
	1	12	19829649	19832174
DLG1	-1	9	12637636	12769122
UTP4	1	11	18914355	18919580
FOXL3	1	14	2205453	2209479
	-1	31	113754	116157
	-1	3	56642469	56645858
DNTT	1	6	22168276	22256565
TNFAIP8L3	-1	10	9598149	9639629
AP4E1	1	10	9577361	9595610
ZEB2	-1	7	33308256	33416501
FRZB	1	7	2337402	2352802
SCG3	-1	10	9546288	9573569
LYSMD2	1	10	9533322	9543751
TUBGCP5	1	1	131653636	131675363
TMOD2	1	10	9489523	9520477
NCKAP1	1	7	2277081	2327746
CHST7	-1	1	131623105	131624499
GTDC1	-1	7	33114173	33278345
TMOD3	-1	10	9461198	9485282
SLC9A7	1	1	131537500	131605265
SH2D6	-1	6	22051933	22144236
LEO1	-1	10	9444258	9458327
DUSP19	-1	7	2257279	2263751
DYSF	-1	4	90633304	90698669
RP2	-1	1	131504408	131522595
DSCC1	-1	2	136674584	136685316
PFDN5	1	33	7246423	7248726
NUP35	-1	7	2249420	2257089
JADE3	-1	1	131438266	131455659
ZNF804A	-1	7	1828066	1959021
MAPK4	-1	10	9369546	9397799
ZC3H15	-1	7	1406701	1418831
RGN	-1	1	131416725	131429820
BCL2L10	1	10	9346409	9349658
ARHGAP15	1	7	32698930	33027332
GNB5	1	10	9323769	9344819
	-1	1	131405635	131412658
ZNF518A	1	6	22042154	22046776
MYO5C	1	10	9286269	9316180
PRR35	1	14	13886338	13889967
CCNJ	-1	6	22000494	22007023
PLCXD1	-1	1	131370527	131395496
CAPN15	1	14	13807325	13851939
CYP26B1	1	4	90145114	90161305
NDUFB6	1	14	13797492	13799633
ITGAV	-1	7	1348987	1399109
GTPBP6	1	1	131359738	131370442
KYNU	1	7	32639735	32697227
EEF2KMT	-1	14	13793041	13797471
EXOC6B	1	4	89880065	90118830
	-1	6	21964044	21983509
	1	14	13782899	13791076
MYO5A	1	10	9192218	9282305
FAM171B	-1	7	1316651	1326910
SPR	-1	4	89868567	89871730
C16orf89	-1	14	13775703	13782211
EMX1	-1	4	89848236	89855757
STAG3	-1	1	131301183	131358996
ARPP19	1	10	9178837	9190055
ERMARD	-1	3	41197504	41213936
BTAF1	-1	6	21912396	21954114
NAGPA	-1	14	13766216	13775344
FAM214A	1	10	9133006	9176492
SFXN5	1	4	89768123	89843165
SEC14L5	1	14	13729109	13761239
CPEB3	1	6	21812767	21889131
DLL1	1	3	40917808	40929676
ONECUT1	1	10	9103713	9114499
	1	1	131249780	131299962
CALCRL	1	7	1118003	1183599
	1	14	13715895	13723537
RAB11FIP5	1	4	89737708	89761162
WDR72	1	10	8767591	8861883
SHOX	-1	1	131032587	131040414
GNOT2	-1	4	89727925	89729882
MARCH5	-1	6	21783366	21806151
	1	14	13691804	13713916
NOTO	-1	4	89715756	89719228
	-1	10	8740426	8757248
	-1	10	8707667	8717325
FAM120B	-1	3	40837462	40916045
SMYD5	-1	4	89706420	89714666
CRLF2	1	1	130585756	130603216
PRADC1	1	4	89703490	89706161
LRP1B	-1	7	31850143	32428239
	-1	10	8592962	8676758
PPL	-1	14	13658840	13679023
TFPI	1	7	999492	1117976
DYNC1I1	1	2	23942102	24123388
CCT7	-1	4	89693309	89703407
	1	1	130533402	130556897
PSMB1	1	3	40804438	40810410
RSL24D1	1	10	8465873	8475192
PIGBOS1	1	10	8432355	8432771
	-1	1	130499848	130512773
UBN1	1	14	13632241	13656290
CSF2RA	-1	1	130482654	130498132
RAB27A	1	10	8432340	8464678
TBP	-1	3	40793364	40804578
	-1	1	130459374	130477375
NME3	1	14	13627365	13630644
IDE	1	6	21719516	21764342
	-1	30	1368520	1377961
KCNH2	1	2	362630	393535
TPP2	-1	1	144285988	144332880
PDK4	-1	2	23905072	23914501
PIGB	-1	10	8423876	8432081
SLC25A6	1	1	130453389	130458629
ASB4	1	2	23882027	23890633
CCPG1	1	10	8404804	8423928
EME2	-1	14	13620156	13627615
PDCD2	1	3	40770761	40792143
FBXO41	1	4	89679418	89688532
PON1	-1	2	23853489	23867206
DYX1C1	1	10	8394692	8402637
ASMTL	1	1	130423704	130450205
	-1	7	31584693	31720416
	-1	3	40760783	40767827
GULP1	-1	7	805431	931385
KIF11	-1	6	21687983	21704004
PYGO1	1	10	8378046	8386023
SPSB3	1	14	13610665	13618018
NXPH2	-1	7	31427110	31457806
TRIM67	1	3	40719341	40751814
P2RY8	1	1	130386938	130414561
FAM89A	-1	3	40687395	40693437
	-1	31	40461	41447
ZFP92	-1	1	93298035	93302853
NUBP2	-1	14	13605907	13610327
PRTG	1	10	8280309	8366833
HHEX	-1	6	21666750	21671233
ARV1	1	3	40666273	40675811
AKAP17A	-1	1	130342617	130350924
	-1	7	31426083	31584810
IGFALS	1	14	13600259	13604377
PPP1R9A	1	2	23715866	23846194
EGR4	1	4	89672386	89673546
CCDC78	-1	14	13583437	13597109
ASMT	-1	1	130327377	130338282
TTC13	-1	3	40629526	40666062
FAM173A	1	14	13580809	13582729
SPOPL	1	7	31376946	31407737
	-1	4	89598570	89649497
C1orf198	-1	3	40608347	40628562
EXOC6	-1	6	21538202	21623893
ZBED1	1	1	129980985	130145449
METRN	1	14	13574173	13576766
NEDD4	1	10	8216238	8265053
FBXL16	-1	14	13556819	13569661
CAPN9	1	3	40564709	40593020
FAM20C	1	14	2130706	2182145
	-1	25	2452489	2458591
SGCE	-1	2	23650907	23677464
ADAM33	-1	4	89568221	89591688
HNMT	1	7	31246874	31261994
WDR24	-1	14	13549937	13555202
AGT	-1	3	40543177	40555076
CD99	-1	1	129862450	129887257
COG2	1	3	40511303	40540413
	-1	7	31235866	31237776
CYP26C1	-1	6	21531354	21536861
RFX7	1	10	8190607	8207615
TMEM229B	-1	5	28959000	28968965
SLC16A4	-1	26	1413628	1422663
CASD1	1	2	23622221	23646230
PGBD5	-1	3	40401196	40465340
	-1	1	129834286	129858036
	1	7	31212705	31221718
GFRA4	-1	4	89326506	89392084
CYP26A1	-1	6	21525301	21528367
TEX9	-1	10	8114611	8131839
GYG2	-1	1	129816981	129833250
STUB1	1	14	13543813	13547615
MNS1	1	10	8108447	8114659
GALNT2	1	3	40287180	40380983
	1	6	21454931	21458894
RHBDL1	1	14	13538761	13543017
	1	1	129791262	129808979
SLC35E3	1	1	35393882	35399422
FGFR2	-1	6	31834704	31906976
COL3A1	-1	7	618031	671774
THSD7B	1	7	30959190	31199600
URB2	1	3	40180105	40214133
RHOT2	1	14	13523068	13537027
	1	1	129773839	129788312
CXCR4	-1	7	30761616	30764299
ATRN	1	4	89176735	89316390
TAF5L	-1	3	40162308	40180002
	1	10	8044920	8090289
COL1A2	1	2	23572966	23610978
ABCB10	-1	3	40129566	40145393
	1	6	21390657	21454748
WDR90	1	14	13494491	13524475
	1	1	129687005	129688288
BET1	-1	2	23396962	23403111
NUP133	-1	3	40097108	40125127
PRKX	1	1	129430004	129482027
	1	2	23309985	23395584
DNAAF9	-1	4	89068635	89132168
	-1	1	129332312	129333880
TCF12	-1	10	7853621	8005950
DARS	-1	7	30683175	30721164
	-1	1	129058820	129060055
CEP55	-1	6	21375204	21388540
ACTA1	-1	3	40087452	40090517
FFAR4	-1	6	21361310	21367038
CCSAP	-1	3	40068687	40076967
PDZK1IP1	-1	8	22247458	22251459
	-1	22	3057041	3061680
	1	31	17095	20936
	1	13	1148587	1203349
FEZ1	1	24	154552	164455
CARMIL1	-1	2	89911310	90085595
RBM15	1	26	1400047	1402914
THUMPD3	1	12	19823509	19829234
EIF3M	1	5	5765071	5800938
ESPL1	1	33	7234736	7246033
VANGL2	1	25	2442218	2446961
	-1	13	1114410	1118633
CC2D1A	-1	30	1359031	1368439
	-1	Z	82333364	82335345
	-1	Z	82226830	82315172
METTL21C	1	1	144281168	144285163
	-1	13	1104646	1110109
CFAP70	1	14	13473277	13496508
	1	4	89054104	89055558
TFPI2	-1	2	23301645	23311143
PCM1	-1	4	62808175	62846044
LRRC3B	1	2	38121822	38167107
RBP4A	1	6	21325448	21360467
NLGN4Y	1	1	128198874	128363671
COL5A2	1	7	504980	619779
CGNL1	-1	10	7768069	7808270
RAB4A	1	3	40043583	40064101
CST7	1	3	15917270	15922608
ASXL2	-1	3	104750809	104834649
DENND1A	-1	17	9321360	9497657
	-1	10	7706624	7752653
MSS51	-1	14	13469982	13472376
SLC4A11	-1	4	88865896	88993479
CALCR	-1	2	23060807	23197789
MCM6	-1	7	30665923	30679252
RHOU	1	3	39870601	39877069
PDE6C	-1	6	21315128	21343739
PUDP	1	1	127826528	127886710
POLR2M	-1	10	7695351	7699580
EXOC8	1	3	39848255	39851675
SPRTN	-1	3	39844405	39848234
WDR75	-1	7	428113	444820
NHLH1	1	25	2427409	2432025
	-1	13	1031955	1042989
AP3S2	-1	10	20444440	20448187
	1	2	38082509	38083588
	-1	33	7229176	7232142
CYP4B7	1	8	22236673	22243748
POLD3	1	1	195879120	195909268
KCNC4	1	26	1366688	1389976
FAM13C	1	6	1278454	1365241
WDR11	1	6	31607830	31641276
SRSF2	1	18	4241336	4245766
TEX30	-1	1	144242943	144249042
	-1	13	1024132	1028534
	-1	13	983713	985344
SLC6A17	1	26	1352712	1360431
CHTF8	-1	11	18913184	18914832
HTR7L	-1	4	88843675	88853569
	-1	3	104724033	104740102
OXSM	1	2	37881673	37888175
	-1	6	31578435	31581488
	-1	13	972399	974012
SIK2	1	24	89438	130728
NOS3	-1	2	351436	367741
LIPT2	-1	1	195861184	195863721
	1	3	39805911	39835770
ALDH1A2	1	10	7557497	7611673
	-1	4	88779077	88780877
FRA10AC1	1	6	21291752	21314439
SEPTIN12	1	14	13457248	13462102
SLC40A1	1	7	388116	402901
LCT	-1	7	30647554	30663466
STS	-1	1	127723784	127825809
SIX1	1	5	54593128	54595588
AQP9	-1	10	7520347	7547386
TSNAX	-1	3	39754269	39776050
SIX4	1	5	54570181	54576242
DDRGK1	-1	4	88742558	88767126
MNAT1	-1	5	54454364	54569488
	-1	7	356030	359499
LIPC	-1	10	7430735	7445902
	1	7	30632908	30646566
RAB11FIP3	1	14	13409979	13450780
	-1	1	127650836	127652071
SYNDIG1	1	3	15796600	15900738
WT1	-1	5	5683522	5714265
KCNE3	-1	1	195858573	195860342
POGLUT2	1	1	144230791	144241401
CSAD	1	33	7224089	7228779
LZTS3	-1	4	88682845	88689142
VPS50	1	2	22944848	23062879
LGI1	-1	6	21259882	21291555
ASNSD1	-1	7	352539	359266
UBOX5	-1	4	88659037	88674174
DISC1	-1	3	39543722	39731527
PNPLA4	1	1	127493302	127513076
AVP	-1	4	88653691	88655304
	-1	3	104690243	104715074
ALX3	-1	26	1327809	1331612
	1	5	5568465	5575654
PLPP4	1	6	31489421	31522011
HAS3	1	11	18909088	18913330
TRMT5	1	5	54446630	54452056
OSGEPL1	1	7	340287	351967
ADAM10	1	10	7384780	7427378
	-1	4	88649940	88651459
DECR2	1	14	13403863	13409668
SLC35G1	-1	6	21239403	21244771
ANOS1	1	1	127043815	127168755
ZNF740	-1	33	7221074	7224395
	-1	13	957613	964062
CYP4A22	1	8	22223376	22232044
NME4	1	14	13402002	13403341
ORMDL1	1	7	334115	340825
MRPS26	1	4	88644122	88649461
SLC38A6	-1	5	54413895	54446537
SIPA1L2	1	3	39259121	39362915
MINDY2	-1	10	7352945	7383551
R3HDM1	1	7	30584704	30627356
HEPACAM2	-1	2	22928450	22947948
MAP10	-1	3	39158155	39160875
	-1	2	22911382	22916121
PLCE1	-1	6	21081566	21200763
	1	3	39106153	39109434
	-1	5	54228533	54333650
	1	3	39104462	39106051
XPO6	1	14	13353454	13401167
PMS1	-1	7	292975	334171
SLTM	1	10	7339296	7345988
CDK6	-1	2	22703461	22836675
SBK1	-1	14	13338770	13350329
NTPCR	-1	3	39082821	39098599
ITGB7	1	33	7212689	7217376
CRB2	1	17	9279299	9313749
	1	10	7323092	7324046
ATP1A1	-1	1	81030190	81054213
ZRANB3	-1	7	30533313	30553147
NOC3L	1	6	21058455	21075606
GDF8	1	7	252348	257840
TBL1X	-1	1	126545073	126745367
PCNX2	1	3	38929612	39078262
FAM133B	-1	2	22684301	22700755
	-1	7	30521761	30531032
C2orf88	-1	7	226649	230837
RNF111	-1	10	7273119	7315284
	1	14	13247622	13258608
HIF1A	-1	5	54161509	54192262
EFCAB1	-1	2	22678104	22683834
PLA1A	-1	1	80955255	80972874
PTPRA	1	4	88545151	88643132
MAP3K21	-1	3	38887936	38927053
TBC1D12	1	6	21022888	21057755
ANKS3	-1	14	13235341	13245080
GPR143	1	1	126518232	126531997
KCNK1	-1	3	38762090	38790863
RBM48	1	2	22674892	22680498
SLC35F3	-1	3	38567265	38616829
SNAPC1	-1	5	54150986	54159510
	-1	13	938739	940907
	-1	13	946963	950066
MPDZ	-1	Z	30957164	31049251
	-1	3	104640895	104658791
RAB3GAP1	1	7	30501294	30520598
SHROOM2	-1	1	126382713	126504702
COA6	-1	3	38557631	38559258
	1	5	54094823	54095836
POPDC2	1	1	80944283	80954049
SYT16	-1	5	54047342	54104268
PEX1	-1	2	22648851	22674871
	-1	7	30490902	30497261
	-1	13	911473	917347
EYA4	-1	3	56480470	56633286
	1	6	20836334	20837848
CCNB1	-1	10	7264609	7272826
	1	14	13226354	13229728
HIBCH	1	7	187764	224770
	1	7	30476368	30482109
TARBP1	1	3	38524569	38557190
COX17	1	1	80938546	80940510
MAVS	-1	4	88534786	88542860
	-1	6	20776576	20778514
	-1	5	54028163	54028318
CRELD2	1	1	19045087	19056483
	-1	5	54009973	54011115
	-1	6	20761634	20762959
	-1	1	80915820	80927454
IRF2BP2	1	3	38461706	38464567
	-1	5	53980516	53982225
	-1	2	22635251	22646949
	-1	7	30464773	30490172
	1	5	53974662	53976203
ATG9B	1	2	344557	351751
MFSD11	-1	18	4223660	4240761
WWC3	-1	1	126239162	126334970
	1	5	53966812	53968353
	-1	1	80899778	80916366
CLUAP1	-1	14	13166921	13222048
MYO1E	1	10	7185220	7263560
TOMM20	1	3	38288126	38295275
MFSD6	-1	7	151197	173251
KCNH5	1	5	53682353	53829994
PANK2	-1	4	88524793	88533950
PGM2L1	-1	1	195816616	195850848
TAF2	-1	2	136617993	136673043
	-1	13	887080	899460
CST3	1	3	15683584	15685913
GATAD1	1	2	22622554	22625627
	1	3	38283797	38287902
FAM81A	-1	10	7166206	7175738
RNF24	1	4	88515871	88524501
RBM34	1	3	38280486	38284689
CLCN4	-1	1	126199878	126236135
ANKIB1	1	2	22533864	22614984
NEMP2	1	7	134720	148394
	1	7	30459000	30470470
RHOJ	-1	5	53596072	53640888
SMOX	-1	4	88402221	88446642
ARID4B	1	3	38194654	38276962
TNKS2	1	6	20720818	20745934
ALG12	-1	1	19029131	19044906
GPHB5	1	5	53583814	53585417
ADRA1D	1	4	88341840	88377988
NAB1	-1	7	93419	111688
PDE12	1	12	9112296	9115747
CHRNA7	-1	10	7109509	7149541
GSK3B	1	1	80750811	80886512
NLRC3	1	14	13150266	13163527
MID1	1	1	125930064	126095986
PPP1R3C	-1	6	20695689	20699934
GGPS1	-1	3	38176341	38193355
LRRTM1	1	4	87571874	87575381
PPP2R5E	1	5	53496627	53562481
	1	21	6780200	6799170
KRIT1	-1	2	22512900	22533249
ACMSD	1	7	30420994	30458182
HECTD2	1	6	20620876	20653897
WDR89	1	5	53460628	53469499
GPR156	1	1	80723913	80731661
	-1	2	22504529	22512502
ZBED4	1	1	19001040	19019216
SGPP1	1	5	53432324	53447350
NMRAL1	-1	14	13144055	13148979
DDOST	1	21	6773167	6778804
ARHGAP6	1	1	125571190	125724317
TMEM163	-1	7	30340176	30422024
LRRC58	1	1	80695646	80706829
CTNNA2	-1	4	87427085	87823826
PCGF5	1	6	20551751	20576052
STRIP1	1	26	1318282	1330732
	-1	13	852214	854382
MPP4	-1	7	11518596	11537572
	1	1	195806601	195807686
EFCAB14	-1	8	22209428	22221917
PCDHB4	-1	13	842607	844093
SCGN	-1	2	89883629	89906746
MELTF	-1	9	12619518	12636112
THSD4	1	10	6784258	7036593
DNAH12	-1	12	9048747	9114490
CYP51A1	-1	2	22493952	22507735
FSTL1	1	1	80650200	80694243
MGAT5	1	7	30239783	30329855
DNAJA3	1	14	13131467	13143364
NDUFB4	-1	1	80601454	80605982
	-1	3	38148652	38169225
HGD	1	1	80581691	80599590
SH2D5	1	21	6751642	6757547
ANKRD1	-1	6	20474784	20483465
VASN	1	14	13108126	13110213
ASB14	-1	12	9038049	9047098
	-1	7	29785117	30106820
HTR7	-1	6	20428998	20451074
RABL3	1	1	80556280	80569250
BRD1	-1	1	18927212	18992907
MSL3	-1	1	125362428	125384741
APPL1	1	12	9007497	9031248
SUCLG1	1	4	86200311	86215802
B3GALNT2	1	3	38124927	38149873
GTF2E1	-1	1	80503134	80556121
LYPD1	-1	7	29767551	29783780
HESX1	-1	12	8998425	9007651
GPR39	1	7	29705706	29769983
HP1BP3	1	21	6729868	6749872
FRMPD4	-1	1	124929946	125232394
GNG4	1	3	38100145	38113286
RPP30	1	6	20424248	20473425
