Gene name	mean
Aspg	0.14093109536483758
Asph	0.16628317515721872
Asphd2	0.0365716615288556
Aspscr1	0.17497370209403731
Asrgl1	0.2257782714598005
Aste1	0.3211235662874131
Astn1	0.027449054241225672
Astn2	0.027842739076483276
Asxl1	0.3899776563696125
Asxl2	0.3142751648791508
Atad1	0.017051133447427938
Atad2	0.18186927789908816
Atad2b	0.1053653803306193
Atad3a	0.05024356213213155
Atad5	0.317224369883572
Atat1	0.1547237915471565
Atcay	0.03618713805690875
Ate1	0.2119540835604991
Atf1	0.09732264419386756
Atf2	0.030847110516589824
Atf3	0.04775420617425618
Atf4	0.18447795047060345
Atf5	0.11861255465087348
Atf6	0.15504214055640198
Atf6b	0.13371764756030005
Atf7ip	0.2366769593711772
Atg10	0.16966911060517775
Atg12	0.14909356800648702
Atg13	0.06886042705205221
Atg14	0.0637835869253428
Atg16l1	0.07535161171360563
Atg16l2	0.16805161680786454
Atg2a	0.11389548355486072
Atg2b	0.08154305336409914
Atg3	0.04990301562965108
Atg4a	0.3724840649968579
Atg4b	0.05624646145098602
Atg4c	0.1048941353306466
Atg4d	0.10142516318143273
Atg5	0.05546117416109374
Atg7	0.07555160890263854
Atg9a	0.028936166529447863
Atic	0.08118614014837512
Atl1	0.03877020363676234
Atl2	0.05756766699676277
Atl3	0.09477647740096452
Atm	0.17682061785552475
Atmin	0.18125059743886696
Atox1	0.14207859235689904
Atp10b	0.15163681900374246
Atp11a	0.06674626173480673
Atp11b	0.0944138580502664
Atp11c	0.10522980565532264
Atp13a1	0.04777824792631129
Atp13a2	0.12730521558941066
Atp13a3	0.1321467882813881
Atp13a4	0.15760640598626002
Atp13a5	0.189195377954806
Atp1a1	0.02817926511339487
Atp1a2	0.012511884033669388
Atp1a3	0.012401440366361616
Atp1b1	0.0871684588714525
Atp1b2	0.023877692594262968
Atp1b3	0.4009766117429966
Atp2a2	0.02401731723624597
Atp2a3	0.06556325185007633
Atp2b1	0.013339516810800041
Atp2b2	0.027088410409459685
Atp2b4	0.16252248555853166
Atp2c1	0.04716545297193235
Atp5a1	0.034571803099392194
Atp5b	0.03885958415606276
Atp5c1	0.09090571717735108
Atp5d	0.07482596211036223
Atp5e	0.07791134021023716
Atp5f1	0.2490893404368607
Atp5g1	0.1957528974824654
Atp5g2	0.2411941861619992
Atp5g3	0.19038811291458133
Atp5h	0.2007721561010305
Atp5j	0.2977739050705949
Atp5j2	0.13666558152632816
Atp5k	0.08856998798899776
Atp5o	0.13474933351829488
Atp6ap1	0.13753299913675146
Atp6ap2	0.1016714581693397
Atp6v0a1	0.03896547845994555
Atp6v0a2	0.055012115789147165
Atp6v0b	0.06404273142029182
Atp6v0c	0.05911643320088385
Atp6v0d1	0.007874893394257258
Atp6v0e	0.05241905370316968
Atp6v0e2	0.1562591766615224
Atp6v1a	0.01761118546417805
Atp6v1b2	0.016214917660921792
Atp6v1c1	0.02111951118809316
Atp6v1d	0.03749782436788019
Atp6v1e1	0.06220411004896303
Atp6v1f	0.028703587344201063
Atp6v1g1	0.07082886796110126
Atp6v1g2	0.08174839362554784
Atp6v1h	0.0221864871955722
Atp7a	0.13670945120034242
Atp7b	0.17138188280054628
Atp8a1	0.028904988304891983
Atp8a2	0.057656688341767875
Atp8b2	0.03517032710079961
Atp9a	0.021798570589643625
Atp9b	0.059222791240916235
Atpaf1	0.16649610573023713
Atpaf2	0.14713876976541096
Atpif1	0.26536670998464296
Atr	0.11767127439445052
Atrip	0.4001312228434309
Atrn	0.106832287306019
Atrnl1	0.03602368530519213
Atrx	0.16801406454975615
Atxn1	0.07593973524231286
Atxn10	0.14890973707833202
Atxn1l	0.15575347779938598
Atxn2	0.17149206422919103
Atxn2l	0.11708598787667945
Atxn3	0.17692483935639955
Atxn7	0.2419295356624157
Atxn7l1	0.2400806966898799
Atxn7l2	0.17968561679899914
Atxn7l3	0.02481249391192417
Atxn7l3b	0.07441058715145941
AU022252	0.22527824930198306
AU040320	0.23061463512527264
Auh	0.09592453765519852
Aup1	0.1662241373457034
Aurka	0.09915169419090387
Aurkaip1	0.24029760877499176
Aurkb	0.09971401580075044
Auts2	0.06505409412458336
