Gene stable ID	Gene name	count	mean	std	min	25%	50%	75%	max
ENSGALG00000000201	PLEKHM1	27.0	0.07997458227599781	0.019369235463695893	0.03332410593058357	0.07440747317196762	0.0840362145012768	0.0912714648337549	0.11585154353104404
ENSGALG00000000208	MCC	28.0	0.04626647711471062	0.029137584362615376	0.01659691153124549	0.029234775103369054	0.03907323226551651	0.04833387796472173	0.13394495412844037
ENSGALG00000000209	PRNP	23.0	0.0824518088917853	0.03807560847878301	0.03683673864501723	0.05474162753949903	0.07338459463105355	0.0963737156951277	0.16030062802429734
ENSGALG00000000215	DCP2	27.0	0.19003525991852577	0.05421170345406162	0.09988311550313463	0.14464429758534111	0.190056134723336	0.2255587766138336	0.3051044083526682
ENSGALG00000000217	PPFIA4	21.0	0.040686021507933844	0.03536159494686669	0.008881421027364379	0.017766810610734114	0.03408615641990798	0.04556528609995391	0.15128755364806865
ENSGALG00000000218	SRP19	25.0	0.04138970381914071	0.021264890475302257	0.010181355392936684	0.02256733802475127	0.040250742329264275	0.04740200546946217	0.08815341787813177
ENSGALG00000000220	APC	26.0	0.08809478992066076	0.01420827179268898	0.06390210740992522	0.0784774818090885	0.09008582102913618	0.09555489091083617	0.12975256487628245
ENSGALG00000000223	TMEM183A	28.0	0.10350537306066047	0.0989042832529826	0.03219805380652547	0.03955155121199897	0.06053095570757043	0.14390496584192203	0.4398547435315479
ENSGALG00000000225	MGAT4C	30.0	0.17603338781574837	0.06345484794510113	0.08017448856799037	0.13609182944738893	0.15991668042077162	0.19305726075318588	0.3415265200517465
ENSGALG00000000226	TMEM9	20.0	0.062439524425840554	0.02930887453605409	0.0018869247394428237	0.04604691001720307	0.06144129407488186	0.08662025312501707	0.12341062079281974
ENSGALG00000000227	DPYSL2	30.0	0.025215329186634893	0.02777728338279765	0.004413619167717529	0.011364870546698857	0.014391604038222101	0.025557166250760696	0.11187214611872147
ENSGALG00000000233	SP2	26.0	0.08786207280612345	0.07514284572079137	0.00269777675386161	0.055456880128801636	0.06873032247049551	0.09321649381731152	0.3324678390180573
ENSGALG00000000234	EPB41L4A	26.0	0.1373821259101639	0.06681790030091066	0.07720868240670221	0.1036793339310064	0.1244085142784378	0.14511418789580519	0.42185430463576157
ENSGALG00000000235	PPP2R2A	29.0	0.07649615487843282	0.05525248150903261	0.016794762311414746	0.04165117143919673	0.06505295007564296	0.08877786318216756	0.23576732673267328
ENSGALG00000000241	STARD4	27.0	0.1529998627588647	0.06055540098493484	0.08197234215631062	0.10987599804908002	0.13474107591754653	0.1796026807780653	0.34352431391429944
ENSGALG00000000242	EBF2	24.0	0.026320728208615477	0.020914626811223882	0.003861935795317403	0.010216136593972254	0.02054903976295258	0.03805309833194205	0.08121827411167512
ENSGALG00000000243	RDM1	21.0	0.2667262548200687	0.09107089615126883	0.04158374082323944	0.2384602425876011	0.25620518477661336	0.30901856763925734	0.47108255066732574
ENSGALG00000000244	CAMK4	28.0	0.19888587043271252	0.10786547947651884	0.06099462831398372	0.11817143586254543	0.16464383360411144	0.26360567146751634	0.45400000000000007
ENSGALG00000000247	WDR36	29.0	0.1571211024598363	0.06203698570905837	0.06958250497017893	0.13098964603900795	0.15241915266984207	0.1677096370463079	0.43148450244698205
ENSGALG00000000249	GH	19.0	0.0923085599673645	0.04242391593979907	0.06262138017349274	0.0724081282110823	0.08011407829919627	0.09614846760738208	0.2542600295183148
ENSGALG00000000251	CD79B	27.0	0.22258853389303704	0.11271367380038207	0.006665778351765867	0.18999915519020055	0.2664683851068517	0.2978710129698573	0.4404165059776321
ENSGALG00000000253	SLC25A46	28.0	0.1282204756742223	0.05810455163688587	0.04978540772532188	0.08696967816636271	0.11620749565649044	0.1476406078010327	0.32167152575315844
ENSGALG00000000255	MAN2A1	29.0	0.15577206232728696	0.047781339440707386	0.10795172755827409	0.13792492917847027	0.14784778540237056	0.16156670746634028	0.3730031948881789
ENSGALG00000000259	PSMF1	28.0	0.2445924849198034	0.0805079854099252	0.1369371329127692	0.176850905013589	0.21703575123145033	0.3221529838522649	0.42036124794745483
ENSGALG00000000264		27.0	0.3909608328881751	0.13821811468323328	0.14620550410393712	0.2648064303552349	0.38183083884441354	0.4905266816857641	0.6167128544020465
ENSGALG00000000273	FER	24.0	0.03229474306791096	0.023004969456932183	0.014651105040973429	0.01929110729854403	0.023840944076617007	0.034331996909277726	0.12297142857142858
ENSGALG00000000274		28.0	0.0863054887853637	0.03714853468850348	0.0025846106649428623	0.07353247906969282	0.0947425901583236	0.10499734390489984	0.14915254237288134
ENSGALG00000000275	KCTD9	25.0	0.02533079697480216	0.02967470680858692	0.00801300661944025	0.009301089556205155	0.012698412698412697	0.02641964481473361	0.11616379310344828
ENSGALG00000000276	FBXL17	17.0	0.14526772350245715	0.07188076463995317	0.06049149338374292	0.1026655560183257	0.12351543942992874	0.18397887323943665	0.29830287206266315
ENSGALG00000000277	GnRH-I	25.0	0.3542229699894527	0.11042853510039254	0.22720831365139346	0.28177528752580355	0.32703432317778636	0.4198895027624309	0.7332883187035786
ENSGALG00000000280	EFNA5	27.0	0.14148744203993568	0.08138990698664113	0.024390243902439025	0.07567484600829341	0.10384615384615384	0.2142783275503942	0.32457729468599034
ENSGALG00000000284	HOXB4	19.0	0.14772766165955611	0.06114971900272688	0.0750488795307565	0.10304130730821608	0.12770137524557956	0.16658695160646242	0.2653756499910346
ENSGALG00000000293		9.0	0.02486648066830488	0.04932663321551957	0.005163173056487721	0.007761960643247611	0.008132982440489466	0.008221074108985909	0.1561480913101861
ENSGALG00000000295		4.0	0.41206065370431527	0.17188967830283824	0.2635336881734389	0.26977292176848344	0.38855791209745083	0.5308456440332827	0.6075931024489204
ENSGALG00000000296	PCNX1	29.0	0.10324636792981912	0.03668163741606692	0.0717201166180758	0.07907845579078455	0.09247558874210224	0.10729411764705883	0.23248882265275705
ENSGALG00000000299	PKP1	30.0	0.08008981409532487	0.025719608138319996	0.05130874479476503	0.06057237087684478	0.0716030400129625	0.10361300577426931	0.13943870014771048
ENSGALG00000000302	TNNT2	25.0	0.08399802039669174	0.052989118528443555	0.011665921057159571	0.05676620930858219	0.06708097239992689	0.10111002038812957	0.2799431587494925
ENSGALG00000000309		3.0	0.19393897869568497	0.13984537725616544	0.048457216747670215	0.12722458392905944	0.20599195111044866	0.2666798596696923	0.32736776822893593
ENSGALG00000000311	DOCK5	29.0	0.06868455124911764	0.02411177353044358	0.03222970993261061	0.05391373801916933	0.06567164179104477	0.07721415422376764	0.14886948735169017
ENSGALG00000000313	TNNI1	20.0	0.028690173182687656	0.025260900138842503	0.0009995953661935946	0.012641711719438857	0.019137561910057242	0.03559983368467884	0.11445389143230869
ENSGALG00000000314	NEFL	26.0	0.049555754429542034	0.02607171127063906	0.023122746511992472	0.03165517981169161	0.037947436801671744	0.06441132711486022	0.11874533233756536
ENSGALG00000000317	NEFM	25.0	0.17330099177418024	0.06038565549871751	0.09358111311273348	0.1335805450155226	0.15744377008211352	0.18773268801191362	0.35560552521683264
ENSGALG00000000318	CSRP1	27.0	0.08727260871056176	0.0821543155378853	0.006864274570982839	0.033570320235262824	0.040472544301028215	0.11775006982997288	0.29672131147540987
ENSGALG00000000329	AHCYL1	29.0	0.0446323855067418	0.04581145036011315	0.005263157894736843	0.009652509652509652	0.017475467132679123	0.0827927092987334	0.13419051068453458
ENSGALG00000000336	PPP1R12B	21.0	0.16437617732014503	0.05271849487233362	0.11359496605398244	0.13658070678127984	0.14632951092815838	0.17125237191650855	0.3282329713721619
ENSGALG00000000337	CTXN1	23.0	0.15286758645207643	0.12608104838166756	0.0016416319554118394	0.09322073636982042	0.13755458515283842	0.1770037168309721	0.630808402291534
ENSGALG00000000341	KRTAP10-4	2.0	0.11758046859604361	0.10241090096432452	0.0451650260567458	0.08137274732639471	0.11758046859604361	0.1537881898656925	0.18999591113534142
ENSGALG00000000349	PSMC5	27.0	0.03479280989774665	0.025916113700634142	0.005344757241942065	0.017675480779758633	0.02787307032590051	0.038300582839999	0.11505752876438219
ENSGALG00000000352	TIMM44	27.0	0.09343233759341862	0.058032403498730345	0.0027059535091677376	0.056051560201654714	0.0933396992122225	0.12844618163697522	0.26098901098901095
ENSGALG00000000357		26.0	0.25674959661305224	0.09151937749386374	0.123292042586522	0.18642111496670002	0.2607513857350985	0.2877625593246111	0.5313638203156617
ENSGALG00000000364	STC1	25.0	0.059357681466864064	0.03624012251710758	0.014669926650366748	0.032721770380177796	0.049124074408524475	0.06722028952979464	0.15163398692810456
ENSGALG00000000365	NKX2-6	20.0	0.13767071359484	0.11091065941636087	0.0028141923354899636	0.04521583946875945	0.12392047368403973	0.1876408598907937	0.4194139194139194
ENSGALG00000000367	ASIC2	24.0	0.10345121143973098	0.11650632428542763	0.004554326610279766	0.02722340072421678	0.06204645932979136	0.13517398835232836	0.4460776729073186
ENSGALG00000000371	CRHR1	27.0	0.05092740276595374	0.031099479501275	0.0202020202020202	0.029464591300724693	0.03966054728091444	0.05944854044587973	0.1530586127463527
ENSGALG00000000374	RNPEP	28.0	0.09123833149721138	0.03557879118772905	0.04722406547224066	0.07260959730954772	0.08191161967799729	0.10166159548084937	0.21901354459493996
ENSGALG00000000377	HNRNPM	22.0	0.07628053265293364	0.06011887560910608	0.015464394851375126	0.024783359713537997	0.07434637366175642	0.09312586691627361	0.24408703878902555
ENSGALG00000000378	SLC25A37	24.0	0.09253988459591124	0.06890395960176315	0.0010002925646776914	0.046165571342841834	0.07813850039757247	0.11536443434224816	0.31215269388741246
ENSGALG00000000379	ITGB3	23.0	0.06466600354384541	0.01247710663866414	0.0480832035371552	0.056706247949609254	0.0630133297428302	0.0701776206712661	0.09601181683899557
ENSGALG00000000390	ENTPD4	29.0	0.06147407947991369	0.03427754721988746	0.0040490678503103126	0.03283052351375333	0.06657236318627885	0.07496251874062969	0.18995433789954339
ENSGALG00000000394	SLC6A17	23.0	0.01746091107775077	0.011389694875239198	0.004921891718382195	0.012597145312258348	0.01392884178652536	0.017324686866654317	0.04990583804143126
ENSGALG00000000396	METTL2B	30.0	0.2455171467515629	0.05598312528734497	0.14138011152416358	0.22776117741089186	0.24102082826797702	0.26644609870416325	0.3981822116425016
ENSGALG00000000397	IPO9	29.0	0.04862231194355015	0.0360225985539939	0.014634146341463415	0.024312728428412523	0.035035035035035036	0.06093080220453154	0.17654986522911054
ENSGALG00000000399	DUSP28	24.0	0.1772515907660379	0.09053347603803463	0.003839622880604202	0.1040548557022814	0.17234923706795624	0.20990338220157279	0.41956321131959395
ENSGALG00000000400	KCNC4	30.0	0.054564622371781474	0.02057777518857613	0.01566416040100251	0.04062595655265902	0.055959924589968596	0.06898656465809061	0.10011871784724971
ENSGALG00000000401	RBM15	18.0	0.06412251364135876	0.02160137634079803	0.03164822853942025	0.05776939264121809	0.05999790781289206	0.07410588221739921	0.1318867467935791
ENSGALG00000000402	LOXL2	24.0	0.04958914343550016	0.03179138525145327	0.0010340109460516029	0.031756669952885126	0.03799015468820398	0.0596457697966757	0.1258564437194127
ENSGALG00000000404	COPS2	20.0	0.07446263989965032	0.1419246385090119	0.0	0.005473014295922352	0.03701832295964753	0.07869907839756847	0.6493108728943339
ENSGALG00000000407		14.0	7.7709313895455185	26.286503822601674	0.023762665153602983	0.09443509422971179	0.2884569828303505	0.7431241284422232	98.99371859296483
ENSGALG00000000409	CHMP7	28.0	0.1021563415540625	0.056344940594103596	0.024536205864751647	0.05452897006883883	0.09155129299373473	0.12887808640585638	0.23424590960635025
ENSGALG00000000410	TLK2	29.0	0.036227822917204	0.05315234186525497	0.0016882386043894203	0.013026487190620929	0.019331453886427707	0.024365274365274366	0.24666242848061032
ENSGALG00000000417	SLC16A4	29.0	0.24319512267115323	0.0746984320974992	0.15693130399012753	0.1932179715992861	0.23052721899132425	0.27917695473251025	0.49212846347607053
ENSGALG00000000419	LAMTOR5	17.0	0.06519336179742337	0.08221764744803328	0.0027531521597190987	0.003647902675714637	0.013059701492537313	0.11108468125594671	0.21685082872928174
ENSGALG00000000424	CMTM3	29.0	0.24980581455910442	0.10248491051185153	0.14205877050658014	0.19957872564507637	0.2243060765191298	0.2623746360401165	0.5952380952380952
ENSGALG00000000430	SPPL2C	28.0	0.15744371840188598	0.037770359142813896	0.10886895864474341	0.13887728064871785	0.1468059232825308	0.15864790472980564	0.2544570502431118
ENSGALG00000000433		4.0	0.013382815079411782	0.016050066088146693	0.000977107761027359	0.0019372791975931828	0.008479395717970004	0.019924931599788604	0.03559536112067976
ENSGALG00000000436	RABIF	24.0	0.06678049478763971	0.060476704732776145	0.0013401299935355167	0.002309981091102111	0.07614107532302494	0.11396895539861537	0.22219085262563523
ENSGALG00000000437	PGA3	24.0	0.16583432841990972	0.05256589112703157	0.055602166120051866	0.13868418795246462	0.16915198681954746	0.18995282882570502	0.2720116945912516
ENSGALG00000000438	ERMP1	26.0	0.19541148116845883	0.045528313640536285	0.13138794252703304	0.17555227622604264	0.18636371768783103	0.20984752564802858	0.3883309421329507
ENSGALG00000000441	KCNA10	28.0	0.03703880597823239	0.015434867522990331	0.015197568389057751	0.025731423175942344	0.03151486317582012	0.04583768057378168	0.06859244833928378
ENSGALG00000000442	KCNA2	25.0	0.016155366886824715	0.0406667208690019	0.0	0.0	0.002498611882287618	0.01141552511415525	0.18854258121158912
ENSGALG00000000451	MEIG1	22.0	0.3575504945369514	0.3497433129521725	0.028153762858689764	0.22397367167054683	0.2697371206910711	0.3598009891055915	1.8173076923076925
ENSGALG00000000452	TNFRSF10B	22.0	0.23816218457538965	0.20331877295554027	0.006238411619283066	0.010298990209322501	0.23282920587908182	0.3674590485501167	0.6241477272727274
ENSGALG00000000458	TMPRSS9	25.0	0.2100551615306094	0.08836559070185188	0.004379217832949919	0.1754624130324113	0.22382060503490586	0.25476923076923075	0.3562240253314862
ENSGALG00000000461	MRC2	27.0	0.04007895993534602	0.009984836724068061	0.02375210995900651	0.03285018141554032	0.0404052165812762	0.04614225638576462	0.060498220640569395
ENSGALG00000000466	LCK	11.0	0.033333098612714954	0.021937567395697	0.015553151203678658	0.020417291714555634	0.02422174130181455	0.03343999279827577	0.08023997000374954
ENSGALG00000000469	ADRA1A	30.0	0.09378959432586736	0.02398079455264456	0.04735455387025564	0.073789741749505	0.09810568615032388	0.11096560481328907	0.14559068219633944
ENSGALG00000000470	LMNA	29.0	0.0724541646800868	0.03581085062693247	0.023318385650224215	0.05051558801107411	0.06202090592334495	0.07549400439115014	0.15501618122977345
ENSGALG00000000474	RPL36	25.0	0.04052750610861821	0.07322908507782933	0.0060563380281690145	0.00740072202166065	0.02059607463048219	0.03139183055975794	0.31468703794972896
ENSGALG00000000476	LRRTM4	29.0	0.05611746353254323	0.04347463721610868	0.025617977528089888	0.03536746193501978	0.044805194805194806	0.05863039399624766	0.22651178681243592
ENSGALG00000000478	TANC2	26.0	0.027846275357058865	0.024926272407835657	0.007692307692307694	0.01504137980304006	0.021071644926834623	0.027927182550956442	0.1351995235259083
ENSGALG00000000497		6.0	0.24827452397480676	0.0626221774669455	0.17079649690781554	0.2062458271428993	0.2489433513070305	0.27402927290456286	0.3465593784683685
ENSGALG00000000498	ACE	30.0	0.099066672981715	0.027611407807055004	0.06341729810908593	0.07842902445307848	0.09850993729942803	0.11025523391674483	0.17495559502664296
ENSGALG00000000504	ETV7	27.0	0.2180830438475225	0.08594927004607306	0.10589993251711173	0.14856377331881693	0.22648868856721852	0.24998740844266304	0.4759279676589489
ENSGALG00000000505	KCNH6	30.0	0.08009267765587924	0.03931567683683112	0.012104696115089675	0.0639747677652431	0.07269769514535382	0.08668392814118134	0.25177386129549095
ENSGALG00000000507	CPNE7	22.0	0.04096855680483964	0.032867113951613534	0.000999395575131208	0.017625181539012953	0.035536873884809764	0.049596717246067706	0.13774368807925855
ENSGALG00000000510	DCAF7	7.0	0.11339799404532357	0.1993870396855645	0.0012001477104874446	0.004566693654296527	0.043243243243243246	0.09186307639363635	0.5564830272676684
ENSGALG00000000511	KCTD20	27.0	0.09092020515967435	0.041704636470859466	0.025476131585456342	0.06809928389367642	0.08892200695479384	0.1043491995565186	0.25224454895254383
ENSGALG00000000513	ZNF276	27.0	0.1688673639709957	0.041521972003041266	0.08922495274102078	0.13590817040489428	0.17085684966649567	0.20577514834560812	0.22866108786610878
ENSGALG00000000516	FANCA	24.0	0.33454735848339756	0.042191982231980805	0.2526918792765077	0.3120826122700262	0.3290618455431398	0.3597757739245158	0.43548387096774194
ENSGALG00000000518	KLHL12	23.0	0.014628003771982132	0.021419609610783787	0.0012347856764861529	0.0030669522301098257	0.003374103753690426	0.009624023287286225	0.07266080201073918
ENSGALG00000000521	SPIRE2	26.0	0.08356953735460984	0.06227894824628468	0.0022028695872518037	0.03506999729387615	0.08494670229179577	0.11451052351442588	0.25096068578185043
ENSGALG00000000523	STK38	26.0	0.009222584470149696	0.010865629049290962	0.0013092813500145475	0.00160376127774967	0.005105349470914317	0.012061239140692926	0.04126263668248401
ENSGALG00000000525	MAP3K3	30.0	0.06824216061250828	0.06531043504341053	0.017525558105570622	0.031049035225953647	0.04504760264478397	0.0696780506444005	0.32253521126760565
ENSGALG00000000529	LIMD2	27.0	0.08283978519709949	0.04347350133166222	0.0013915970765928827	0.055372184335281224	0.07572293207800941	0.11102949981494711	0.17870788468218132
ENSGALG00000000533	SRSF3	5.0	0.04427451496179684	0.07344551130787813	0.0037955808594279518	0.004131054131054131	0.0043406675647358174	0.03575832305795314	0.17334694919581314
ENSGALG00000000535	ERRFI1	27.0	0.17482474073454093	0.038384844254983556	0.11170212765957448	0.1353520502492146	0.17841880341880342	0.20568386897747903	0.2357311107084617
ENSGALG00000000538	RNF113B	22.0	0.07854179846935824	0.03855866440083823	0.03623580313683072	0.04530328844824154	0.062188771695853566	0.1054214805122834	0.1584385763490241
ENSGALG00000000540	GAS8	28.0	0.1377386370734768	0.06728797429140337	0.02883491969529388	0.10102072952848813	0.12743512141577212	0.1661008576147156	0.2722562411681583
ENSGALG00000000541	ZC3H11B	25.0	0.24162979408739774	0.08207705989093411	0.13866565988889487	0.18641246784687546	0.23571262856700953	0.2681837515950659	0.5581488933601609
ENSGALG00000000542	ZNF593	21.0	0.050319319178588194	0.03460421498072261	0.0013198678526747678	0.03375728039938191	0.047438412906038806	0.061771496142800836	0.1728209370534707
ENSGALG00000000544		11.0	0.46014153462962515	0.21833222754592538	0.019094993046360927	0.3652110359501116	0.44554698457223	0.5610417423825043	0.7866631935399843
ENSGALG00000000545	REN	26.0	0.09625776755646079	0.077285135551261	0.019649444731158133	0.05491378638583179	0.07983314927662619	0.09314204831265854	0.3853996737357259
ENSGALG00000000549	URAH	21.0	0.17740172077108898	0.07412679411188089	0.009339799348266748	0.15068845708403036	0.1882367237817475	0.21706449974606398	0.2951266613654436
ENSGALG00000000550	STRADA	29.0	0.08881419933598814	0.08794546101316472	0.009406657018813314	0.03961677887105127	0.05440519691433212	0.0702646135446255	0.3450655624568668
ENSGALG00000000551	C26H6orf89	30.0	0.23834845961595277	0.053049657729853164	0.15732484076433123	0.2015247649995754	0.22245259785782265	0.2719203855670808	0.3717791411042945
ENSGALG00000000556	UTS2	28.0	0.38717077364274827	0.1041347212798356	0.24141991924629874	0.32759661835748793	0.3687255719491491	0.42768629700177313	0.6738777717685235
ENSGALG00000000557	ETNK2	22.0	0.08644234231559499	0.031261430151097995	0.0273972602739726	0.06736196171566161	0.0825038613789851	0.09950598350835958	0.1499240890688259
ENSGALG00000000558	SLC1A6	29.0	0.08225018222045297	0.06397760491443989	0.028362689268529556	0.05014215559576118	0.07457735929809545	0.08518405841192578	0.3897783251231527
ENSGALG00000000560		25.0	0.48719550589718436	0.10342324455372473	0.2592838196286472	0.4205832170001551	0.5042602633617351	0.567034242600116	0.6198198198198198
ENSGALG00000000564	CCDC47	29.0	0.03998273770574494	0.015210777095078783	0.019414820891441073	0.027939821922014125	0.03752759381898455	0.046971027216856885	0.08447925385627167
ENSGALG00000000573	PER3	24.0	0.4220954413536006	0.06843885924021008	0.23993886907794193	0.386771277281137	0.4177805689907255	0.45303531267909425	0.6061946902654868
ENSGALG00000000576	RRNAD1	21.0	0.10008049984895198	0.10054854119705743	0.004218359095244671	0.006811456132841805	0.10649620351742488	0.14254471608216823	0.3309763217645151
ENSGALG00000000577	RANBP3	28.0	0.12137390923463619	0.04292635949245968	0.03871244635193133	0.10553771204458576	0.12385557153672963	0.13346914979789334	0.2553495007132668
ENSGALG00000000579	VAMP3	26.0	0.1726765188224419	0.09762480375363654	0.03682668739164226	0.11491573482960377	0.1553530920935176	0.20449237944430457	0.47704737421961074
ENSGALG00000000581	DDX42	29.0	0.08237460137879812	0.02807152391879675	0.042970791475524066	0.0644789867587795	0.07801418439716312	0.0871139510117146	0.14787277984304006
ENSGALG00000000583	SOX13	27.0	0.053636420114544864	0.019834549880175988	0.004762925715311416	0.04266996834230492	0.05351250212621194	0.06490075004448173	0.09431273481020858
ENSGALG00000000584		27.0	0.22784204060498336	0.04926781606421329	0.06716867469879519	0.20981523375729189	0.2324594635550841	0.25903121117105926	0.2923274253731343
ENSGALG00000000585	MYL4	28.0	0.07996544778363114	0.03991885169112859	0.0012487440627111212	0.05817893525561302	0.07089598846239126	0.09576038726594346	0.16913557097318582
