Gene name	mdomestica_dNdS
Abcb8	0.16605527023722186
Abcc1	0.06172118380062306
Abcc10	0.16908804481008227
Abcc4	0.08265995496092197
Abcc6	0.12883333333333333
Abcc9	0.03460667135380048
Abcd1	0.06058886129833275
Abcd3	0.04432284541723666
Abcd4	0.08459094519459888
Abce1	0.003131808278867102
Abcf1	0.03421286688407945
Abcf2	0.01084145613686095
Abcf3	0.02647123167796981
Abcg1	0.016634105498185878
Abhd10	0.20500172077549614
Abhd12	0.1139576910811098
Abhd13	0.031087574776895163
Abhd14a	0.14138993495378294
Abhd16a	0.07366529774127309
Abhd2	0.019477479164715795
Abhd4	0.04048750258211113
Abhd5	0.07371384694138726
Abhd6	0.1389425731639978
Abhd8	0.053947885295273015
Abi1	0.028238885708834188
Abi2	0.03150661974191386
Abi3	0.09440760273614954
Abl1	0.08491677713949036
Abl2	0.07035562973424059
Ablim1	0.04850031908104658
Abr	0.037351443123938885
Abt1	0.0765677551194176
Abtb1	0.036515721580220366
Acaa2	0.08094180364282541
Acad11	0.12858614094453436
Acad8	0.08940483409858788
Acad9	0.08527025168477516
Acadl	0.06672845227062095
Acadm	0.03896958972881775
Acads	0.07176020200374685
Acadsb	0.0921235736153632
Acadvl	0.10242463353922744
Acap2	0.05434945351100463
Acat1	0.08964623078347841
Acbd3	0.135934769947583
Acbd4	0.07064641469445425
Acbd5	0.12755768393556813
Acbd6	0.10873636664096067
Acd	0.3130131169198829
Ace2	0.14332293734051602
Acer2	0.03266550522648084
Acer3	0.12455603184323333
Acin1	0.2005730659025788
Acly	0.023709264005858655
Aco1	0.04420660772452304
Aco2	0.016717325227963525
Acot7	0.07394659991656237
Acot8	0.08104982206405692
Acox3	0.08696685279790899
Acp2	0.09962640099626402
Acp5	0.023043050161369732
Acp6	0.17444703790152272
Acsbg1	0.0021616579523465783
Acsf2	0.12077896204801275
Acsf3	0.12592182890855458
Acsl1	0.0979613927476096
Acsl3	0.07359800974396184
Acsl4	0.04194647201946471
Acsl5	0.14367869399870142
Acss3	0.061581462447029126
Acta2	0.03066933808251707
Actl6a	0.0396011396011396
Actn1	0.010451539152445498
Actn4	0.012273057371096588
Actr10	0.04854031510658017
Actr1a	0.0014454348349795226
Actr1b	0.006282459373429385
Actr2	0.023208103603026033
Actr5	0.045640829082760855
Actr6	0.01015911872705018
Actr8	0.02728281443769989
Acvr1	0.05525862849895823
Acvr2a	0.04036009002250563
Acvrl1	0.1200587084148728
Acy1	0.09056171188383644
Acyp1	0.10177573166721474
Ada	0.06233397453512871
Adal	0.11065611065611064
Adam10	0.04770039421813404
Adam15	0.2448441900608704
Adam17	0.06276483050847458
Adamts1	0.10845315623186537
Adamts4	0.08500380614057347
Adamts8	0.13286601879878926
Adamts9	0.08783841127047441
Adamtsl2	0.06665152719427728
Adap2	0.12741665398081894
Adar	0.2145617753397332
Adat2	0.07562206169017315
Adck1	0.045003487770302206
Adck5	0.12772875058058522
Adcy4	0.07489235547398884
Adcy9	0.07629818413507486
Add1	0.06168657514708505
Add3	0.12561787385487375
Adh5	0.09948872684603134
Adi1	0.03729725950782998
Adipor1	0.03622178879910839
Adipor2	0.08963771976558338
Adk	0.12217927939159705
Adnp	0.06306509945750452
Adnp2	0.11926098698747853
Ado	0.002503309005847397
Adora2a	0.0016922941897075385
Adpgk	0.12141936762810986
Adprh	0.09760670563582223
Adprhl2	0.09634233803490318
Adrb2	0.07355090112031172
Adsl	0.020896641795869808
Adss	0.034374180005247966
Aen	0.18763299536863187
Afap1	0.037045289955991316
Afap1l1	0.08519530622086481
Afap1l2	0.09972400145810552
Aff1	0.24886065460571746
Aff4	0.07452497439981795
Afg3l1	0.07066040593759466
Afg3l2	0.06689115398616673
Aftph	0.3412489006156552
Aga	0.2266621514843662
Agap3	0.12520854187520855
Agbl5	0.19053510671203214
Ager	0.13544003589513492
Agfg1	0.0863994743758213
Agfg2	0.1919694072657744
Aggf1	0.10867954636120136
Agk	0.14072245322245322
Agl	0.054957170723433126
Agmo	0.16390343222803955
Agpat1	0.07848285922684171
Agpat2	0.1066747328090341
Agpat3	0.03653729533050334
Agpat4	0.08831136062574907
Agpat5	0.2885437446565973
Agps	0.15525876460767948
Agrn	0.10364004044489383
Agtpbp1	0.10752688172043012
Agtrap	0.2905933189296992
Ahctf1	0.2352203511286277
Ahcyl1	0.01777445855115758
Ahdc1	0.0591693429862283
Ahi1	0.2400351898220207
Ahr	0.07890060419381591
Ahsa1	0.15376292377975476
Ahsa2	0.17046481276980224
AI413582	0.04771303526988758
AI429214	0.4992394992394993
AI467606	0.2032082897424401
Aifm1	0.14744057167857666
Aifm3	0.002071036961254952
Aig1	0.14775751601774273
Aimp1	0.11129502640498147
Aimp2	0.07396149949341438
Aip	0.0018489482672991934
Ak2	0.08116476225580538
Ak3	0.08918918918918918
Akap1	0.2531326345653716
Akap10	0.2314871481028152
Akap11	0.24862888482632545
Akap12	0.10684050118523536
Akap13	0.08307372793354102
Akap7	0.1346743948175929
Akap8	0.09421179973943793
Akap8l	0.08764578532020392
Akap9	0.16901259950445466
Akirin2	0.08578715511245072
Akna	0.37495434385598747
Akr1e1	0.1469547880892662
Akr7a5	0.0750107493257241
Akt1	0.01163136012670758
Akt1s1	0.0386977886977887
Akt2	0.03835042611584573
Akt3	0.006889952153110049
Aktip	0.08833508833508832
Alad	0.08961359276514114
Alas1	0.05240488155061019
Alas2	0.06418197351559163
Alcam	0.08552084570614088
Aldh16a1	0.09658956809063016
Aldh18a1	0.053805138148327686
Aldh3a2	0.13242051955359654
Aldh4a1	0.07683492496589359
Aldh5a1	0.08839592744926167
Aldh6a1	0.06791314837153196
Aldh7a1	0.08875441250630359
Aldh9a1	0.14022637441609773
Aldoc	0.027507405840033857
Alg1	0.14062993119989903
Alg10b	0.1165608770917484
Alg11	0.15893733222253076
Alg14	0.2169869263841362
Alg2	0.11079026460015322
Alg3	0.0612663518848208
Alg5	0.13913418048675427
Alg8	0.15616228629752485
Alg9	0.0821917808219178
Alkbh1	0.15369340746624302
Alkbh2	0.10298115259151867
Alkbh4	0.08202437593690934
Alkbh5	0.02496394649162067
Alkbh6	0.007207828430264422
Alkbh8	0.16403162055335965
Alpk1	0.2904778575179415
Als2	0.09040223018717644
Als2cl	0.11479794391742235
Amacr	0.15788598969586173
Ambra1	0.09897458760588497
Amdhd2	0.11394058112961147
Amfr	0.07247210399171747
Amigo3	0.003684236496027932
Ammecr1	0.14836795252225518
Ammecr1l	0.03971119133574008
Amn1	0.0967741935483871
Amot	0.10704099323304064
Amotl1	0.1040233675680769
Amotl2	0.07776929483620211
Ampd2	0.017992254989574026
Amt	0.0817960508520422
Amz1	0.11776377796517686
Anapc1	0.07804604154969119
Anapc10	0.02014549524342473
Anapc11	0.005553647085766633
Anapc16	0.006379142976008875
Anapc2	0.10616136919315404
Anapc5	0.06138472519628836
Anapc7	0.010131795716639207
Angel1	0.19297837712159965
Angel2	0.17763742228362772
Angpt2	0.06995801164838142
Angptl2	0.03450683735816119
Angptl4	0.11215602705457242
Ank	0.01355652481433455
Ankfy1	0.025270922502504324
Ankle2	0.2404700286773449
Ankmy2	0.09463460855146276
Ankra2	0.041558200074377084
Ankrd10	0.22831050228310504
Ankrd11	0.05386639611933673
Ankrd12	0.10850016409583196
Ankrd13a	0.05059866062368938
Ankrd13b	0.0653466731966697
Ankrd13c	0.13462002412545235
Ankrd16	0.16426942641641815
Ankrd17	0.0618137454249695
Ankrd27	0.10981425702811247
Ankrd28	0.04071094031463913
Ankrd33b	0.1103464641670622
Ankrd37	0.2868093260938997
Ankrd39	0.0357856413444035
Ankrd40	0.13653201622861175
Ankrd44	0.045869491716443146
Ankrd46	0.00502828409805154
Ankrd49	0.11013542107490476
Ankrd6	0.13863384775672333
Anks1	0.0966797768224641
Anks3	0.11462423365709168
Ankzf1	0.2162866934883028
Anln	0.10709790209790213
Ano1	0.0077077303876094926
Ano10	0.061865189289012
Ano8	0.04243298119648059
Anp32a	0.07898045490913247
Anpep	0.09621216014801873
Antxr1	0.049996038348783765
Antxr2	0.15299260255548086
Anxa1	0.0902007516729306
Anxa2	0.020286283060005687
Anxa3	0.0959840026662223
Anxa4	0.07466025853496851
Anxa6	0.0535302261190586
Anxa7	0.061912225705329164
Aoc2	0.21052116945340765
Ap1ar	0.04714741198019131
Ap1b1	0.016490076108043573
Ap1g1	0.011862068965517242
Ap1m1	0.004074572362098789
Ap2b1	0.002513320599175631
Ap2m1	0.0022986744310780787
Ap2s1	0.006634637382749943
Ap3b1	0.10747147589252852
Ap3d1	0.021654815772462838
Ap3m1	0.007907979870596694
Ap3m2	0.00917705735660848
Ap3s1	0.07688247712878253
Ap3s2	0.005263735058668713
Ap4e1	0.2281540847983454
Ap4m1	0.1223254943546878
Ap4s1	0.05155720509924157
Apaf1	0.13023560209424084
Apba3	0.004313036143506475
Apbb1	0.09985004851371616
Apbb2	0.06103017093036595
Apbb3	0.07845479888490642
Apc	0.06449808184143221
Apcdd1	0.051261567139338264
Apeh	0.0900192792525582
Apex1	0.05574699440998545
Apex2	0.06938674579624135
Aph1a	0.07893514935768456
Api5	0.02364185110663984
Apip	0.048896186827221313
Aplnr	0.04170035317646058
Aplp1	0.05056211041852182
Aplp2	0.08092965345507366
Apobec1	0.2427659760468573
Apod	0.07177525064654408
Apoe	0.07253394877289869
Apold1	0.04592238617864832
Apool	0.35267639902676395
App	0.030943900267141587
Appl1	0.036729994242947615
Appl2	0.06294122018280449
Aprt	0.0022763072217704136
Aptx	0.17648866220119214
Aqp11	0.12748871781258295
Aqp4	0.11730862993661627
Aqr	0.07321720195971693
Arap1	0.1044898918664786
Arap2	0.14127310061601642
Arap3	0.11867015545636447
Arcn1	0.0154694807530879
Arf4	0.015711506808319616
Arf5	0.005096320456630313
Arfgap1	0.06048310403854688
Arfgap2	0.07679496669133977
Arfgap3	0.1200839421731696
Arfgef1	0.03742233781245485
Arfgef2	0.03807906863934028
Arfip2	0.019095572867186016
Arfrp1	0.03476162525272288
Arglu1	0.01695993216027136
Arhgap1	0.05142150803461063
Arhgap10	0.07109164420485176
Arhgap11a	0.2631181577953945
Arhgap12	0.08205562017553136
Arhgap17	0.10898446295879306
Arhgap18	0.10392113260692314
Arhgap19	0.10885125698324023
Arhgap21	0.11542209230224112
Arhgap23	0.10635678005233183
Arhgap25	0.1291800588114614
Arhgap28	0.1672188788964771
Arhgap29	0.20568252007411986
Arhgap31	0.2894589290720493
Arhgap32	0.14977973568281938
Arhgap39	0.05675077912938575
Arhgap42	0.026473612063056887
Arhgap5	0.03122870769929593
Arhgdia	0.011305569749616759
Arhgdib	0.061603107904542924
Arhgef10	0.07529434105582987
Arhgef11	0.1489013796627491
Arhgef12	0.14623576027736504
Arhgef15	0.1764705882352941
Arhgef17	0.11185636157259313
Arhgef18	0.08032866844257683
Arhgef2	0.06848641337759744
Arhgef26	0.10186651973276396
Arhgef40	0.13422516158124154
Arhgef6	0.11610379698530815
Arhgef7	0.05193958491796154
Arhgef9	0.01666241062308478
Arid1a	0.07449139280125196
Arid1b	0.06028636021100226
Arid2	0.09955240006173792
Arid3b	0.1869459412480445
Arid4a	0.10919714675975108
Arid4b	0.09585761865112406
Arid5a	0.1870401445720924
Arid5b	0.12967853565249066
Arih1	0.003491509284240597
Arih2	0.025534004419346917
Arl1	0.018603794437281263
Arl10	0.15841166546155702
Arl13b	0.1891968060122123
Arl15	0.2556038426349497
Arl16	0.11665555661365586
Arl2	0.026645135244247074
Arl2bp	0.02446001167542323
Arl4a	0.0010451368476059836
Arl4c	0.001384328689324696
Arl4d	0.0010781546269763196
Arl5a	0.0029783178460805336
Arl5b	0.008907363420427552
Arl6	0.07960701496648609
Arl6ip1	0.05267244726284457
Arl6ip4	0.13283010955600988
Arl6ip5	0.0344845228958813
Arl6ip6	0.17884171114474626
Arl8a	0.00459059396664793
Arl8b	0.08302300109529026
Armc1	0.04024673880068763
Armc10	0.25676027041081645
Armc5	0.09921455146754858
Armc6	0.11014673743365597
Armc8	0.017082388510959938
Arnt	0.10284347595003986
Arntl	0.018976897689768974
Arpc1a	0.02418060967224387
Arpc1b	0.027102482604587242
Arpc2	0.019671704012506515
Arpc3	0.02580587552460041
Arpc5l	0.022351284758887712
Arpp19	0.02295318995120188
Arrb1	0.023016235248092844
Arrdc1	0.1415842393525709
Arrdc2	0.002866911719714234
Arrdc3	0.04374742055303344
Arrdc4	0.11257323118521856
Arsa	0.12831276235824826
Arsb	0.16521166199967058
Arsg	0.17114436320353682
Arsk	0.1979684689450852
Art3	0.3264750202851513
Asah1	0.14191202765526284
Asah2	0.16296229233624554
Asap1	0.04777246972558604
Asap2	0.04870609981515711
Asb1	0.042845358823814836
Asb13	0.032946918852959126
Asb3	0.1867378048780488
Asb6	0.056919525758052675
Asb7	0.00698856416772554
Ascc1	0.14925878291477696
Ascc2	0.09737971683003396
Ascc3	0.08993902439024391
Asf1a	0.00434439178515008
Asf1b	0.06577434718344556
Ash1l	0.08199953607051727
Ash2l	0.03824823101931536
Asl	0.04775559722069042
Asna1	0.005745250375399882
Aspg	0.062128814874069765
Asph	0.11494032803624993
Aspn	0.0033496463172004863
Aspscr1	0.1346935811792042
Asrgl1	0.15740140305370515
Aste1	0.24691026329930146
Asxl1	0.3125588204538325
Asxl2	0.2757679990511209
Atad1	0.0074876755650637155
Atad3a	0.0944970531752864
Atat1	0.1784790481117434
Ate1	0.19712271341463414
Atf1	0.05972434915773354
Atf2	0.03607666290868095
Atf3	0.04996019108280255
Atf4	0.20499728408473653
Atf6	0.16965899505964574
Atf6b	0.13624700650017105
Atf7ip	0.16866068461282818
Atg10	0.12029806259314454
Atg12	0.18448903564473795
Atg13	0.04742636680154324
Atg14	0.06738650693568728
Atg16l1	0.07192138825005227
Atg2b	0.07073211039497604
Atg4b	0.05191910854312835
Atg4c	0.10866864188091367
Atg4d	0.10971061093247587
Atg5	0.047705146036161335
Atg7	0.06106209998270196
Atg9a	0.02406281661600811
Atic	0.07319790863118196
Atl1	0.040617462614568264
Atl2	0.03592072667217176
Atl3	0.10722555830291614
Atmin	0.15896445131375578
Atoh8	0.17590577390859044
Atp10a	0.13081879388981393
Atp11a	0.08179533213644524
Atp11c	0.09542225730071033
Atp13a1	0.06739178364077314
Atp13a2	0.10060755843888376
Atp13a3	0.0712661106899166
Atp1a1	0.017842285291670517
Atp1a2	0.045538299552513824
Atp1b1	0.07827857343442853
Atp1b2	0.05323350337337501
Atp1b3	0.28229210010105216
Atp2a2	0.01338977194194886
Atp2a3	0.0046612432525225565
Atp2b1	0.011568123393316195
Atp2c1	0.04242022535744721
Atp5a1	0.017046104564695116
Atp5b	0.01906158357771261
Atp5c1	0.05293159609120522
Atp5d	0.04375465824893682
Atp5f1	0.1586796880914528
Atp5g1	0.08555399719495092
Atp5j	0.12902720075252802
Atp6ap2	0.11625866456084935
Atp6v0a1	0.07348477880989608
Atp6v0a2	0.05354899497487437
Atp6v0b	0.003412936589718221
Atp6v0e	0.18131117687229684
Atp6v0e2	0.2571941204885791
Atp6v1a	0.03892475190288081
Atp6v1b2	0.04700413223140496
Atp6v1f	0.004885558629543995
Atp6v1g1	0.06433293778606543
Atp6v1g2	0.045184953956609965
Atp6v1h	0.07045751633986927
Atp7a	0.13146417445482864
Atp8a1	0.02546031186679588
Atp8b2	0.025881216803476582
Atp9a	0.022152606847169392
Atp9b	0.03474903474903475
Atpaf1	0.08773739457557188
Atpaf2	0.093472131858599
Atpif1	0.4305084745762712
Atrip	0.34093049538519504
Atrn	0.09734327417830516
Atrx	0.12265350385161915
Atxn1	0.08932280847528043
Atxn2	0.09728601252609603
Atxn2l	0.09424970877898974
Atxn7	0.2076647319904404
Atxn7l1	0.24211614682061006
Atxn7l2	0.14223311314724058
Atxn7l3	0.04845721556568762
AU021092	0.22330511055613084
AU022252	0.2576484018264841
AU040320	0.2122465449409866
Auh	0.09037517087742393
Aup1	0.15735900962861074
Aurka	0.1055607367684775
Aurkaip1	0.13403533821167232
Aurkb	0.056491336846818924
Auts2	0.07088607594936709
Aven	0.2454691259021652
Avl9	0.12734452122408688
AW549877	0.2179829472052364
Axin1	0.08294766820932717
Axin2	0.09088098918083462
Axl	0.08018409282426914
Azi2	0.17835855112333793
Azin1	0.1063658340048348
B230219D22Rik	0.3883677298311445
B2m	0.012505800919984341
B3galnt1	0.11725102283909054
B3galt4	0.1929058916384233
B3galt6	0.00250533799965196
B3gat3	0.05691380109984761
B3gnt2	0.10894333159580016
B3gntl1	0.09997976118194696
B4galt1	0.1315996371333535
B4galt2	0.0658211669861869
B4galt3	0.056467035732259675
B4galt4	0.17767117313563016
B4galt7	0.09919188718111237
B9d1	0.06922934534460418
B9d2	0.001246156848941434
Bace1	0.03279181708784597
Bach1	0.11294719624208363
Bach2	0.1306550850524792
Bag1	0.3376170369010465
Bag2	0.03701554136841426
Bag3	0.2235506278386321
Bag4	0.2643167814425517
Bag5	0.04599430444360862
Bag6	0.07765892686320551
Bahd1	0.1791896518927145
Baiap2	0.036071150166536746
Bak1	0.11936323825304768
Bambi	0.06798487474397352
Banp	0.04012200844673862
Bap1	0.05635062611806797
Batf	0.021924695977549112
Bax	0.0475116468239296
Baz1a	0.11042394014962596
Baz1b	0.05678571428571429
Baz2b	0.10658344129077847
Bbc3	0.08713820709070115
Bbip1	0.09466539652298167
Bbs2	0.061624384702764115
Bbs4	0.12058188430503465
Bbs7	0.041803458087108766
Bbx	0.15089367552703942
BC003965	0.20438186071621375
BC004004	0.2621737436696533
BC005537	0.03198976327575176
BC005624	0.026199134658774187
BC017158	0.18139497551970465
BC031181	0.3364636105276164
BC055324	0.2700812700812701
Bcan	0.12732708248403315
Bcap31	0.0795725273977265
Bcar3	0.0850097748628366
Bcas2	0.005130190688219921
Bcas3	0.04952471482889734
Bccip	0.17853623577891248
Bche	0.12390924956369982
Bckdha	0.0391414924632467
Bckdhb	0.08457711442786069
Bckdk	0.03131884489431378
Bcl10	0.16635941302263846
Bcl2	0.10146633843519212
Bcl2l1	0.04524212665086353
Bcl2l11	0.13680820610687022
Bcl2l13	0.16270703739788653
Bcl3	0.02631014152432173
Bcl6b	0.09703504043126683
Bcl7b	0.061619945743444
Bcl7c	0.1308992037288794
Bcl9	0.07718749999999999
Bcl9l	0.07745882352941176
Bcor	0.1323842727096649
Bcorl1	0.17437895762299074
Bcs1l	0.07236893355145282
Bdkrb2	0.00603060708964053
Bdp1	0.3258298548996223
Bend3	0.032402439713107814
Bend7	0.2283266129032258
Bet1	0.016161047579546128
Bfar	0.088145296614352
Bhlhe40	0.09253317145087156
Bicd2	0.008545707575889364
Bid	0.2244654637946109
Bin1	0.05004154741021143
Bin3	0.031819645732689215
Birc6	0.0447087325184451
Bivm	0.11016543941857128
Blcap	0.01364178392559027
Blmh	0.06984066405877301
Blvra	0.1522806004618938
Blvrb	0.06468395713620127
Blzf1	0.13455596531446226
Bmf	0.1131346578366446
Bmi1	0.09823893384102808
Bmp2	0.10466851417608183
Bmp2k	0.16285868976719006
Bmp5	0.05599827697609305
Bmpr1a	0.039107069036792064
Bmpr2	0.04507616011335459
Bms1	0.10024573576178086
Bmx	0.09111026325829837
Bnip2	0.030720260567029388
Bnip3	0.013631853673266902
Bnip3l	0.04174015285126397
Bod1	0.06661885409195951
Bok	0.0652829796088223
Bola2	0.03396395054372114
Bola3	0.0024633131362061787
Bop1	0.07936142804563856
Bpgm	0.04900527553549864
Bphl	0.11950044894294345
Bpnt1	0.05187697525630156
Bptf	0.1356788221195001
Braf	0.041270703231061634
Brap	0.04839432412247946
Brd1	0.05125425828429854
Brd2	0.03000360620266859
Brd3	0.018676825868797618
Brd8	0.116597510373444
Brd9	0.039030641966678326
Brf2	0.12016679302501895
Bri3	0.2042420145343924
Brix1	0.105171267043565
Brms1l	0.00825780463242699
Brpf1	0.3297392176529589
Brpf3	0.05989601880207963
Brwd1	0.13144894002876614
Brwd3	0.11367313915857605
Bscl2	0.16538782318598833
Bsdc1	0.08632130384167636
Bspry	0.14771820358412538
Btaf1	0.05475397706252313
Btbd1	0.06236047030808156
Btbd10	0.02529550827423168
Btbd19	0.02579276913754797
Btbd2	0.02325870646766169
Btbd3	0.017105871474803514
Btbd6	0.02420972208958075
Btbd7	0.0698782424563261
Btbd9	0.07146451937594363
Btd	0.14388059701492534
Btg2	0.03693065244152647
Btrc	0.0145488314502399
Bub1	0.2916081025217032
Bub1b	0.21788661643344095
Bud13	0.18721031772687585
Bysl	0.05977895829517005
Bzw2	0.03213584058377771
C030006K11Rik	0.047486543198613264
C130074G19Rik	0.005084118415263529
C1d	0.12340188993885493
C1qbp	0.09536166072007783
C1qtnf1	0.08093432166867782
C1qtnf2	0.062241825946929924
C1qtnf5	0.0034370311399614197
C1qtnf6	0.14963570685116026
C2cd2l	0.12250685319973532
C2cd3	0.2721940393151553
C330007P06Rik	0.08463979994229105
C330018D20Rik	0.12829845313921745
C530008M17Rik	0.1964110929853181
C77080	0.09531122956003253
C87436	0.07616211041378576
C8g	0.00667593792670659
Cab39	0.004129703273172225
Cab39l	0.027759490893131445
Cables1	0.1310658098825615
Cables2	0.07294853491059895
Cabp1	0.06944555885420846
Cachd1	0.01216956802063185
Cacna1a	0.04862532904358
Cacna1e	0.051722464822901514
Cacybp	0.09511533242876526
Cad	0.03847762442492681
Cadm1	0.09388733519776267
Cadm4	0.011589350674435823
Calcrl	0.057989842919570087
Cald1	0.0521702172873612
Calm1	0.007711442786069652
Calr	0.03147640040694269
Calr3	0.08504685348847538
Calu	0.0278434462831626
Caly	0.16593028964162987
Camk1	0.029335202242691233
Camk2d	0.04591431971439905
Camk2g	0.007940270206210003
Camk2n2	0.009033502894229082
Camkk2	0.055153395380903136
Caml	0.1462305404932657
Camsap1	0.07313938544222456
Camta2	0.13217610550814587
Cand1	0.006792116690791672
Cant1	0.07467838092249765
Cap1	0.07519372428967762
Capg	0.05616093880972338
Capn10	0.1160240049665448
Capn2	0.09135335896266372
Capn7	0.09796012446698167
Capns1	0.03538607150490032
Caprin1	0.08803924034712615
Capza2	0.02181500872600349
Capzb	0.08094665062174088
Car14	0.27280921382073103
Car5a	0.1436556735606484
Card6	0.27128689399028016
Carf	0.2565696216334097
Carhsp1	0.0968736239542052
Carm1	0.01630901287553648
Cars	0.045596908684157014
Cars2	0.1039059949951039
Casc3	0.12330960854092525
Casc4	0.2512135922330097
Cask	0.00612619971411068
Casp12	0.3104150899458578
Casp4	0.2887479871175523
Casp7	0.07807466363464087
Casp8	0.2082366952924215
Casp8ap2	0.2387289862455425
Casp9	0.17874317825687575
Casq2	0.09182539094345216
Cast	0.18242211362248012
Cat	0.08188852271099012
Cav1	0.06767005016917513
Cav2	0.10516181129262686
Cbfa2t2	0.08087149187592317
Cbfa2t3	0.05413009981911972
Cbfb	0.13647026355733408
Cbl	0.06120182161501723
Cblb	0.04147294030128325
Cbll1	0.05134006265227985
Cbln2	0.011247896554778142
Cbr4	0.10770228936880157
Cbx4	0.05592354755524094
Cby1	0.049945711183496194
Cc2d1a	0.12990527740189445
Cc2d1b	0.15747099218565005
Cc2d2a	0.11676317525470935
Ccar1	0.04288202002612103
Ccdc102a	0.009387365514173716
Ccdc117	0.23773551368645576
Ccdc122	0.30159990229604305
Ccdc124	0.001993827074023749
Ccdc125	0.2617067159581023
Ccdc130	0.06684312054192275
Ccdc134	0.013697439826846666
Ccdc136	0.14358703892936014
Ccdc137	0.15691924304960672
Ccdc163	0.2835235004710562
Ccdc22	0.05564920605190319
Ccdc25	0.06165141305441014
Ccdc28a	0.0861800436091787
Ccdc28b	0.05574382737395395
Ccdc3	0.07614705044172129
Ccdc32	0.1964331537079805
Ccdc34	0.24172199433331926
Ccdc43	0.05284552845528455
Ccdc47	0.06135510924740675
Ccdc50	0.06195896666893873
Ccdc58	0.1365698729582577
Ccdc6	0.0019331003903747762
Ccdc66	0.17542175284597447
Ccdc69	0.17405942919782327
Ccdc77	0.20664102274012894
Ccdc85a	0.07727822359019458
Ccdc85b	0.0012528519623224888
Ccdc85c	0.048310052833466025
Ccdc88a	0.05963707699852869
Ccdc88c	0.07099889511805868
Ccdc9	0.015873886599422644
Ccdc90b	0.17295316410439754
Ccdc91	0.1350330070566811
Ccdc93	0.07595467897608058
Ccdc97	0.0032778959839133404
Cchcr1	0.20815264527320035
Cck	0.10298563325943627
Ccm2	0.0694630607900339
Ccnb1	0.11015193370165743
Ccnb2	0.07987085906793935
Ccnc	0.012608353033884948
Ccnd2	0.031852848811126065
Ccnd3	0.12176386913229018
Ccndbp1	0.3043804944022842
Ccne1	0.214393278909408
Ccng1	0.08190338860850757
Ccng2	0.07779133618059793
Ccnh	0.06793673616103522
Ccni	0.12397556250931305
Ccnj	0.034455618714473106
Ccnk	0.02940729483282675
Ccnl1	0.0517573939134162
Ccnt1	0.16757865937072502
Ccny	0.03738450604122246
Ccnyl1	0.06651506537805571
Ccrl2	0.3413878562577447
Ccs	0.08791880655416974
Cct2	0.020562207183758452
